fecha,region,categoria,numero_ordenes,ticket_promedio,ventas_totales
2023-02-04,Sur,Tecnologia,131,148735,19484285
2024-04-19,Sur,Electrodomesticos,66,143937,9499842
2025-06-04,Norte,Hogar,70,92144,6450080
2024-10-14,Sur,Tecnologia,109,197217,21496653
2023-08-17,Sur,Tecnologia,141,169030,23833230
2024-07-02,Sur,Hogar,87,109003,9483261
2025-12-27,Sur,Vestuario,147,47504,6983088
2024-03-12,Sur,Vestuario,166,42191,7003706
2024-07-29,Norte,Electrodomesticos,27,116319,3140613
2024-02-13,Sur,Hogar,82,64641,5300562
2023-09-30,Centro,Vestuario,166,40186,6670876
2023-10-24,Sur,Electrodomesticos,67,167048,11192216
2023-03-23,Centro,Deportes,57,52287,2980359
2025-10-13,Norte,Deportes,72,71174,5124528
2023-07-20,Norte,Electrodomesticos,66,168933,11149578
2023-04-25,Norte,Electrodomesticos,57,201046,11459622
2024-09-07,Centro,Hogar,76,104632,7952032
2024-07-07,Centro,Tecnologia,142,167261,23751062
2025-06-13,Norte,Tecnologia,89,214307,19073323
2024-06-28,Centro,Vestuario,142,49526,7032692
2024-09-20,Sur,Electrodomesticos,76,203272,15448672
2025-09-06,Sur,Deportes,75,58940,4420500
2025-10-01,Centro,Deportes,59,66946,3949814
2024-01-15,Centro,Hogar,83,95888,7958704
2025-05-01,Sur,Hogar,81,101055,8185455
2025-02-14,Centro,Vestuario,175,44027,7704725
2025-04-26,Sur,Hogar,108,96122,10381176
2025-06-02,Centro,Electrodomesticos,101,140515,14192015
2025-08-05,Sur,Deportes,84,68478,5752152
2023-02-09,Centro,Deportes,85,53876,4579460
2024-04-19,Sur,Vestuario,124,47229,5856396
2024-04-02,Norte,Deportes,79,67391,5323889
2024-06-12,Centro,Electrodomesticos,104,165477,17209608
2024-09-25,Norte,Deportes,62,65493,4060566
2024-03-04,Centro,Vestuario,199,53015,10549985
2024-10-30,Sur,Tecnologia,80,189684,15174720
2023-08-01,Norte,Deportes,66,74060,4887960
2023-11-06,Centro,Tecnologia,175,163305,28578375
2025-10-02,Sur,Hogar,54,75918,4099572
2024-03-06,Sur,Vestuario,101,59075,5966575
2023-12-12,Norte,Hogar,83,91137,7564371
2023-10-15,Norte,Hogar,69,96106,6631314
2025-07-22,Sur,Tecnologia,115,153647,17669405
2025-01-24,Sur,Electrodomesticos,65,147396,9580740
2024-03-11,Centro,Deportes,107,64943,6948901
2025-08-16,Sur,Electrodomesticos,70,166555,11658850
2025-10-30,Sur,Vestuario,111,41670,4625370
2024-08-12,Sur,Vestuario,157,45640,7165480
2023-07-21,Norte,Vestuario,128,42350,5420800
2025-06-19,Centro,Tecnologia,163,161281,26288803
2025-12-06,Norte,Deportes,92,64550,5938600
2023-10-20,Sur,Deportes,60,70371,4222260
2024-12-10,Norte,Vestuario,141,40536,5715576
2024-01-06,Norte,Vestuario,86,49001,4214086
2024-10-25,Norte,Hogar,82,97141,7965562
2025-05-06,Centro,Hogar,78,87385,6816030
2024-08-15,Norte,Electrodomesticos,59,137390,8106010
2024-04-18,Sur,Vestuario,126,40447,5096322
2023-06-10,Norte,Hogar,89,82937,7381393
2025-10-13,Norte,Deportes,41,66501,2726541
2024-12-02,Centro,Deportes,143,52779,7547397
2024-01-31,Centro,Deportes,109,71773,7823257
2025-06-15,Centro,Electrodomesticos,57,156656,8929392
2025-05-16,Norte,Electrodomesticos,48,158316,7599168
2024-02-02,Norte,Hogar,56,114247,6397832
2024-04-24,Centro,Hogar,65,85059,5528835
2025-03-24,Centro,Electrodomesticos,65,191732,12462580
2024-03-04,Centro,Electrodomesticos,47,186471,8764137
2024-01-04,Centro,Tecnologia,132,157504,20790528
2025-01-11,Centro,Tecnologia,107,206057,22048099
2023-01-14,Norte,Electrodomesticos,28,159885,4476780
2025-10-20,Norte,Tecnologia,94,196986,18516684
2023-07-14,Sur,Tecnologia,96,199311,19133856
2023-12-07,Norte,Deportes,76,68070,5173320
2024-11-17,Centro,Deportes,76,76828,5838928
2025-03-05,Norte,Deportes,70,66949,4686430
2024-05-12,Norte,Hogar,80,61250,4900000
2023-03-26,Norte,Electrodomesticos,55,216324,11897820
2025-12-14,Sur,Electrodomesticos,34,172295,5858030
2024-03-01,Centro,Deportes,135,64777,8744895
2025-04-24,Norte,Deportes,61,68540,4180940
2025-02-28,Norte,Tecnologia,90,223242,20091780
2023-09-01,Centro,Vestuario,196,42017,8235332
2023-10-19,Sur,Hogar,100,78444,7844400
2025-03-30,Sur,Electrodomesticos,50,132955,6647750
2025-11-06,Norte,Deportes,83,67406,5594698
2024-09-08,Norte,Deportes,56,63918,3579408
2024-09-17,Centro,Vestuario,152,43676,6638752
2024-03-23,Centro,Tecnologia,101,160458,16206258
2023-09-26,Centro,Vestuario,175,35642,6237350
2025-05-06,Sur,Vestuario,135,44839,6053265
2025-05-12,Sur,Vestuario,125,57291,7161375
2025-11-17,Centro,Deportes,86,60257,5182102
2025-03-28,Sur,Tecnologia,78,223736,17451408
2024-09-30,Sur,Deportes,95,43659,4147605
2025-03-15,Sur,Hogar,93,93126,8660718
2023-08-20,Sur,Hogar,101,66797,6746497
2023-07-05,Sur,Hogar,61,82002,5002122
2023-07-10,Sur,Electrodomesticos,68,169580,11531440
2025-12-22,Centro,Tecnologia,134,158312,21213808
2023-01-13,Norte,Electrodomesticos,41,164739,6754299
2025-09-05,Centro,Vestuario,221,45605,10078705
2023-12-26,Sur,Hogar,101,99575,10057075
2025-01-21,Sur,Tecnologia,111,225977,25083447
2025-03-01,Centro,Hogar,124,90188,11183312
2023-05-11,Centro,Tecnologia,144,177970,25627680
2025-05-30,Sur,Tecnologia,143,121160,17325880
2023-08-27,Centro,Tecnologia,164,191836,31461104
2023-06-29,Sur,Vestuario,133,38157,5074881
2025-05-27,Norte,Electrodomesticos,43,140371,6035953
2024-05-08,Centro,Hogar,123,83519,10272837
2023-09-26,Norte,Tecnologia,153,174083,26634699
2025-06-05,Centro,Tecnologia,123,162289,19961547
2023-03-11,Norte,Hogar,63,102070,6430410
2023-12-31,Sur,Vestuario,179,47100,8430900
2024-03-02,Norte,Electrodomesticos,37,156412,5787244
2024-05-03,Norte,Hogar,81,118936,9633816
2023-04-11,Sur,Electrodomesticos,41,179513,7360033
2024-09-04,Centro,Tecnologia,145,158606,22997870
2023-10-02,Norte,Electrodomesticos,37,206543,7642091
2025-02-12,Centro,Tecnologia,156,160123,24979188
2025-11-01,Norte,Electrodomesticos,50,162578,8128900
2024-10-25,Sur,Tecnologia,111,152253,16900083
2023-02-23,Centro,Hogar,82,103679,8501678
2025-02-25,Norte,Vestuario,112,37874,4241888
2023-12-12,Norte,Electrodomesticos,71,127442,9048382
2024-03-08,Norte,Hogar,72,89876,6471072
2023-01-29,Sur,Vestuario,149,47189,7031161
2024-11-14,Norte,Vestuario,106,50899,5395294
2025-03-30,Centro,Electrodomesticos,69,157788,10887372
2024-07-12,Norte,Vestuario,157,41533,6520681
2023-04-29,Norte,Hogar,70,99732,6981240
2024-02-14,Centro,Vestuario,183,39761,7276263
2023-09-22,Centro,Hogar,121,95708,11580668
2024-01-29,Centro,Hogar,65,107944,7016360
2025-04-28,Centro,Vestuario,165,51414,8483310
2023-06-30,Sur,Deportes,79,75940,5999260
2025-11-27,Centro,Hogar,68,87937,5979716
2025-12-15,Norte,Vestuario,119,41754,4968726
2024-03-31,Centro,Electrodomesticos,104,149585,15556840
2024-01-20,Sur,Tecnologia,158,152012,24017896
2023-06-01,Norte,Vestuario,123,50104,6162792
2023-03-03,Centro,Deportes,75,66607,4995525
2025-02-05,Norte,Tecnologia,113,217820,24613660
2025-02-18,Sur,Electrodomesticos,85,188313,16006605
2025-06-30,Centro,Hogar,74,109753,8121722
2023-03-01,Norte,Hogar,65,84940,5521100
2025-04-15,Norte,Tecnologia,83,165754,13757582
2025-12-26,Centro,Deportes,96,43860,4210560
2023-12-03,Sur,Vestuario,178,53511,9524958
2024-08-25,Sur,Tecnologia,135,198290,26769150
2025-08-01,Norte,Electrodomesticos,56,160350,8979600
2025-09-15,Sur,Vestuario,170,47858,8135860
2023-02-09,Centro,Vestuario,196,40224,7883904
2025-01-16,Sur,Vestuario,134,37334,5002756
2023-07-08,Centro,Hogar,107,103197,11042079
2024-01-17,Norte,Hogar,62,119487,7408194
2025-12-04,Sur,Hogar,106,78672,8339232
2024-08-02,Sur,Vestuario,162,40010,6481620
2025-01-13,Norte,Vestuario,124,44822,5557928
2023-08-23,Sur,Vestuario,120,44074,5288880
2023-01-10,Sur,Hogar,86,90249,7761414
2024-08-08,Norte,Tecnologia,118,183032,21597776
2024-04-16,Sur,Hogar,123,83732,10299036
2025-10-13,Sur,Deportes,66,64203,4237398
2024-02-08,Centro,Vestuario,189,47608,8997912
2025-08-25,Norte,Vestuario,144,52656,7582464
2023-05-13,Norte,Hogar,49,86855,4255895
2024-05-22,Norte,Deportes,78,60527,4721106
2024-05-30,Centro,Hogar,107,92828,9932596
2024-12-30,Sur,Tecnologia,125,171813,21476625
2025-07-21,Sur,Hogar,91,97492,8871772
2024-10-01,Sur,Hogar,62,120965,7499830
2024-09-14,Norte,Tecnologia,108,234101,25282908
2024-02-14,Norte,Deportes,50,79743,3987150
2025-03-30,Sur,Vestuario,120,43047,5165640
2023-08-20,Centro,Vestuario,176,37179,6543504
2025-04-26,Sur,Vestuario,173,54126,9363798
2023-01-04,Sur,Vestuario,132,42851,5656332
2024-06-10,Sur,Electrodomesticos,58,186081,10792698
2025-12-07,Centro,Vestuario,182,47049,8562918
2023-12-06,Norte,Deportes,63,67782,4270266
2025-09-05,Centro,Vestuario,153,42927,6567831
2025-04-20,Norte,Deportes,64,60533,3874112
2023-01-05,Centro,Vestuario,162,45736,7409232
2024-06-11,Sur,Vestuario,124,54392,6744608
2024-06-08,Sur,Tecnologia,103,147492,15191676
2025-09-28,Sur,Deportes,81,71103,5759343
2023-03-27,Norte,Vestuario,99,51402,5088798
2023-10-16,Centro,Electrodomesticos,54,104105,5621670
2023-07-07,Centro,Electrodomesticos,65,189881,12342265
2025-12-15,Centro,Hogar,111,104391,11587401
2025-01-17,Centro,Electrodomesticos,58,146261,8483138
2024-04-16,Sur,Vestuario,165,35293,5823345
2024-06-18,Centro,Tecnologia,136,155887,21200632
2025-01-21,Sur,Deportes,95,41723,3963685
2025-07-09,Sur,Electrodomesticos,93,169161,15731973
2025-08-24,Centro,Vestuario,173,42180,7297140
2025-12-02,Centro,Vestuario,217,43711,9485287
2023-06-25,Centro,Hogar,89,75632,6731248
2024-03-01,Centro,Tecnologia,108,204265,22060620
2023-05-08,Sur,Vestuario,127,42240,5364480
2025-09-14,Centro,Electrodomesticos,56,185493,10387608
2023-01-17,Sur,Electrodomesticos,71,148928,10573888
2024-05-22,Centro,Vestuario,168,46055,7737240
2025-02-02,Sur,Tecnologia,88,183346,16134448
2024-01-16,Sur,Vestuario,132,45887,6057084
2024-09-23,Norte,Vestuario,119,38812,4618628
2023-05-28,Norte,Vestuario,145,39865,5780425
2024-03-03,Sur,Deportes,90,65491,5894190
2025-01-31,Norte,Electrodomesticos,28,180773,5061644
2024-12-23,Centro,Tecnologia,177,169693,30035661
2024-05-24,Sur,Deportes,84,77295,6492780
2023-04-06,Centro,Vestuario,178,55906,9951268
2023-04-27,Sur,Vestuario,161,45844,7380884
2024-10-13,Norte,Hogar,44,64132,2821808
2024-04-23,Sur,Deportes,76,62492,4749392
2025-05-08,Norte,Vestuario,127,37595,4774565
2024-09-15,Norte,Electrodomesticos,93,132745,12345285
2025-06-13,Norte,Electrodomesticos,51,162569,8291019
2025-07-21,Norte,Electrodomesticos,41,175632,7200912
2024-02-12,Norte,Electrodomesticos,34,138578,4711652
2024-03-03,Centro,Electrodomesticos,79,202575,16003425
2024-09-28,Sur,Electrodomesticos,84,191699,16102716
2025-08-09,Norte,Deportes,99,66465,6580035
2024-06-18,Norte,Hogar,43,112148,4822364
2025-09-03,Sur,Deportes,99,72196,7147404
2024-05-22,Sur,Electrodomesticos,69,167151,11533419
2025-07-16,Centro,Vestuario,198,40781,8074638
2025-09-12,Norte,Tecnologia,96,177812,17069952
2024-08-09,Centro,Vestuario,207,52461,10859427
2025-03-21,Centro,Electrodomesticos,102,157379,16052658
2023-07-26,Centro,Electrodomesticos,57,172912,9855984
2023-10-14,Centro,Deportes,70,60258,4218060
2023-11-23,Centro,Hogar,122,97017,11836074
2023-07-19,Norte,Vestuario,119,40649,4837231
2025-01-04,Sur,Vestuario,173,44601,7715973
2023-03-25,Centro,Electrodomesticos,110,125765,13834150
2023-04-11,Centro,Electrodomesticos,113,129358,14617454
2024-07-14,Centro,Deportes,94,73017,6863598
2024-03-05,Sur,Hogar,86,98077,8434622
2023-03-10,Centro,Deportes,124,65702,8147048
2024-09-21,Sur,Vestuario,180,52111,9379980
2023-05-01,Norte,Tecnologia,94,148607,13969058
2025-07-11,Sur,Deportes,83,60961,5059763
2023-03-09,Sur,Electrodomesticos,37,163578,6052386
2023-10-09,Centro,Electrodomesticos,12,158066,1896792
2025-11-07,Sur,Electrodomesticos,63,131557,8288091
2024-07-01,Sur,Hogar,51,104176,5312976
2024-05-21,Norte,Tecnologia,78,196938,15361164
2023-11-13,Norte,Deportes,93,53388,4965084
2025-06-01,Sur,Deportes,46,59562,2739852
2025-01-25,Centro,Tecnologia,124,164268,20369232
2025-01-23,Centro,Electrodomesticos,94,208599,19608306
2024-03-23,Norte,Electrodomesticos,66,158803,10480998
2025-02-11,Sur,Electrodomesticos,47,161193,7576071
2024-01-26,Norte,Tecnologia,74,176620,13069880
2023-07-17,Centro,Tecnologia,79,159904,12632416
2024-10-23,Sur,Electrodomesticos,55,143443,7889365
2024-11-07,Centro,Deportes,144,85501,12312144
2023-10-04,Norte,Electrodomesticos,54,184711,9974394
2025-09-19,Norte,Hogar,91,93438,8502858
2023-09-21,Sur,Electrodomesticos,21,193530,4064130
2024-12-25,Norte,Deportes,60,67692,4061520
2023-10-10,Sur,Tecnologia,100,201217,20121700
2024-01-21,Sur,Deportes,113,73699,8327987
2024-03-05,Norte,Deportes,71,76668,5443428
2025-12-15,Norte,Electrodomesticos,34,170801,5807234
2025-02-15,Centro,Electrodomesticos,36,151101,5439636
2024-06-30,Norte,Vestuario,156,32558,5079048
2023-09-08,Norte,Tecnologia,89,229390,20415710
2023-05-01,Norte,Deportes,65,68198,4432870
2024-09-13,Sur,Tecnologia,94,202853,19068182
2025-05-12,Sur,Vestuario,130,42817,5566210
2024-11-07,Centro,Tecnologia,113,136581,15433653
2025-07-03,Norte,Electrodomesticos,29,100732,2921228
2023-02-27,Sur,Electrodomesticos,74,179103,13253622
2025-07-12,Centro,Electrodomesticos,81,153328,12419568
2025-12-04,Sur,Vestuario,199,38967,7754433
2025-01-23,Centro,Electrodomesticos,89,165273,14709297
2025-02-23,Centro,Deportes,99,37646,3726954
2024-10-31,Centro,Deportes,74,57659,4266766
2023-12-19,Sur,Hogar,126,114331,14405706
2025-04-22,Norte,Electrodomesticos,48,136578,6555744
2025-05-07,Norte,Vestuario,136,49267,6700312
2023-04-26,Norte,Deportes,72,62745,4517640
2023-01-23,Norte,Deportes,92,57949,5331308
2023-02-24,Sur,Hogar,76,88093,6695068
2024-05-23,Norte,Tecnologia,84,179647,15090348
2023-06-15,Sur,Electrodomesticos,73,127750,9325750
2025-08-19,Centro,Deportes,102,79012,8059224
2025-03-01,Centro,Hogar,76,79026,6005976
2025-10-02,Norte,Deportes,39,57571,2245269
2024-07-26,Norte,Hogar,79,102153,8070087
2023-05-04,Norte,Deportes,63,67716,4266108
2024-11-06,Sur,Electrodomesticos,62,191472,11871264
2025-11-18,Centro,Deportes,105,73930,7762650
2024-11-30,Centro,Vestuario,194,45955,8915270
2024-03-19,Sur,Hogar,92,55642,5119064
2024-10-22,Centro,Hogar,134,89635,12011090
2025-09-10,Sur,Deportes,78,48542,3786276
2025-04-09,Norte,Electrodomesticos,51,170745,8707995
2025-06-14,Centro,Tecnologia,131,191258,25054798
2025-01-27,Centro,Vestuario,136,43289,5887304
2024-11-01,Sur,Vestuario,157,46653,7324521
2024-06-10,Sur,Electrodomesticos,97,153904,14928688
2024-12-11,Centro,Deportes,152,53408,8118016
2023-01-06,Centro,Vestuario,200,44450,8890000
2023-06-01,Sur,Hogar,82,106331,8719142
2024-12-08,Sur,Electrodomesticos,70,139192,9743440
2024-05-15,Norte,Deportes,28,67822,1899016
2023-06-13,Centro,Tecnologia,164,164577,26990628
2025-07-26,Norte,Hogar,59,115493,6814087
2024-08-31,Sur,Tecnologia,96,189827,18223392
2023-01-01,Norte,Vestuario,98,44739,4384422
2024-09-12,Centro,Tecnologia,112,180335,20197520
2023-07-28,Sur,Deportes,40,37091,1483640
2024-10-25,Sur,Tecnologia,122,207045,25259490
2023-11-13,Centro,Electrodomesticos,91,143725,13078975
2025-09-06,Norte,Vestuario,129,43777,5647233
2024-07-18,Norte,Electrodomesticos,86,159373,13706078
2023-12-19,Centro,Deportes,35,61033,2136155
2024-04-12,Norte,Electrodomesticos,50,201365,10068250
2025-09-30,Norte,Hogar,77,112369,8652413
2025-12-15,Sur,Tecnologia,81,197168,15970608
2024-09-02,Norte,Vestuario,114,50196,5722344
2024-03-28,Norte,Vestuario,101,46927,4739627
2025-12-04,Sur,Tecnologia,137,220791,30248367
2025-06-15,Norte,Vestuario,120,47706,5724720
2025-04-27,Centro,Electrodomesticos,27,157875,4262625
2025-08-02,Norte,Deportes,69,55768,3847992
2023-05-04,Sur,Vestuario,141,34853,4914273
2025-07-29,Sur,Vestuario,161,40134,6461574
2024-10-04,Sur,Hogar,100,104008,10400800
2024-10-07,Sur,Electrodomesticos,54,173995,9395730
2024-01-30,Norte,Deportes,75,68943,5170725
2025-02-19,Norte,Vestuario,134,35040,4695360
2023-12-01,Sur,Hogar,41,68221,2797061
2023-09-05,Sur,Vestuario,138,40365,5570370
2023-08-10,Sur,Vestuario,131,40431,5296461
2024-07-28,Centro,Hogar,144,87151,12549744
2024-03-12,Norte,Tecnologia,98,183617,17994466
2023-08-19,Norte,Vestuario,130,36399,4731870
2025-09-19,Centro,Hogar,87,93037,8094219
2025-12-25,Sur,Vestuario,154,34599,5328246
2025-02-26,Centro,Deportes,105,53798,5648790
2024-12-20,Centro,Deportes,73,74620,5447260
2024-04-29,Centro,Electrodomesticos,72,140281,10100232
2023-09-19,Sur,Hogar,71,114578,8135038
2024-10-28,Centro,Vestuario,147,34338,5047686
2023-04-18,Sur,Vestuario,125,40368,5046000
2023-06-04,Centro,Electrodomesticos,76,158921,12077996
2023-08-20,Norte,Tecnologia,98,164211,16092678
2023-10-19,Centro,Tecnologia,144,168137,24211728
2023-03-31,Norte,Vestuario,121,46709,5651789
2025-05-04,Norte,Hogar,75,54680,4101000
2024-06-15,Centro,Deportes,123,88349,10866927
2024-11-26,Norte,Electrodomesticos,65,145316,9445540
2023-01-27,Norte,Hogar,64,107866,6903424
2024-08-26,Sur,Vestuario,154,41638,6412252
2025-05-20,Centro,Vestuario,193,45230,8729390
2023-02-01,Centro,Deportes,88,62619,5510472
2023-07-04,Sur,Deportes,48,54503,2616144
2024-08-06,Centro,Vestuario,176,43333,7626608
2025-03-05,Norte,Deportes,63,70356,4432428
2023-12-15,Norte,Tecnologia,128,194385,24881280
2025-08-20,Centro,Hogar,109,71825,7828925
2025-03-07,Norte,Electrodomesticos,54,169460,9150840
2025-09-04,Sur,Deportes,80,64100,5128000
2023-09-13,Sur,Vestuario,170,52512,8927040
2025-08-05,Sur,Deportes,53,76016,4028848
2024-04-27,Sur,Vestuario,104,51320,5337280
2023-05-26,Centro,Electrodomesticos,115,121584,13982160
2024-08-15,Centro,Vestuario,159,44650,7099350
2025-10-03,Centro,Tecnologia,136,194380,26435680
2023-04-06,Sur,Vestuario,172,60106,10338232
2025-12-22,Centro,Hogar,130,92711,12052430
2025-10-27,Sur,Vestuario,155,33909,5255895
2024-08-09,Sur,Electrodomesticos,64,159402,10201728
2024-06-23,Sur,Deportes,85,59121,5025285
2024-07-10,Norte,Deportes,69,73411,5065359
2024-06-29,Sur,Deportes,97,79544,7715768
2024-03-02,Norte,Electrodomesticos,52,182970,9514440
2023-08-05,Sur,Tecnologia,74,218060,16136440
2024-04-23,Centro,Vestuario,189,37123,7016247
2025-10-28,Sur,Tecnologia,126,178767,22524642
2025-01-10,Sur,Deportes,81,63628,5153868
2023-03-24,Sur,Hogar,86,99983,8598538
2023-09-06,Sur,Vestuario,119,43549,5182331
2024-03-05,Norte,Hogar,99,77748,7697052
2025-12-23,Centro,Tecnologia,148,166920,24704160
2024-02-07,Sur,Electrodomesticos,64,154931,9915584
2024-05-22,Centro,Deportes,99,64318,6367482
2025-07-29,Centro,Tecnologia,148,206930,30625640
2025-03-31,Sur,Vestuario,132,47023,6207036
2025-10-30,Norte,Hogar,76,85111,6468436
2023-07-30,Sur,Vestuario,152,37977,5772504
2024-12-18,Sur,Electrodomesticos,62,165364,10252568
2024-06-28,Sur,Hogar,103,70510,7262530
2024-08-13,Centro,Deportes,109,58477,6373993
2024-01-26,Norte,Tecnologia,115,166018,19092070
2024-08-09,Sur,Hogar,79,92234,7286486
2023-12-24,Norte,Hogar,75,105645,7923375
2025-08-19,Centro,Deportes,119,64528,7678832
2025-09-07,Norte,Deportes,46,60664,2790544
2024-06-16,Norte,Hogar,73,104023,7593679
2025-03-14,Centro,Hogar,139,84531,11749809
2024-01-15,Norte,Tecnologia,59,187114,11039726
2024-04-08,Sur,Vestuario,155,44933,6964615
2023-03-09,Sur,Hogar,69,102334,7061046
2024-12-13,Sur,Vestuario,140,44535,6234900
2023-12-23,Centro,Vestuario,219,50162,10985478
2024-05-10,Norte,Vestuario,117,40886,4783662
2025-06-23,Sur,Deportes,86,48485,4169710
2023-02-18,Centro,Deportes,125,74899,9362375
2023-01-14,Sur,Vestuario,148,40068,5930064
2023-09-14,Centro,Electrodomesticos,94,177001,16638094
2024-07-21,Norte,Deportes,78,83991,6551298
2024-11-21,Norte,Electrodomesticos,35,167560,5864600
2025-08-12,Centro,Tecnologia,154,153031,23566774
2024-04-05,Norte,Deportes,76,75046,5703496
2025-04-16,Centro,Hogar,129,92666,11953914
2023-10-16,Sur,Vestuario,166,45066,7480956
2023-04-30,Norte,Electrodomesticos,62,172281,10681422
2024-12-25,Centro,Vestuario,197,43290,8528130
2025-05-18,Centro,Tecnologia,141,178226,25129866
2024-02-01,Norte,Tecnologia,132,179847,23739804
2025-01-06,Centro,Electrodomesticos,61,172650,10531650
2025-01-03,Centro,Tecnologia,163,154963,25258969
2025-10-13,Sur,Deportes,51,50756,2588556
2024-05-26,Sur,Tecnologia,98,146795,14385910
2023-02-16,Sur,Tecnologia,124,149661,18557964
2023-05-09,Norte,Deportes,80,48817,3905360
2025-12-18,Centro,Hogar,118,120741,14247438
2024-03-10,Norte,Tecnologia,106,142536,15108816
2024-02-16,Centro,Tecnologia,147,169032,24847704
2025-05-15,Sur,Vestuario,120,49219,5906280
2023-01-10,Centro,Hogar,96,96505,9264480
2023-10-13,Centro,Tecnologia,169,192494,32531486
2025-10-15,Centro,Electrodomesticos,64,119750,7664000
2024-03-11,Norte,Tecnologia,67,157640,10561880
2023-01-25,Norte,Vestuario,125,43920,5490000
2024-07-17,Centro,Deportes,36,65009,2340324
2023-02-17,Norte,Tecnologia,92,167215,15383780
2024-10-03,Sur,Deportes,65,67989,4419285
2023-06-07,Centro,Tecnologia,137,195601,26797337
2024-08-24,Norte,Hogar,63,82419,5192397
2025-11-14,Sur,Electrodomesticos,70,177743,12442010
2023-10-23,Centro,Hogar,112,112910,12645920
2023-12-24,Centro,Tecnologia,185,135494,25066390
2023-09-11,Centro,Tecnologia,171,186182,31837122
2024-04-01,Norte,Vestuario,96,45136,4333056
2025-07-14,Norte,Deportes,82,54677,4483514
2025-10-21,Norte,Deportes,79,73223,5784617
2023-04-29,Centro,Tecnologia,130,176437,22936810
2024-08-10,Sur,Tecnologia,118,210081,24789558
2023-02-16,Sur,Hogar,94,79762,7497628
2025-12-01,Sur,Electrodomesticos,48,222360,10673280
2025-09-01,Norte,Hogar,89,106473,9476097
2025-01-04,Norte,Vestuario,140,46588,6522320
2023-06-19,Norte,Tecnologia,106,149212,15816472
2023-07-15,Norte,Tecnologia,102,220323,22472946
2025-12-15,Norte,Hogar,46,107870,4962020
2024-05-30,Sur,Vestuario,126,38870,4897620
2023-10-05,Centro,Hogar,110,95974,10557140
2023-07-31,Centro,Tecnologia,146,206576,30160096
2025-09-22,Sur,Hogar,73,93967,6859591
2025-09-13,Sur,Electrodomesticos,48,194559,9338832
2023-02-25,Centro,Deportes,112,48745,5459440
2023-10-12,Sur,Deportes,102,61686,6291972
2024-11-20,Sur,Electrodomesticos,82,194552,15953264
2024-05-18,Sur,Hogar,78,93811,7317258
2024-12-19,Sur,Electrodomesticos,82,171029,14024378
2023-05-26,Centro,Tecnologia,132,202836,26774352
2024-09-10,Sur,Electrodomesticos,75,125609,9420675
2025-01-28,Sur,Vestuario,144,49315,7101360
2024-02-04,Norte,Vestuario,108,47545,5134860
2024-12-01,Centro,Tecnologia,182,219450,39939900
2023-09-01,Centro,Tecnologia,110,168894,18578340
2023-09-12,Sur,Hogar,77,120735,9296595
2024-07-27,Norte,Tecnologia,102,172739,17619378
2025-01-15,Centro,Tecnologia,90,184972,16647480
2023-05-20,Centro,Deportes,99,70111,6940989
2025-12-30,Centro,Hogar,144,96177,13849488
2025-04-15,Sur,Hogar,69,85229,5880801
2025-11-14,Norte,Tecnologia,71,146812,10423652
2025-06-19,Centro,Tecnologia,166,205595,34128770
2024-12-06,Norte,Vestuario,130,41417,5384210
2025-03-31,Sur,Hogar,82,105917,8685194
2024-04-30,Centro,Hogar,66,92275,6090150
2023-06-10,Norte,Hogar,51,87030,4438530
2023-06-07,Norte,Tecnologia,106,210968,22362608
2024-06-28,Norte,Electrodomesticos,23,190819,4388837
2024-12-21,Centro,Hogar,155,87004,13485620
2025-09-17,Centro,Deportes,67,80529,5395443
2024-12-27,Norte,Vestuario,115,42692,4909580
2024-02-08,Centro,Electrodomesticos,33,172584,5695272
2023-04-17,Sur,Hogar,102,91454,9328308
2025-11-09,Sur,Deportes,80,75287,6022960
2023-09-27,Centro,Tecnologia,110,185497,20404670
2023-05-06,Centro,Hogar,79,91309,7213411
2024-07-11,Centro,Electrodomesticos,83,135224,11223592
2025-06-11,Norte,Tecnologia,123,186772,22972956
2024-05-27,Norte,Electrodomesticos,20,152529,3050580
2024-01-08,Norte,Vestuario,102,45217,4612134
2024-10-10,Sur,Electrodomesticos,102,127802,13035804
2025-10-18,Centro,Deportes,47,69490,3266030
2024-09-30,Norte,Deportes,48,69628,3342144
2024-10-09,Norte,Deportes,98,58722,5754756
2025-09-04,Norte,Hogar,64,122383,7832512
2025-01-06,Sur,Deportes,83,44386,3684038
2025-08-12,Norte,Tecnologia,130,157004,20410520
2024-01-20,Norte,Vestuario,100,41219,4121900
2024-05-17,Centro,Tecnologia,120,197473,23696760
2024-01-17,Centro,Electrodomesticos,106,164404,17426824
2025-10-17,Sur,Electrodomesticos,73,192731,14069363
2024-07-08,Sur,Tecnologia,118,132942,15687156
2025-07-03,Centro,Deportes,104,72198,7508592
2023-01-22,Sur,Vestuario,132,26705,3525060
2024-11-02,Sur,Electrodomesticos,73,171023,12484679
2024-08-13,Norte,Deportes,72,67081,4829832
2024-07-08,Centro,Vestuario,193,46198,8916214
2024-08-15,Centro,Deportes,102,76335,7786170
2025-06-10,Centro,Electrodomesticos,61,139340,8499740
2023-12-11,Centro,Vestuario,254,52977,13456158
2025-10-29,Sur,Hogar,109,82023,8940507
2023-11-07,Sur,Hogar,101,80654,8146054
2025-01-11,Sur,Electrodomesticos,49,176855,8665895
