fecha_venta,categoria_producto,producto,region,tipo_cliente,unidades_vendidas,precio_unitario,monto_total
2023-01-07,Vestuario,Polera,Centro,Minorista,5,15473,77365
2023-05-07,Deportes,Bicicleta,Sur,Mayorista,10,174422,1744220
2023-10-18,Deportes,Raqueta,Norte,Minorista,3,195926,587778
2023-01-02,Hogar,Sofa,Centro,Mayorista,6,405281,2431686
2023-06-25,Electrodomesticos,Refrigerador,Norte,Mayorista,3,174448,523344
2023-02-15,Vestuario,Chaqueta,Sur,Mayorista,15,393580,5903700
2023-06-28,Vestuario,Chaqueta,Norte,Minorista,9,349511,3145599
2023-08-16,Tecnologia,Smartphone,Centro,Minorista,20,495637,9912740
2023-07-20,Vestuario,Pantalon,Centro,Minorista,6,242213,1453278
2023-09-09,Deportes,Raqueta,Norte,Minorista,6,234414,1406484
2023-01-02,Deportes,Pesas,Sur,Minorista,11,499699,5496689
2023-08-05,Hogar,Sofa,Centro,Minorista,5,96703,483515
2023-04-06,Tecnologia,Monitor,Norte,Mayorista,19,311330,5915270
2023-11-26,Tecnologia,Monitor,Norte,Mayorista,18,12815,230670
2023-03-22,Tecnologia,Smartphone,Sur,Mayorista,12,54927,659124
2023-11-15,Tecnologia,Notebook,Norte,Mayorista,10,211986,2119860
2023-01-25,Tecnologia,Monitor,Sur,Mayorista,11,472628,5198908
2023-08-18,Vestuario,Pantalon,Norte,Minorista,17,137410,2335970
2023-12-27,Electrodomesticos,Aspiradora,Centro,Minorista,20,75089,1501780
2023-08-22,Deportes,Balon,Sur,Minorista,3,473632,1420896
2023-11-09,Tecnologia,Tablet,Norte,Minorista,4,324320,1297280
2023-06-08,Hogar,Mesa,Centro,Minorista,9,117284,1055556
2023-07-07,Electrodomesticos,Aspiradora,Centro,Minorista,10,457913,4579130
2023-07-17,Deportes,Bicicleta,Sur,Mayorista,19,440604,8371476
2023-05-30,Hogar,Mesa,Norte,Minorista,2,471163,942326
2023-09-11,Electrodomesticos,Refrigerador,Sur,Minorista,4,317200,1268800
2023-05-27,Electrodomesticos,Aspiradora,Norte,Mayorista,17,184986,3144762
2023-05-08,Vestuario,Polera,Sur,Mayorista,7,315344,2207408
2023-12-25,Deportes,Raqueta,Centro,Minorista,9,132998,1196982
2023-07-17,Electrodomesticos,Microondas,Sur,Mayorista,19,448379,8519201
2023-05-31,Deportes,Pesas,Centro,Minorista,5,143619,718095
2023-09-06,Electrodomesticos,Refrigerador,Norte,Mayorista,8,293543,2348344
2023-04-29,Vestuario,Polera,Centro,Minorista,4,122693,490772
2023-11-15,Vestuario,Polera,Sur,Minorista,10,198719,1987190
2023-01-21,Hogar,Lampara,Norte,Mayorista,20,94751,1895020
2023-07-05,Hogar,Lampara,Centro,Mayorista,19,147558,2803602
2023-12-08,Electrodomesticos,Refrigerador,Centro,Minorista,8,381295,3050360
2023-03-25,Electrodomesticos,Refrigerador,Centro,Minorista,6,146267,877602
2023-01-13,Electrodomesticos,Aspiradora,Sur,Mayorista,20,199429,3988580
2023-11-11,Electrodomesticos,Microondas,Centro,Mayorista,8,477076,3816608
2023-03-19,Electrodomesticos,Lavadora,Centro,Minorista,15,447335,6710025
2023-02-13,Deportes,Pesas,Sur,Minorista,17,188660,3207220
2023-01-31,Deportes,Pesas,Norte,Minorista,11,458487,5043357
2023-05-18,Tecnologia,Monitor,Centro,Minorista,11,421127,4632397
2023-01-03,Deportes,Bicicleta,Sur,Mayorista,4,449355,1797420
2023-04-11,Tecnologia,Monitor,Norte,Minorista,20,80027,1600540
2023-12-09,Tecnologia,Notebook,Centro,Minorista,8,396405,3171240
2023-05-18,Vestuario,Zapatillas,Sur,Minorista,14,328840,4603760
2023-06-06,Electrodomesticos,Lavadora,Centro,Minorista,11,485347,5338817
2023-07-30,Vestuario,Chaqueta,Norte,Minorista,2,337859,675718
2023-09-16,Deportes,Pesas,Norte,Minorista,16,491015,7856240
2023-08-24,Vestuario,Polera,Norte,Minorista,3,208441,625323
2023-09-12,Hogar,Lampara,Centro,Mayorista,18,12707,228726
2023-03-06,Tecnologia,Smartphone,Sur,Mayorista,17,108319,1841423
2023-01-19,Electrodomesticos,Refrigerador,Sur,Minorista,6,5958,35748
2023-03-10,Vestuario,Zapatillas,Norte,Mayorista,5,273284,1366420
2023-02-25,Hogar,Lampara,Centro,Mayorista,6,436389,2618334
2023-04-24,Hogar,Mesa,Centro,Mayorista,17,323671,5502407
2023-06-12,Vestuario,Polera,Norte,Minorista,16,370517,5928272
2023-10-10,Tecnologia,Tablet,Norte,Mayorista,18,339660,6113880
2023-10-07,Vestuario,Chaqueta,Norte,Minorista,13,400889,5211557
2023-05-05,Hogar,Lampara,Centro,Minorista,8,141260,1130080
2023-01-10,Deportes,Balon,Centro,Minorista,3,64025,192075
2023-06-02,Vestuario,Polera,Sur,Mayorista,11,360220,3962420
2023-09-17,Deportes,Balon,Centro,Minorista,6,369836,2219016
2023-11-10,Tecnologia,Tablet,Norte,Mayorista,7,117838,824866
2023-08-23,Electrodomesticos,Lavadora,Sur,Mayorista,12,46855,562260
2023-11-02,Hogar,Mesa,Sur,Minorista,4,138230,552920
2023-09-12,Hogar,Silla,Norte,Minorista,17,280248,4764216
2023-08-20,Deportes,Balon,Norte,Mayorista,2,332945,665890
2023-08-30,Hogar,Silla,Norte,Mayorista,17,8695,147815
2023-03-02,Tecnologia,Notebook,Sur,Mayorista,13,72061,936793
2023-10-22,Vestuario,Pantalon,Centro,Mayorista,9,97748,879732
2023-09-06,Deportes,Bicicleta,Norte,Mayorista,4,191507,766028
2023-02-11,Tecnologia,Notebook,Norte,Minorista,3,144849,434547
2023-04-04,Deportes,Raqueta,Centro,Mayorista,15,263986,3959790
2023-05-01,Hogar,Mesa,Sur,Mayorista,8,308256,2466048
2023-08-21,Electrodomesticos,Lavadora,Centro,Minorista,10,307563,3075630
2023-02-01,Deportes,Pesas,Centro,Minorista,8,427969,3423752
2023-12-15,Deportes,Pesas,Norte,Minorista,11,316887,3485757
2023-12-08,Electrodomesticos,Refrigerador,Norte,Mayorista,16,388461,6215376
2023-11-27,Vestuario,Polera,Sur,Mayorista,5,273274,1366370
2023-09-21,Vestuario,Chaqueta,Sur,Mayorista,5,444393,2221965
2023-12-10,Tecnologia,Monitor,Centro,Minorista,10,104581,1045810
2023-09-17,Vestuario,Pantalon,Sur,Mayorista,3,63043,189129
2023-05-29,Tecnologia,Tablet,Sur,Mayorista,20,430845,8616900
2023-02-12,Hogar,Sofa,Centro,Mayorista,8,175337,1402696
2023-07-18,Hogar,Mesa,Centro,Mayorista,10,214421,2144210
2023-04-17,Hogar,Sofa,Sur,Mayorista,9,120835,1087515
2023-08-19,Electrodomesticos,Refrigerador,Centro,Mayorista,3,484277,1452831
2023-08-03,Hogar,Mesa,Norte,Minorista,19,319675,6073825
2023-02-08,Deportes,Balon,Norte,Mayorista,11,427068,4697748
2023-05-10,Tecnologia,Smartphone,Norte,Minorista,7,405810,2840670
2023-06-26,Vestuario,Zapatillas,Sur,Mayorista,15,153526,2302890
2023-02-15,Tecnologia,Tablet,Centro,Minorista,13,41669,541697
2023-09-13,Vestuario,Polera,Norte,Mayorista,4,136834,547336
2023-05-04,Deportes,Balon,Norte,Mayorista,13,252043,3276559
2023-02-14,Electrodomesticos,Aspiradora,Centro,Minorista,16,474707,7595312
2023-07-29,Electrodomesticos,Microondas,Centro,Minorista,12,406128,4873536
2023-08-28,Tecnologia,Tablet,Sur,Minorista,8,194511,1556088
2023-08-14,Electrodomesticos,Aspiradora,Sur,Minorista,4,320607,1282428
2023-05-14,Tecnologia,Monitor,Sur,Mayorista,19,322258,6122902
2023-11-05,Vestuario,Polera,Centro,Minorista,20,213837,4276740
2023-11-04,Electrodomesticos,Aspiradora,Centro,Minorista,16,353132,5650112
2023-05-14,Hogar,Silla,Norte,Mayorista,5,182464,912320
2023-01-31,Hogar,Silla,Sur,Minorista,1,87657,87657
2023-08-05,Hogar,Sofa,Sur,Mayorista,14,384112,5377568
2023-07-22,Deportes,Balon,Norte,Mayorista,18,346601,6238818
2023-02-26,Vestuario,Chaqueta,Norte,Mayorista,9,22851,205659
2023-05-07,Tecnologia,Tablet,Sur,Minorista,12,371598,4459176
2023-01-27,Hogar,Sofa,Centro,Minorista,9,391577,3524193
2023-01-12,Hogar,Sofa,Sur,Minorista,8,123467,987736
2023-07-25,Tecnologia,Smartphone,Centro,Minorista,11,150543,1655973
2023-02-17,Electrodomesticos,Aspiradora,Norte,Mayorista,1,40874,40874
2023-02-07,Electrodomesticos,Lavadora,Norte,Minorista,13,8982,116766
2023-09-10,Vestuario,Chaqueta,Sur,Minorista,2,67749,135498
2023-04-07,Tecnologia,Smartphone,Centro,Minorista,3,29093,87279
2023-02-26,Vestuario,Polera,Sur,Minorista,12,380027,4560324
2023-03-11,Hogar,Mesa,Centro,Minorista,19,102210,1941990
2023-07-25,Tecnologia,Notebook,Sur,Minorista,2,212655,425310
2023-12-19,Vestuario,Chaqueta,Norte,Mayorista,20,90240,1804800
2023-01-04,Vestuario,Polera,Norte,Minorista,9,89406,804654
2023-09-19,Electrodomesticos,Refrigerador,Centro,Mayorista,2,19315,38630
2023-09-03,Vestuario,Polera,Centro,Mayorista,16,296168,4738688
2023-02-21,Electrodomesticos,Refrigerador,Sur,Mayorista,9,65265,587385
2023-11-05,Electrodomesticos,Refrigerador,Norte,Minorista,13,426942,5550246
2023-03-08,Hogar,Mesa,Centro,Mayorista,17,359129,6105193
2023-04-06,Deportes,Balon,Sur,Mayorista,3,203509,610527
2023-02-08,Electrodomesticos,Aspiradora,Centro,Minorista,17,33270,565590
2023-05-20,Tecnologia,Monitor,Sur,Mayorista,8,11041,88328
2023-11-10,Hogar,Sofa,Centro,Minorista,9,292564,2633076
2023-03-24,Electrodomesticos,Microondas,Sur,Mayorista,5,263509,1317545
2023-02-01,Electrodomesticos,Aspiradora,Centro,Minorista,1,393728,393728
2023-01-16,Hogar,Mesa,Centro,Minorista,11,169798,1867778
2023-05-19,Electrodomesticos,Aspiradora,Centro,Minorista,20,151532,3030640
2023-07-22,Electrodomesticos,Aspiradora,Centro,Mayorista,1,309977,309977
2023-07-25,Electrodomesticos,Aspiradora,Centro,Mayorista,14,146256,2047584
2023-11-05,Electrodomesticos,Microondas,Norte,Minorista,9,241981,2177829
2023-10-17,Deportes,Raqueta,Sur,Mayorista,1,383469,383469
2023-09-04,Electrodomesticos,Refrigerador,Sur,Mayorista,1,200136,200136
2023-10-22,Hogar,Silla,Sur,Minorista,13,22839,296907
2023-01-19,Vestuario,Zapatillas,Norte,Minorista,2,49591,99182
2023-08-24,Tecnologia,Tablet,Norte,Minorista,12,432326,5187912
2023-01-24,Vestuario,Polera,Sur,Mayorista,9,437474,3937266
2023-02-01,Electrodomesticos,Aspiradora,Centro,Minorista,2,404759,809518
2023-02-10,Tecnologia,Notebook,Norte,Mayorista,4,437646,1750584
2023-03-21,Vestuario,Pantalon,Centro,Minorista,20,273195,5463900
2023-04-17,Deportes,Pesas,Norte,Minorista,3,51448,154344
2023-03-05,Vestuario,Chaqueta,Sur,Mayorista,6,433382,2600292
2023-08-04,Vestuario,Pantalon,Norte,Minorista,9,37116,334044
2023-08-11,Electrodomesticos,Aspiradora,Norte,Minorista,13,452003,5876039
2023-03-30,Hogar,Sofa,Sur,Mayorista,2,132068,264136
2023-03-28,Hogar,Silla,Sur,Minorista,11,296615,3262765
2023-06-05,Deportes,Raqueta,Sur,Mayorista,4,96638,386552
2023-09-03,Electrodomesticos,Lavadora,Sur,Mayorista,15,310169,4652535
2023-02-08,Electrodomesticos,Refrigerador,Norte,Mayorista,13,487670,6339710
2023-04-03,Tecnologia,Tablet,Centro,Minorista,13,77053,1001689
2023-04-13,Deportes,Raqueta,Centro,Mayorista,19,39723,754737
2023-09-01,Deportes,Raqueta,Sur,Mayorista,5,126327,631635
2023-05-18,Deportes,Bicicleta,Sur,Minorista,12,111157,1333884
2023-12-26,Deportes,Pesas,Norte,Mayorista,17,278835,4740195
2023-09-29,Tecnologia,Monitor,Centro,Minorista,12,19693,236316
2023-08-16,Deportes,Balon,Centro,Mayorista,20,308200,6164000
2023-10-20,Hogar,Sofa,Norte,Mayorista,18,125263,2254734
2023-09-07,Deportes,Raqueta,Centro,Minorista,19,88710,1685490
2023-05-09,Tecnologia,Smartphone,Centro,Mayorista,3,214640,643920
2023-04-06,Hogar,Mesa,Norte,Mayorista,4,427208,1708832
2023-06-28,Hogar,Silla,Norte,Minorista,4,25115,100460
2023-08-05,Deportes,Pesas,Norte,Mayorista,8,198351,1586808
2023-06-03,Deportes,Bicicleta,Norte,Minorista,12,250282,3003384
2023-06-08,Deportes,Pesas,Norte,Minorista,6,85578,513468
2023-01-12,Tecnologia,Notebook,Centro,Mayorista,20,111367,2227340
2023-06-26,Tecnologia,Tablet,Sur,Mayorista,16,446155,7138480
2023-02-03,Hogar,Sofa,Centro,Minorista,3,167416,502248
2023-05-04,Vestuario,Zapatillas,Sur,Mayorista,4,135323,541292
2023-03-19,Vestuario,Chaqueta,Sur,Minorista,12,225599,2707188
2023-03-02,Electrodomesticos,Refrigerador,Centro,Minorista,19,295200,5608800
2023-11-13,Electrodomesticos,Refrigerador,Centro,Mayorista,13,160655,2088515
2023-04-17,Electrodomesticos,Lavadora,Sur,Minorista,6,377012,2262072
2023-02-04,Tecnologia,Monitor,Centro,Mayorista,15,43426,651390
2023-06-18,Tecnologia,Notebook,Centro,Mayorista,7,458322,3208254
2023-10-08,Tecnologia,Tablet,Centro,Minorista,5,97302,486510
2023-12-22,Deportes,Raqueta,Centro,Mayorista,17,58264,990488
2023-07-19,Hogar,Sofa,Norte,Minorista,16,20556,328896
2023-05-14,Hogar,Lampara,Norte,Mayorista,11,486199,5348189
2023-02-14,Tecnologia,Notebook,Norte,Minorista,9,233556,2102004
2023-11-10,Electrodomesticos,Aspiradora,Norte,Minorista,1,294399,294399
2023-02-08,Vestuario,Pantalon,Sur,Minorista,2,415425,830850
2023-04-13,Vestuario,Zapatillas,Norte,Minorista,12,48264,579168
2023-06-20,Tecnologia,Smartphone,Norte,Minorista,17,151631,2577727
2023-11-30,Deportes,Bicicleta,Norte,Minorista,1,66771,66771
2023-04-28,Deportes,Balon,Centro,Mayorista,13,292059,3796767
2023-02-15,Vestuario,Pantalon,Sur,Minorista,20,185824,3716480
2023-04-26,Tecnologia,Notebook,Norte,Mayorista,19,347592,6604248
2023-11-26,Deportes,Raqueta,Norte,Mayorista,16,269580,4313280
2023-03-15,Vestuario,Pantalon,Norte,Mayorista,8,489248,3913984
2023-06-20,Hogar,Silla,Norte,Mayorista,3,14940,44820
2023-12-21,Deportes,Bicicleta,Centro,Minorista,10,385906,3859060
2023-10-17,Vestuario,Zapatillas,Centro,Mayorista,2,482341,964682
2023-05-20,Hogar,Sofa,Sur,Mayorista,14,166581,2332134
2023-01-30,Vestuario,Zapatillas,Sur,Minorista,15,146054,2190810
2023-05-03,Electrodomesticos,Refrigerador,Norte,Mayorista,13,185032,2405416
2023-02-23,Electrodomesticos,Microondas,Norte,Minorista,20,23837,476740
2023-08-13,Vestuario,Chaqueta,Centro,Mayorista,1,240518,240518
2023-03-18,Vestuario,Polera,Centro,Mayorista,14,293970,4115580
2023-02-20,Electrodomesticos,Refrigerador,Centro,Minorista,4,272627,1090508
2023-10-14,Vestuario,Pantalon,Sur,Minorista,7,315301,2207107
2023-03-11,Hogar,Sofa,Centro,Mayorista,7,425647,2979529
2023-01-19,Tecnologia,Monitor,Centro,Mayorista,2,271196,542392
2023-08-01,Vestuario,Polera,Centro,Mayorista,6,178354,1070124
2023-09-09,Deportes,Raqueta,Sur,Minorista,10,316264,3162640
2023-09-24,Hogar,Sofa,Sur,Minorista,4,461053,1844212
2023-09-23,Hogar,Mesa,Norte,Mayorista,7,229202,1604414
2023-03-14,Tecnologia,Monitor,Norte,Minorista,19,143840,2732960
2023-08-08,Hogar,Silla,Centro,Mayorista,9,69371,624339
2023-12-08,Electrodomesticos,Microondas,Norte,Mayorista,14,347839,4869746
2023-05-18,Tecnologia,Tablet,Norte,Mayorista,18,177676,3198168
2023-02-08,Electrodomesticos,Microondas,Sur,Mayorista,8,44261,354088
2023-04-21,Hogar,Mesa,Norte,Mayorista,16,306525,4904400
2023-07-13,Electrodomesticos,Lavadora,Norte,Mayorista,13,299112,3888456
2023-08-19,Hogar,Sofa,Sur,Mayorista,5,192606,963030
2023-04-21,Deportes,Bicicleta,Centro,Minorista,3,492957,1478871
2023-01-18,Deportes,Raqueta,Sur,Minorista,3,371276,1113828
2023-02-22,Vestuario,Polera,Centro,Mayorista,4,430530,1722120
2023-06-17,Vestuario,Pantalon,Centro,Mayorista,9,420395,3783555
2023-08-22,Electrodomesticos,Refrigerador,Centro,Minorista,20,311013,6220260
2023-02-11,Vestuario,Polera,Sur,Minorista,9,133569,1202121
2023-03-30,Electrodomesticos,Aspiradora,Sur,Mayorista,3,375007,1125021
2023-12-15,Vestuario,Pantalon,Centro,Minorista,8,8771,70168
2023-08-01,Vestuario,Pantalon,Centro,Minorista,12,274879,3298548
2023-01-20,Hogar,Mesa,Sur,Minorista,11,400744,4408184
2023-04-25,Deportes,Balon,Sur,Minorista,17,407377,6925409
2023-02-11,Vestuario,Pantalon,Sur,Mayorista,18,405131,7292358
2023-03-22,Hogar,Silla,Norte,Mayorista,19,359931,6838689
2023-04-18,Deportes,Balon,Sur,Mayorista,4,367691,1470764
2023-01-23,Vestuario,Pantalon,Norte,Minorista,8,136207,1089656
2023-03-04,Tecnologia,Monitor,Norte,Minorista,1,388812,388812
2023-12-21,Deportes,Bicicleta,Norte,Mayorista,13,209786,2727218
2023-03-24,Deportes,Raqueta,Norte,Minorista,10,81864,818640
2023-02-08,Electrodomesticos,Aspiradora,Norte,Minorista,2,51603,103206
2023-02-06,Vestuario,Chaqueta,Centro,Minorista,2,136621,273242
2023-05-17,Electrodomesticos,Aspiradora,Sur,Mayorista,17,338997,5762949
2023-05-14,Deportes,Bicicleta,Norte,Minorista,4,185096,740384
2023-08-25,Hogar,Mesa,Sur,Mayorista,1,346210,346210
2023-08-12,Tecnologia,Tablet,Centro,Minorista,12,191669,2300028
2023-03-30,Electrodomesticos,Lavadora,Centro,Mayorista,14,232021,3248294
2023-08-24,Hogar,Silla,Norte,Mayorista,15,377343,5660145
2023-11-18,Electrodomesticos,Aspiradora,Sur,Minorista,11,31952,351472
2023-04-02,Vestuario,Zapatillas,Sur,Minorista,17,178106,3027802
2023-01-31,Hogar,Sofa,Sur,Minorista,11,185134,2036474
2023-12-24,Deportes,Balon,Centro,Minorista,4,468298,1873192
2023-03-27,Deportes,Bicicleta,Norte,Mayorista,15,459171,6887565
2023-11-01,Tecnologia,Notebook,Centro,Mayorista,9,376323,3386907
2023-09-02,Vestuario,Polera,Sur,Mayorista,13,175187,2277431
2023-03-06,Tecnologia,Tablet,Sur,Minorista,6,179279,1075674
2023-10-18,Vestuario,Zapatillas,Norte,Minorista,15,252022,3780330
2023-02-14,Tecnologia,Monitor,Sur,Mayorista,2,333519,667038
2023-05-28,Vestuario,Zapatillas,Centro,Minorista,3,271070,813210
2023-12-25,Tecnologia,Notebook,Norte,Minorista,3,127811,383433
2023-08-31,Electrodomesticos,Microondas,Centro,Minorista,9,470776,4236984
2023-04-06,Vestuario,Zapatillas,Centro,Mayorista,1,101799,101799
2023-06-10,Deportes,Bicicleta,Centro,Minorista,16,405726,6491616
2023-02-28,Electrodomesticos,Aspiradora,Norte,Mayorista,4,259100,1036400
2023-03-14,Vestuario,Pantalon,Norte,Mayorista,19,250839,4765941
2023-12-26,Tecnologia,Tablet,Norte,Mayorista,16,468881,7502096
2023-03-18,Tecnologia,Smartphone,Centro,Minorista,4,169979,679916
2023-08-24,Tecnologia,Tablet,Sur,Minorista,15,348477,5227155
2023-12-15,Electrodomesticos,Microondas,Centro,Mayorista,17,135284,2299828
2023-10-14,Tecnologia,Tablet,Sur,Mayorista,18,310012,5580216
2023-12-30,Tecnologia,Notebook,Centro,Mayorista,11,92953,1022483
2023-11-04,Tecnologia,Notebook,Norte,Mayorista,5,20759,103795
2023-07-18,Deportes,Pesas,Norte,Minorista,14,350555,4907770
2023-09-10,Deportes,Balon,Centro,Minorista,16,469319,7509104
2023-10-11,Electrodomesticos,Lavadora,Norte,Mayorista,1,408223,408223
2023-07-25,Tecnologia,Notebook,Sur,Minorista,9,475744,4281696
2023-10-06,Hogar,Lampara,Centro,Minorista,8,342929,2743432
2023-03-13,Deportes,Pesas,Centro,Mayorista,7,172971,1210797
2023-09-28,Electrodomesticos,Lavadora,Sur,Mayorista,14,106116,1485624
2023-12-04,Deportes,Raqueta,Centro,Minorista,8,356860,2854880
2023-11-16,Deportes,Bicicleta,Sur,Mayorista,5,254195,1270975
2023-07-28,Deportes,Pesas,Norte,Mayorista,12,348127,4177524
2023-04-13,Deportes,Raqueta,Sur,Mayorista,19,110592,2101248
2023-11-12,Vestuario,Zapatillas,Sur,Minorista,13,131317,1707121
2023-10-19,Hogar,Sofa,Sur,Mayorista,17,20143,342431
2023-06-25,Hogar,Mesa,Centro,Mayorista,6,215328,1291968
2023-03-21,Deportes,Balon,Centro,Mayorista,12,372687,4472244
2023-04-29,Deportes,Raqueta,Norte,Mayorista,2,173963,347926
2023-02-08,Deportes,Balon,Centro,Mayorista,12,5010,60120
2023-09-09,Electrodomesticos,Aspiradora,Sur,Mayorista,2,237910,475820
2023-10-16,Hogar,Mesa,Centro,Minorista,8,101595,812760
2023-02-22,Hogar,Lampara,Centro,Minorista,13,269130,3498690
2023-10-25,Tecnologia,Monitor,Norte,Minorista,13,18683,242879
2023-01-13,Vestuario,Zapatillas,Norte,Minorista,10,177263,1772630
2023-10-17,Hogar,Sofa,Sur,Minorista,9,255830,2302470
2023-09-17,Deportes,Raqueta,Centro,Mayorista,13,363244,4722172
2023-03-05,Hogar,Lampara,Norte,Minorista,13,278953,3626389
2023-07-07,Tecnologia,Monitor,Sur,Minorista,20,99422,1988440
2023-10-14,Hogar,Silla,Norte,Mayorista,10,344816,3448160
2023-01-05,Vestuario,Chaqueta,Norte,Minorista,17,475641,8085897
2023-01-27,Vestuario,Polera,Sur,Mayorista,4,181391,725564
2023-11-06,Hogar,Sofa,Sur,Mayorista,5,71274,356370
2023-01-31,Vestuario,Zapatillas,Norte,Mayorista,4,251085,1004340
2023-01-22,Vestuario,Chaqueta,Sur,Mayorista,7,393325,2753275
2023-11-28,Tecnologia,Smartphone,Sur,Minorista,4,305496,1221984
2023-11-16,Deportes,Bicicleta,Norte,Mayorista,20,353111,7062220
2023-08-23,Electrodomesticos,Aspiradora,Centro,Mayorista,12,486551,5838612
2023-05-08,Vestuario,Chaqueta,Centro,Minorista,8,464330,3714640
2023-02-04,Tecnologia,Notebook,Centro,Minorista,10,316413,3164130
2023-05-20,Vestuario,Pantalon,Norte,Mayorista,11,176694,1943634
2023-10-14,Vestuario,Zapatillas,Sur,Minorista,6,53790,322740
2023-04-25,Hogar,Mesa,Sur,Minorista,5,448666,2243330
2023-05-17,Deportes,Balon,Centro,Minorista,19,482906,9175214
2023-11-06,Tecnologia,Monitor,Norte,Minorista,10,343419,3434190
2023-10-21,Vestuario,Zapatillas,Centro,Minorista,1,469003,469003
2023-03-17,Hogar,Mesa,Centro,Minorista,8,387977,3103816
2023-03-28,Deportes,Pesas,Norte,Mayorista,20,365921,7318420
2023-07-01,Vestuario,Zapatillas,Centro,Minorista,2,299973,599946
2023-07-21,Tecnologia,Monitor,Sur,Mayorista,10,297873,2978730
2023-03-29,Deportes,Balon,Norte,Minorista,12,385744,4628928
2023-07-22,Hogar,Lampara,Centro,Minorista,20,253650,5073000
2023-04-17,Deportes,Pesas,Sur,Mayorista,17,234839,3992263
2023-12-09,Electrodomesticos,Aspiradora,Sur,Minorista,17,16481,280177
2023-05-16,Hogar,Sofa,Centro,Mayorista,13,18384,238992
2023-02-21,Hogar,Lampara,Sur,Minorista,12,265375,3184500
2023-04-11,Deportes,Bicicleta,Norte,Minorista,11,37406,411466
2023-05-26,Electrodomesticos,Refrigerador,Centro,Mayorista,19,490848,9326112
2023-05-16,Vestuario,Zapatillas,Norte,Minorista,12,389692,4676304
2023-07-08,Electrodomesticos,Microondas,Norte,Minorista,4,465719,1862876
2023-06-13,Tecnologia,Monitor,Norte,Mayorista,2,98488,196976
2023-02-18,Electrodomesticos,Aspiradora,Sur,Minorista,11,434682,4781502
2023-03-26,Hogar,Sofa,Centro,Minorista,6,7312,43872
2023-08-03,Hogar,Silla,Norte,Mayorista,20,238011,4760220
2023-01-29,Tecnologia,Notebook,Sur,Minorista,19,245615,4666685
2023-05-01,Deportes,Balon,Norte,Mayorista,16,258209,4131344
2023-03-01,Deportes,Raqueta,Centro,Mayorista,17,148212,2519604
2023-07-16,Vestuario,Polera,Sur,Mayorista,1,178409,178409
2023-02-04,Tecnologia,Tablet,Norte,Mayorista,2,266195,532390
2023-08-29,Vestuario,Polera,Sur,Mayorista,16,428413,6854608
2023-02-18,Tecnologia,Tablet,Norte,Minorista,15,318060,4770900
2023-07-17,Electrodomesticos,Microondas,Centro,Mayorista,14,79156,1108184
2023-07-13,Tecnologia,Tablet,Centro,Minorista,3,493782,1481346
2023-02-21,Hogar,Silla,Centro,Mayorista,20,215653,4313060
2023-02-02,Tecnologia,Tablet,Sur,Mayorista,15,299544,4493160
2023-04-23,Tecnologia,Notebook,Sur,Minorista,4,134300,537200
2023-04-01,Hogar,Lampara,Norte,Minorista,4,92716,370864
2023-12-04,Deportes,Raqueta,Norte,Minorista,11,385285,4238135
2023-10-30,Electrodomesticos,Aspiradora,Centro,Minorista,5,41970,209850
2023-09-20,Electrodomesticos,Aspiradora,Centro,Mayorista,10,202043,2020430
2023-05-20,Hogar,Silla,Norte,Mayorista,4,402855,1611420
2023-04-20,Tecnologia,Tablet,Norte,Mayorista,9,483734,4353606
2023-11-24,Hogar,Silla,Sur,Minorista,17,469457,7980769
2023-05-29,Electrodomesticos,Refrigerador,Centro,Minorista,14,377063,5278882
2023-02-23,Hogar,Silla,Centro,Minorista,8,217623,1740984
2023-10-28,Vestuario,Polera,Sur,Minorista,16,182498,2919968
2023-10-07,Hogar,Lampara,Norte,Mayorista,19,59355,1127745
2023-05-25,Vestuario,Zapatillas,Sur,Mayorista,15,199158,2987370
2023-12-26,Tecnologia,Monitor,Centro,Mayorista,20,198968,3979360
2023-05-17,Electrodomesticos,Refrigerador,Centro,Mayorista,13,401484,5219292
2023-10-13,Electrodomesticos,Refrigerador,Centro,Minorista,2,374440,748880
2023-11-07,Tecnologia,Tablet,Sur,Mayorista,4,471609,1886436
2023-09-03,Deportes,Balon,Norte,Minorista,4,205536,822144
2023-08-07,Vestuario,Zapatillas,Centro,Mayorista,19,495836,9420884
2023-11-25,Hogar,Silla,Sur,Minorista,13,466066,6058858
2023-03-24,Vestuario,Polera,Centro,Minorista,2,226075,452150
2023-12-17,Deportes,Pesas,Centro,Minorista,20,347891,6957820
2023-08-31,Electrodomesticos,Refrigerador,Centro,Minorista,4,411544,1646176
2023-07-01,Hogar,Lampara,Centro,Minorista,20,325239,6504780
2023-03-01,Deportes,Bicicleta,Norte,Mayorista,2,19946,39892
2023-01-26,Deportes,Raqueta,Centro,Mayorista,17,335836,5709212
2023-07-06,Deportes,Bicicleta,Norte,Mayorista,9,194322,1748898
2023-11-29,Deportes,Raqueta,Norte,Mayorista,1,314340,314340
2023-06-30,Deportes,Bicicleta,Norte,Minorista,16,20896,334336
2023-07-12,Hogar,Lampara,Sur,Mayorista,10,327817,3278170
2023-12-02,Tecnologia,Notebook,Norte,Mayorista,5,395694,1978470
2023-02-05,Hogar,Silla,Sur,Minorista,5,403797,2018985
2023-08-26,Vestuario,Chaqueta,Centro,Mayorista,11,495174,5446914
