id_venta,id_pedido,id_producto,cantidad,precio_unitario,total_venta
962,510,433,8,483795,3870360
963,687,91,3,460130,1380390
964,56,473,1,65943,65943
965,292,331,6,437661,2625966
966,258,108,7,202234,1415638
967,825,172,10,235383,2353830
968,45,456,8,142129,1137032
969,551,54,1,73153,73153
970,805,91,3,460130,1380390
971,528,15,8,427832,3422656
972,241,60,2,96355,192710
973,607,370,8,405767,3246136
974,430,297,6,109951,659706
975,236,102,6,373416,2240496
976,334,399,2,375029,750058
977,243,117,2,222151,444302
978,891,378,7,426509,2985563
979,226,103,7,488151,3417057
980,600,38,8,497334,3978672
981,447,249,1,409488,409488
982,625,75,4,242877,971508
983,397,233,3,30034,90102
984,469,192,3,86235,258705
985,648,369,4,43551,174204
986,208,184,5,167310,836550
987,33,172,3,235383,706149
988,62,355,10,266234,2662340
989,114,144,3,121167,363501
990,470,437,8,496052,3968416
991,779,215,3,440707,1322121
992,303,176,4,418782,1675128
993,809,310,3,325837,977511
994,175,407,10,374571,3745710
995,876,296,9,325799,2932191
996,422,118,2,400807,801614
997,501,439,9,161443,1452987
998,606,442,4,471228,1884912
999,286,243,8,280806,2246448
1000,754,8,7,388967,2722769
1001,254,447,4,419589,1678356
1002,594,168,7,267860,1875020
1003,153,114,10,358353,3583530
1004,6,468,10,280516,2805160
1005,42,214,1,148021,148021
1006,35,241,9,103206,928854
1007,404,218,9,222525,2002725
1008,464,246,2,200717,401434
1009,86,254,4,430458,1721832
1010,710,286,1,322243,322243
1011,224,375,7,109363,765541
1012,303,68,6,36890,221340
1013,17,123,2,319218,638436
1014,166,246,5,200717,1003585
1015,879,361,8,264467,2115736
1016,25,293,10,276447,2764470
1017,475,500,8,496473,3971784
1018,896,396,3,221510,664530
1019,190,361,7,264467,1851269
1020,642,405,6,134247,805482
1021,882,238,1,381724,381724
1022,395,322,2,186415,372830
1023,544,458,6,355112,2130672
1024,437,17,5,44478,222390
1025,715,386,5,223387,1116935
1026,556,485,10,494990,4949900
1027,807,295,4,374118,1496472
1028,636,351,2,458070,916140
1029,754,451,6,101878,611268
1030,528,478,1,244493,244493
1031,53,485,6,494990,2969940
1032,375,57,7,74102,518714
1033,42,239,10,230044,2300440
1034,180,188,6,271594,1629564
1035,722,332,9,47584,428256
1036,727,35,9,312935,2816415
1037,142,397,4,220155,880620
1038,553,172,4,235383,941532
1039,756,59,8,313728,2509824
1040,893,481,10,138408,1384080
1041,772,492,4,347640,1390560
1042,329,382,4,316282,1265128
1043,516,181,5,485639,2428195
1044,284,349,7,134980,944860
1045,382,28,2,481781,963562
1046,498,177,8,39556,316448
1047,850,257,9,27967,251703
1048,727,63,8,254690,2037520
1049,300,273,9,351512,3163608
1050,377,232,10,129591,1295910
1051,193,410,2,155884,311768
1052,90,457,8,368210,2945680
1053,184,42,7,364493,2551451
1054,112,148,2,189077,378154
1055,115,85,5,53879,269395
1056,509,357,3,265765,797295
1057,534,78,4,230480,921920
1058,301,488,1,406514,406514
1059,136,214,9,148021,1332189
1060,431,243,6,280806,1684836
1061,299,228,1,479930,479930
1062,23,97,2,65232,130464
1063,855,447,4,419589,1678356
1064,661,486,9,21638,194742
1065,593,172,7,235383,1647681
1066,498,176,6,418782,2512692
1067,863,304,9,378192,3403728
1068,469,281,8,195479,1563832
1069,136,156,10,84145,841450
1070,176,460,5,364700,1823500
1071,233,405,5,134247,671235
1072,296,248,6,185775,1114650
1073,152,395,1,169465,169465
1074,467,181,5,485639,2428195
1075,634,490,3,460931,1382793
1076,729,474,3,380871,1142613
1077,187,275,5,92369,461845
1078,860,499,3,86328,258984
1079,166,363,3,449162,1347486
1080,43,122,2,28811,57622
1081,130,163,10,342990,3429900
1082,379,226,5,402851,2014255
1083,576,95,4,122568,490272
1084,682,363,1,449162,449162
1085,152,163,6,342990,2057940
1086,553,191,8,105666,845328
1087,547,500,3,496473,1489419
1088,26,155,2,458114,916228
1089,787,208,8,89965,719720
1090,328,75,8,242877,1943016
1091,757,80,1,214049,214049
1092,340,280,9,44343,399087
1093,486,332,5,47584,237920
1094,773,459,5,165854,829270
1095,819,294,3,142246,426738
1096,347,290,8,169828,1358624
1097,750,353,2,431496,862992
1098,143,246,1,200717,200717
1099,120,348,9,69236,623124
1100,412,158,1,422506,422506
1101,457,317,4,407538,1630152
1102,335,183,2,72607,145214
1103,657,29,10,345388,3453880
1104,540,100,10,324288,3242880
1105,201,114,5,358353,1791765
1106,552,12,2,283319,566638
1107,694,435,8,494644,3957152
1108,525,344,2,389932,779864
1109,503,202,4,127684,510736
1110,620,163,10,342990,3429900
1111,683,262,1,155004,155004
1112,152,185,7,342375,2396625
1113,379,367,7,303991,2127937
1114,13,198,6,383107,2298642
1115,360,146,6,283189,1699134
1116,896,158,8,422506,3380048
1117,221,288,2,405076,810152
1118,760,373,8,200663,1605304
1119,296,213,8,154455,1235640
1120,747,84,7,40197,281379
1121,143,459,7,165854,1160978
1122,613,428,10,401315,4013150
1123,213,45,3,53063,159189
1124,889,156,8,84145,673160
1125,68,269,6,425032,2550192
1126,775,478,10,244493,2444930
1127,7,193,2,447723,895446
1128,425,210,5,462704,2313520
1129,474,90,9,190387,1713483
1130,774,364,10,75220,752200
1131,205,469,3,45948,137844
1132,297,96,7,188560,1319920
1133,44,284,8,128729,1029832
1134,855,422,5,57532,287660
1135,506,300,5,51027,255135
1136,230,287,8,199492,1595936
1137,158,14,1,484224,484224
1138,656,135,5,376981,1884905
1139,128,428,8,401315,3210520
1140,428,335,5,266115,1330575
1141,705,92,8,155800,1246400
1142,30,331,4,437661,1750644
1143,505,62,5,280820,1404100
1144,614,497,2,283886,567772
1145,596,382,6,316282,1897692
1146,447,247,10,192220,1922200
1147,644,445,5,344888,1724440
1148,711,352,8,135165,1081320
1149,383,419,2,76970,153940
1150,18,263,10,458927,4589270
1151,167,433,5,483795,2418975
1152,150,298,1,452126,452126
1153,900,164,8,327441,2619528
1154,366,355,3,266234,798702
1155,280,84,1,40197,40197
1156,652,185,7,342375,2396625
1157,50,467,6,404433,2426598
1158,543,149,5,128872,644360
1159,527,328,2,315278,630556
1160,784,100,3,324288,972864
1161,771,49,10,40971,409710
1162,331,86,9,395379,3558411
1163,847,447,6,419589,2517534
1164,278,433,5,483795,2418975
1165,99,351,6,458070,2748420
1166,361,274,10,238788,2387880
1167,14,422,3,57532,172596
1168,289,71,9,43530,391770
1169,422,191,8,105666,845328
1170,105,175,3,360937,1082811
1171,516,112,3,468125,1404375
1172,815,114,4,358353,1433412
1173,629,460,9,364700,3282300
1174,867,354,9,104527,940743
1175,720,273,9,351512,3163608
1176,428,388,2,317952,635904
1177,120,236,2,317863,635726
1178,18,420,3,132117,396351
1179,320,246,6,200717,1204302
1180,143,354,6,104527,627162
1181,612,419,8,76970,615760
1182,177,268,6,197595,1185570
1183,30,364,5,75220,376100
1184,228,382,2,316282,632564
1185,705,66,3,327493,982479
1186,129,117,5,222151,1110755
1187,81,108,3,202234,606702
1188,80,218,2,222525,445050
1189,776,10,8,396895,3175160
1190,202,221,1,122722,122722
1191,813,56,1,351584,351584
1192,608,338,9,160941,1448469
1193,122,31,8,164574,1316592
1194,45,466,5,402069,2010345
1195,684,34,5,356527,1782635
1196,802,6,2,166969,333938
1197,211,64,10,274084,2740840
1198,190,301,4,355140,1420560
1199,30,344,6,389932,2339592
1200,867,47,3,31517,94551
1201,594,383,5,376583,1882915
1202,165,179,6,153974,923844
1203,800,438,9,464665,4181985
1204,248,374,10,297464,2974640
1205,70,259,10,494355,4943550
1206,782,51,10,177259,1772590
1207,223,8,9,388967,3500703
1208,289,367,4,303991,1215964
1209,5,88,9,312476,2812284
1210,220,499,2,86328,172656
1211,872,472,9,91264,821376
1212,376,363,8,449162,3593296
1213,190,358,10,211172,2111720
1214,186,226,2,402851,805702
1215,389,428,6,401315,2407890
1216,527,218,4,222525,890100
1217,116,117,7,222151,1555057
1218,127,390,6,383221,2299326
1219,533,239,2,230044,460088
1220,781,70,8,262042,2096336
1221,571,185,5,342375,1711875
1222,85,370,1,405767,405767
1223,119,168,8,267860,2142880
1224,468,198,5,383107,1915535
1225,704,308,5,18780,93900
1226,232,500,8,496473,3971784
1227,298,284,7,128729,901103
1228,194,438,7,464665,3252655
1229,862,439,2,161443,322886
1230,696,411,8,474636,3797088
1231,14,189,3,195105,585315
1232,689,346,8,274997,2199976
1233,449,54,7,73153,512071
1234,123,268,2,197595,395190
1235,411,74,7,204703,1432921
1236,105,356,10,266493,2664930
1237,67,380,3,176948,530844
1238,347,187,4,343703,1374812
1239,865,103,10,488151,4881510
1240,239,207,2,412961,825922
1241,743,430,7,481020,3367140
1242,784,256,5,24390,121950
1243,608,366,10,28720,287200
1244,365,140,7,51205,358435
1245,415,244,10,209710,2097100
1246,286,249,9,409488,3685392
1247,111,76,8,56998,455984
1248,502,63,5,254690,1273450
1249,644,255,4,380413,1521652
1250,31,483,3,28744,86232
1251,851,51,1,177259,177259
1252,695,35,8,312935,2503480
1253,392,14,3,484224,1452672
1254,157,310,6,325837,1955022
1255,639,156,10,84145,841450
1256,677,50,2,312433,624866
1257,786,385,9,198125,1783125
1258,207,253,8,369584,2956672
1259,503,151,8,320830,2566640
1260,556,259,5,494355,2471775
1261,560,176,9,418782,3769038
1262,441,10,1,396895,396895
1263,393,451,2,101878,203756
1264,874,231,6,63293,379758
1265,471,193,8,447723,3581784
1266,182,19,1,448413,448413
1267,724,286,5,322243,1611215
1268,442,85,8,53879,431032
1269,733,69,5,228490,1142450
1270,783,200,8,237888,1903104
1271,692,57,10,74102,741020
1272,702,252,9,440360,3963240
1273,482,277,10,386060,3860600
1274,875,244,9,209710,1887390
1275,58,81,9,168865,1519785
1276,507,201,5,399469,1997345
1277,632,303,7,472314,3306198
1278,785,347,6,172308,1033848
1279,63,146,6,283189,1699134
1280,47,15,10,427832,4278320
1281,358,66,6,327493,1964958
1282,28,415,10,489447,4894470
1283,390,392,6,82477,494862
1284,354,50,7,312433,2187031
1285,360,183,7,72607,508249
1286,254,29,4,345388,1381552
1287,607,121,5,281265,1406325
1288,890,44,2,104514,209028
1289,346,157,2,250849,501698
1290,552,87,1,430600,430600
1291,472,167,1,173572,173572
1292,582,337,7,133386,933702
1293,274,264,7,148244,1037708
1294,603,11,8,110274,882192
1295,387,12,6,283319,1699914
1296,331,293,7,276447,1935129
1297,828,294,2,142246,284492
1298,708,251,2,291268,582536
1299,345,346,4,274997,1099988
1300,831,255,9,380413,3423717
1301,171,392,6,82477,494862
1302,373,315,5,240916,1204580
1303,207,497,7,283886,1987202
1304,861,255,2,380413,760826
1305,220,436,9,418118,3763062
1306,49,148,5,189077,945385
1307,412,153,10,248245,2482450
1308,640,412,4,410308,1641232
1309,735,381,2,90197,180394
1310,98,433,10,483795,4837950
1311,280,304,6,378192,2269152
1312,821,35,10,312935,3129350
1313,438,272,8,58790,470320
1314,815,108,6,202234,1213404
1315,517,40,5,237460,1187300
1316,444,412,5,410308,2051540
1317,321,340,9,235479,2119311
1318,412,103,7,488151,3417057
1319,528,129,10,284226,2842260
1320,185,233,9,30034,270306
1321,643,452,1,174660,174660
1322,884,361,9,264467,2380203
1323,512,96,10,188560,1885600
1324,275,110,8,168387,1347096
1325,829,480,9,384207,3457863
1326,580,315,7,240916,1686412
1327,535,373,1,200663,200663
1328,474,103,6,488151,2928906
1329,155,76,4,56998,227992
1330,865,383,5,376583,1882915
1331,327,223,7,419911,2939377
1332,650,441,2,243209,486418
1333,274,105,7,301915,2113405
1334,662,422,5,57532,287660
1335,704,83,5,85026,425130
1336,416,308,4,18780,75120
1337,154,123,2,319218,638436
1338,252,99,1,448104,448104
1339,476,409,5,298856,1494280
1340,447,249,9,409488,3685392
1341,207,217,1,468800,468800
1342,140,82,5,353708,1768540
1343,809,15,5,427832,2139160
1344,675,412,5,410308,2051540
1345,660,282,3,21326,63978
1346,740,437,1,496052,496052
1347,57,249,1,409488,409488
1348,322,441,2,243209,486418
1349,888,309,5,250055,1250275
1350,373,33,7,208762,1461334
1351,407,344,2,389932,779864
1352,242,483,3,28744,86232
1353,753,58,10,419179,4191790
1354,535,257,2,27967,55934
1355,794,341,10,248501,2485010
1356,258,477,9,74176,667584
1357,244,255,2,380413,760826
1358,792,308,2,18780,37560
1359,338,414,6,379415,2276490
1360,755,427,10,255320,2553200
1361,434,200,4,237888,951552
1362,110,112,3,468125,1404375
1363,282,90,4,190387,761548
1364,261,226,7,402851,2819957
1365,58,442,10,471228,4712280
1366,384,252,9,440360,3963240
1367,325,359,2,131211,262422
1368,487,280,7,44343,310401
1369,285,350,4,31531,126124
1370,372,451,3,101878,305634
1371,842,244,6,209710,1258260
1372,661,158,1,422506,422506
1373,36,496,10,161428,1614280
1374,708,431,1,346992,346992
1375,260,470,4,37379,149516
1376,317,283,7,23244,162708
1377,832,328,6,315278,1891668
1378,548,351,2,458070,916140
1379,879,444,4,178373,713492
1380,9,227,7,240196,1681372
1381,262,466,7,402069,2814483
1382,843,155,2,458114,916228
1383,305,388,4,317952,1271808
1384,450,108,3,202234,606702
1385,832,324,6,107918,647508
1386,809,393,7,21552,150864
1387,888,18,5,455961,2279805
1388,483,42,8,364493,2915944
1389,862,378,7,426509,2985563
1390,898,171,7,25521,178647
1391,845,471,2,305260,610520
1392,519,83,5,85026,425130
1393,431,34,6,356527,2139162
1394,756,309,9,250055,2250495
1395,712,168,8,267860,2142880
1396,657,15,1,427832,427832
1397,646,329,3,94758,284274
1398,4,228,3,479930,1439790
1399,644,206,4,247053,988212
1400,590,157,6,250849,1505094
1401,162,43,2,36745,73490
1402,731,128,9,97114,874026
1403,868,497,3,283886,851658
1404,812,305,7,421125,2947875
1405,463,481,6,138408,830448
1406,267,245,3,27824,83472
1407,847,89,10,356279,3562790
1408,204,168,5,267860,1339300
1409,377,44,7,104514,731598
1410,898,94,7,86123,602861
1411,230,194,10,271175,2711750
1412,572,11,1,110274,110274
1413,642,332,10,47584,475840
1414,474,118,2,400807,801614
1415,719,102,5,373416,1867080
1416,51,437,3,496052,1488156
1417,440,206,10,247053,2470530
1418,153,308,5,18780,93900
1419,175,46,6,341437,2048622
1420,121,485,10,494990,4949900
1421,446,8,9,388967,3500703
1422,848,396,8,221510,1772080
1423,122,345,8,214042,1712336
1424,196,115,4,237318,949272
1425,295,485,5,494990,2474950
1426,392,383,8,376583,3012664
1427,877,67,7,245146,1716022
1428,221,106,10,41482,414820
1429,745,422,5,57532,287660
1430,429,347,4,172308,689232
1431,812,93,7,189363,1325541
1432,298,75,1,242877,242877
1433,242,500,5,496473,2482365
1434,255,317,8,407538,3260304
1435,701,190,10,117298,1172980
1436,88,332,8,47584,380672
1437,137,6,8,166969,1335752
1438,710,447,6,419589,2517534
1439,731,204,4,478942,1915768
1440,754,197,7,90064,630448
1441,75,306,5,68628,343140
1442,61,49,9,40971,368739
1443,241,27,6,344556,2067336
1444,621,242,6,279456,1676736
1445,727,481,10,138408,1384080
1446,6,384,1,253980,253980
1447,635,130,9,267281,2405529
1448,405,196,5,318129,1590645
1449,136,344,6,389932,2339592
1450,43,496,9,161428,1452852
1451,267,298,3,452126,1356378
1452,505,87,9,430600,3875400
1453,899,477,6,74176,445056
1454,92,240,3,131124,393372
1455,444,163,9,342990,3086910
1456,120,73,5,71160,355800
1457,131,161,1,24717,24717
1458,766,256,5,24390,121950
1459,290,185,7,342375,2396625
1460,628,463,5,119886,599430
1461,530,425,5,7716,38580
1462,169,161,7,24717,173019
1463,783,162,8,441048,3528384
1464,570,487,3,99362,298086
1465,55,437,8,496052,3968416
1466,56,97,3,65232,195696
1467,37,118,3,400807,1202421
1468,168,241,5,103206,516030
1469,447,362,8,154814,1238512
1470,42,60,8,96355,770840
1471,727,227,6,240196,1441176
1472,469,288,8,405076,3240608
1473,867,253,2,369584,739168
1474,127,369,3,43551,130653
1475,209,179,2,153974,307948
1476,185,445,5,344888,1724440
1477,768,428,3,401315,1203945
1478,577,261,5,137809,689045
1479,218,457,10,368210,3682100
1480,539,299,1,95521,95521
1481,185,393,10,21552,215520
1482,253,214,2,148021,296042
1483,694,394,8,105025,840200
1484,27,49,6,40971,245826
1485,404,146,2,283189,566378
1486,109,192,10,86235,862350
1487,158,429,6,154639,927834
1488,472,15,2,427832,855664
1489,465,426,8,218336,1746688
1490,609,322,5,186415,932075
1491,338,337,1,133386,133386
1492,672,497,1,283886,283886
1493,333,319,8,440888,3527104
1494,133,486,10,21638,216380
1495,821,109,1,183727,183727
1496,331,330,5,446728,2233640
1497,762,409,1,298856,298856
1498,617,37,9,442095,3978855
1499,409,196,2,318129,636258
1500,246,131,3,42788,128364
1501,92,495,7,442686,3098802
1502,167,11,4,110274,441096
1503,292,199,7,220408,1542856
1504,124,332,3,47584,142752
1505,821,153,8,248245,1985960
1506,702,222,5,493020,2465100
1507,368,309,3,250055,750165
1508,853,341,2,248501,497002
1509,205,189,9,195105,1755945
1510,398,251,8,291268,2330144
1511,577,244,5,209710,1048550
1512,93,308,7,18780,131460
1513,831,388,7,317952,2225664
1514,191,189,10,195105,1951050
1515,96,223,7,419911,2939377
1516,350,21,9,12297,110673
1517,693,499,8,86328,690624
1518,508,115,3,237318,711954
1519,86,270,9,46380,417420
1520,448,149,8,128872,1030976
1521,308,41,8,453502,3628016
1522,701,77,3,452108,1356324
1523,862,463,5,119886,599430
1524,438,128,9,97114,874026
1525,49,152,10,97875,978750
1526,47,283,2,23244,46488
1527,523,263,2,458927,917854
1528,97,218,7,222525,1557675
1529,833,238,10,381724,3817240
1530,261,130,6,267281,1603686
1531,788,300,2,51027,102054
1532,117,258,1,469409,469409
1533,184,380,8,176948,1415584
1534,864,403,3,291404,874212
1535,86,202,1,127684,127684
1536,322,214,5,148021,740105
1537,776,301,8,355140,2841120
1538,639,344,8,389932,3119456
1539,350,414,5,379415,1897075
1540,217,495,3,442686,1328058
1541,765,95,2,122568,245136
1542,893,310,5,325837,1629185
1543,445,345,2,214042,428084
1544,6,274,1,238788,238788
1545,14,203,2,167250,334500
1546,472,88,8,312476,2499808
1547,890,355,7,266234,1863638
1548,744,337,10,133386,1333860
1549,634,250,5,74945,374725
1550,370,417,10,110941,1109410
1551,824,354,7,104527,731689
1552,129,155,2,458114,916228
1553,196,70,1,262042,262042
1554,713,58,1,419179,419179
1555,880,497,4,283886,1135544
1556,493,14,4,484224,1936896
1557,666,333,3,346379,1039137
1558,863,124,7,112176,785232
1559,196,321,9,174167,1567503
1560,789,45,5,53063,265315
1561,486,238,3,381724,1145172
1562,120,217,1,468800,468800
1563,757,86,3,395379,1186137
1564,497,360,8,30510,244080
1565,881,242,1,279456,279456
1566,249,231,10,63293,632930
1567,584,104,5,8201,41005
1568,53,425,7,7716,54012
1569,106,171,1,25521,25521
1570,426,323,7,448512,3139584
1571,755,435,8,494644,3957152
1572,749,297,10,109951,1099510
1573,38,284,5,128729,643645
1574,498,250,7,74945,524615
1575,743,263,10,458927,4589270
1576,238,314,8,70707,565656
1577,541,366,1,28720,28720
1578,591,10,7,396895,2778265
1579,66,162,9,441048,3969432
1580,485,138,7,425123,2975861
1581,638,60,8,96355,770840
1582,460,481,6,138408,830448
1583,22,358,7,211172,1478204
1584,744,83,5,85026,425130
1585,353,99,8,448104,3584832
1586,520,225,4,369942,1479768
1587,702,113,10,87528,875280
1588,874,174,10,208117,2081170
1589,135,432,8,285573,2284584
1590,741,453,5,141726,708630
1591,427,365,7,405480,2838360
1592,816,427,6,255320,1531920
1593,637,242,3,279456,838368
1594,708,107,5,53107,265535
1595,684,384,2,253980,507960
1596,178,248,3,185775,557325
1597,621,103,3,488151,1464453
1598,813,252,2,440360,880720
1599,311,213,8,154455,1235640
1600,571,121,4,281265,1125060
1601,368,25,1,252189,252189
1602,366,452,5,174660,873300
1603,179,347,3,172308,516924
1604,33,424,9,362140,3259260
1605,346,414,2,379415,758830
1606,633,221,2,122722,245444
1607,576,117,2,222151,444302
1608,265,115,8,237318,1898544
1609,788,175,6,360937,2165622
1610,274,24,9,61804,556236
1611,874,459,3,165854,497562
1612,619,354,9,104527,940743
1613,724,343,2,456666,913332
1614,819,26,8,484857,3878856
1615,109,235,2,37929,75858
1616,625,401,10,280501,2805010
1617,844,401,2,280501,561002
1618,520,288,1,405076,405076
1619,646,54,3,73153,219459
1620,371,61,4,71457,285828
1621,726,81,5,168865,844325
1622,511,227,9,240196,2161764
1623,158,376,2,267184,534368
1624,343,332,6,47584,285504
1625,126,420,3,132117,396351
1626,450,435,4,494644,1978576
1627,788,497,7,283886,1987202
1628,252,394,1,105025,105025
1629,350,428,8,401315,3210520
1630,176,147,9,479964,4319676
1631,382,44,5,104514,522570
1632,370,367,7,303991,2127937
1633,156,323,4,448512,1794048
1634,432,386,9,223387,2010483
1635,142,404,4,324855,1299420
1636,424,411,7,474636,3322452
1637,470,471,7,305260,2136820
1638,814,488,9,406514,3658626
1639,31,350,6,31531,189186
1640,789,227,3,240196,720588
1641,72,6,9,166969,1502721
1642,323,44,6,104514,627084
1643,445,206,3,247053,741159
1644,778,32,7,55956,391692
1645,589,19,3,448413,1345239
1646,303,30,9,78283,704547
1647,698,215,7,440707,3084949
1648,895,359,9,131211,1180899
1649,353,156,6,84145,504870
1650,541,5,5,334382,1671910
1651,718,313,3,436666,1309998
1652,660,207,8,412961,3303688
1653,640,106,9,41482,373338
1654,668,404,10,324855,3248550
1655,832,227,6,240196,1441176
1656,795,401,7,280501,1963507
1657,87,102,5,373416,1867080
1658,343,19,9,448413,4035717
1659,533,200,3,237888,713664
1660,219,277,5,386060,1930300
1661,566,48,9,132700,1194300
1662,349,160,9,167743,1509687
1663,24,388,3,317952,953856
1664,607,15,9,427832,3850488
1665,853,133,4,487954,1951816
1666,744,397,5,220155,1100775
1667,114,217,9,468800,4219200
1668,862,375,1,109363,109363
1669,643,191,5,105666,528330
1670,127,260,6,432507,2595042
1671,460,25,2,252189,504378
1672,755,153,10,248245,2482450
1673,348,3,8,119821,958568
1674,580,121,10,281265,2812650
1675,865,366,9,28720,258480
1676,359,305,4,421125,1684500
1677,683,154,5,362110,1810550
1678,689,402,10,95797,957970
1679,533,72,7,323923,2267461
1680,108,378,4,426509,1706036
1681,597,168,9,267860,2410740
1682,466,99,6,448104,2688624
1683,729,51,3,177259,531777
1684,84,218,7,222525,1557675
1685,436,48,1,132700,132700
1686,488,455,3,177818,533454
1687,80,110,8,168387,1347096
1688,413,190,9,117298,1055682
1689,532,302,9,293356,2640204
1690,893,399,7,375029,2625203
1691,511,136,10,156789,1567890
1692,451,326,7,327137,2289959
1693,750,353,8,431496,3451968
1694,844,499,7,86328,604296
1695,518,84,3,40197,120591
1696,729,66,8,327493,2619944
1697,722,235,3,37929,113787
1698,121,263,9,458927,4130343
1699,467,356,4,266493,1065972
1700,765,243,1,280806,280806
1701,379,81,9,168865,1519785
1702,617,472,2,91264,182528
1703,113,437,7,496052,3472364
1704,586,62,6,280820,1684920
1705,536,149,1,128872,128872
1706,381,79,2,221957,443914
1707,311,157,6,250849,1505094
1708,29,151,8,320830,2566640
1709,146,406,3,122895,368685
1710,432,402,10,95797,957970
1711,291,25,5,252189,1260945
1712,839,111,3,412285,1236855
1713,3,379,8,83087,664696
1714,358,63,9,254690,2292210
1715,428,35,1,312935,312935
1716,318,247,10,192220,1922200
1717,346,290,8,169828,1358624
1718,487,401,7,280501,1963507
1719,136,428,10,401315,4013150
1720,517,391,3,94397,283191
1721,780,326,8,327137,2617096
1722,153,231,8,63293,506344
1723,92,444,6,178373,1070238
1724,681,410,10,155884,1558840
1725,397,320,7,164448,1151136
1726,348,120,7,153502,1074514
1727,687,277,1,386060,386060
1728,754,456,8,142129,1137032
1729,887,143,2,461405,922810
1730,586,85,1,53879,53879
1731,575,323,5,448512,2242560
1732,660,331,2,437661,875322
1733,198,287,2,199492,398984
1734,555,490,10,460931,4609310
1735,584,296,1,325799,325799
1736,769,268,4,197595,790380
1737,20,244,9,209710,1887390
1738,185,62,9,280820,2527380
1739,282,493,1,67197,67197
1740,252,403,4,291404,1165616
1741,455,425,10,7716,77160
1742,622,44,9,104514,940626
1743,604,165,7,247594,1733158
1744,883,24,8,61804,494432
1745,349,479,1,297970,297970
1746,425,224,3,25081,75243
1747,325,13,9,440406,3963654
1748,94,196,5,318129,1590645
1749,555,59,2,313728,627456
1750,148,87,5,430600,2153000
1751,787,94,5,86123,430615
1752,315,46,3,341437,1024311
1753,695,488,7,406514,2845598
1754,630,87,1,430600,430600
1755,186,493,6,67197,403182
1756,306,14,1,484224,484224
1757,328,200,2,237888,475776
1758,332,73,7,71160,498120
1759,848,133,7,487954,3415678
1760,54,461,2,366910,733820
1761,771,104,4,8201,32804
1762,243,306,10,68628,686280
1763,771,253,9,369584,3326256
1764,118,259,7,494355,3460485
1765,326,138,1,425123,425123
1766,417,238,9,381724,3435516
1767,30,34,8,356527,2852216
1768,20,209,4,425090,1700360
1769,601,138,9,425123,3826107
1770,253,346,2,274997,549994
1771,668,391,9,94397,849573
1772,312,403,3,291404,874212
1773,457,291,7,135868,951076
1774,209,43,9,36745,330705
1775,383,401,3,280501,841503
1776,801,277,3,386060,1158180
1777,434,126,9,156753,1410777
1778,463,493,9,67197,604773
1779,833,22,1,243438,243438
1780,297,238,10,381724,3817240
1781,1,335,3,266115,798345
1782,280,31,8,164574,1316592
1783,860,307,5,129117,645585
1784,360,349,7,134980,944860
1785,600,432,4,285573,1142292
1786,289,431,9,346992,3122928
1787,757,24,3,61804,185412
1788,72,274,10,238788,2387880
1789,405,154,2,362110,724220
1790,851,358,2,211172,422344
1791,287,72,9,323923,2915307
1792,216,450,7,50475,353325
1793,822,313,9,436666,3929994
1794,651,163,6,342990,2057940
1795,280,134,8,306863,2454904
1796,350,126,6,156753,940518
1797,614,108,8,202234,1617872
1798,709,169,1,241203,241203
1799,624,69,1,228490,228490
1800,10,244,1,209710,209710
1801,424,345,3,214042,642126
1802,781,285,8,194871,1558968
1803,84,202,9,127684,1149156
1804,552,404,2,324855,649710
1805,689,16,8,426649,3413192
1806,833,64,6,274084,1644504
1807,367,193,10,447723,4477230
1808,860,199,3,220408,661224
1809,128,394,1,105025,105025
1810,198,237,6,336326,2017956
1811,227,228,1,479930,479930
1812,777,381,1,90197,90197
1813,197,144,6,121167,727002
1814,641,47,10,31517,315170
1815,240,156,4,84145,336580
1816,38,253,6,369584,2217504
1817,721,144,8,121167,969336
1818,215,362,10,154814,1548140
1819,841,4,4,330525,1322100
1820,114,327,7,268493,1879451
1821,583,446,5,12384,61920
1822,175,257,8,27967,223736
1823,676,283,4,23244,92976
1824,689,379,10,83087,830870
1825,579,350,10,31531,315310
1826,603,90,2,190387,380774
1827,131,66,2,327493,654986
1828,877,133,10,487954,4879540
1829,747,117,9,222151,1999359
1830,197,401,5,280501,1402505
1831,710,435,1,494644,494644
1832,630,348,9,69236,623124
1833,465,130,9,267281,2405529
1834,657,2,7,323276,2262932
1835,875,345,1,214042,214042
1836,443,481,6,138408,830448
1837,281,433,7,483795,3386565
1838,478,63,9,254690,2292210
1839,530,254,6,430458,2582748
1840,739,389,1,348718,348718
1841,285,115,1,237318,237318
1842,546,471,7,305260,2136820
1843,6,230,6,292731,1756386
1844,343,201,4,399469,1597876
1845,828,42,10,364493,3644930
1846,707,13,4,440406,1761624
1847,256,217,2,468800,937600
1848,338,101,3,20179,60537
1849,642,160,2,167743,335486
1850,29,321,2,174167,348334
1851,828,246,7,200717,1405019
1852,817,13,10,440406,4404060
1853,861,321,6,174167,1045002
1854,111,129,4,284226,1136904
1855,349,243,4,280806,1123224
1856,842,427,1,255320,255320
1857,814,171,9,25521,229689
1858,795,122,2,28811,57622
1859,450,308,10,18780,187800
1860,641,392,2,82477,164954
1861,128,229,10,139177,1391770
1862,35,44,1,104514,104514
1863,869,194,6,271175,1627050
