id_pedido,id_cliente,estado,fecha_pedido
873,161,Completado,2023-03-11
874,765,Cancelado,2024-02-12
875,817,Cancelado,2024-05-06
876,650,Completado,2023-06-02
877,694,Cancelado,2024-05-05
878,12,Completado,2023-03-05
879,43,Completado,2023-10-21
880,611,Cancelado,2023-10-03
881,561,Completado,2023-06-06
882,216,Cancelado,2023-04-19
883,423,Completado,2023-03-24
884,189,Completado,2023-11-12
885,855,Cancelado,2023-04-10
886,118,Completado,2023-12-10
887,819,Completado,2024-03-11
888,770,Cancelado,2023-11-27
889,563,Completado,2023-05-29
890,688,Completado,2023-05-09
891,101,Completado,2024-01-07
892,595,Cancelado,2024-05-02
893,339,Cancelado,2023-03-07
894,688,Completado,2023-02-21
895,292,Completado,2024-04-05
896,199,Cancelado,2023-09-06
897,462,Cancelado,2023-11-12
898,676,Cancelado,2023-12-22
899,599,Completado,2023-10-17
900,581,Cancelado,2024-02-18
