id_cliente,nombre_cliente,segmento,region,ciudad
597,Cliente_597,Retail,Centro,Santiago
598,Cliente_598,Retail,Sur,Temuco
599,Cliente_599,Empresa,Centro,Valparaiso
600,Cliente_600,Retail,Norte,Arica
601,Cliente_601,Empresa,Sur,PuertoMontt
602,Cliente_602,Retail,Norte,Arica
603,Cliente_603,Empresa,Sur,PuertoMontt
604,Cliente_604,Empresa,Sur,PuertoMontt
605,Cliente_605,Empresa,Sur,Temuco
606,Cliente_606,Empresa,Norte,Iquique
607,Cliente_607,Retail,Norte,Arica
608,Cliente_608,Empresa,Sur,Concepcion
609,Cliente_609,Retail,Norte,Iquique
610,Cliente_610,Empresa,Norte,Iquique
611,Cliente_611,Retail,Centro,Santiago
612,Cliente_612,Empresa,Sur,Concepcion
613,Cliente_613,Retail,Sur,Concepcion
614,Cliente_614,Retail,Norte,Iquique
615,Cliente_615,Retail,Sur,Concepcion
616,Cliente_616,Retail,Centro,Valparaiso
617,Cliente_617,Empresa,Norte,Arica
618,Cliente_618,Empresa,Centro,Santiago
619,Cliente_619,Empresa,Centro,Santiago
620,Cliente_620,Retail,Sur,Temuco
621,Cliente_621,Retail,Sur,Temuco
622,Cliente_622,Empresa,Sur,PuertoMontt
623,Cliente_623,Retail,Sur,Temuco
624,Cliente_624,Retail,Sur,Concepcion
625,Cliente_625,Retail,Centro,Santiago
626,Cliente_626,Empresa,Norte,Iquique
627,Cliente_627,Retail,Centro,Rancagua
628,Cliente_628,Empresa,Norte,Arica
629,Cliente_629,Empresa,Centro,Valparaiso
630,Cliente_630,Retail,Centro,Rancagua
631,Cliente_631,Retail,Centro,Valparaiso
632,Cliente_632,Empresa,Sur,Temuco
633,Cliente_633,Empresa,Norte,Iquique
634,Cliente_634,Retail,Norte,Antofagasta
635,Cliente_635,Retail,Centro,Santiago
636,Cliente_636,Retail,Norte,Arica
637,Cliente_637,Retail,Sur,PuertoMontt
638,Cliente_638,Retail,Norte,Antofagasta
639,Cliente_639,Retail,Norte,Arica
640,Cliente_640,Retail,Centro,Santiago
641,Cliente_641,Empresa,Centro,Santiago
642,Cliente_642,Empresa,Sur,Concepcion
643,Cliente_643,Retail,Sur,Concepcion
644,Cliente_644,Empresa,Norte,Iquique
645,Cliente_645,Empresa,Sur,Temuco
646,Cliente_646,Retail,Centro,Valparaiso
647,Cliente_647,Empresa,Sur,PuertoMontt
648,Cliente_648,Retail,Norte,Antofagasta
649,Cliente_649,Retail,Norte,Antofagasta
650,Cliente_650,Retail,Norte,Arica
651,Cliente_651,Empresa,Norte,Arica
652,Cliente_652,Retail,Sur,Temuco
653,Cliente_653,Retail,Norte,Iquique
654,Cliente_654,Empresa,Sur,PuertoMontt
655,Cliente_655,Retail,Centro,Rancagua
656,Cliente_656,Empresa,Centro,Santiago
657,Cliente_657,Empresa,Sur,Concepcion
658,Cliente_658,Empresa,Centro,Rancagua
659,Cliente_659,Retail,Centro,Valparaiso
660,Cliente_660,Empresa,Sur,Temuco
661,Cliente_661,Empresa,Norte,Arica
662,Cliente_662,Empresa,Norte,Iquique
663,Cliente_663,Retail,Centro,Rancagua
664,Cliente_664,Retail,Norte,Antofagasta
665,Cliente_665,Retail,Norte,Arica
666,Cliente_666,Empresa,Sur,Temuco
667,Cliente_667,Empresa,Centro,Santiago
668,Cliente_668,Empresa,Centro,Rancagua
669,Cliente_669,Retail,Centro,Valparaiso
670,Cliente_670,Empresa,Norte,Antofagasta
671,Cliente_671,Empresa,Norte,Iquique
672,Cliente_672,Retail,Sur,PuertoMontt
673,Cliente_673,Empresa,Centro,Rancagua
674,Cliente_674,Empresa,Norte,Iquique
675,Cliente_675,Retail,Sur,Concepcion
676,Cliente_676,Retail,Sur,PuertoMontt
677,Cliente_677,Empresa,Sur,Temuco
678,Cliente_678,Empresa,Centro,Valparaiso
679,Cliente_679,Retail,Sur,PuertoMontt
680,Cliente_680,Retail,Centro,Valparaiso
681,Cliente_681,Retail,Norte,Antofagasta
682,Cliente_682,Retail,Norte,Arica
683,Cliente_683,Empresa,Centro,Valparaiso
684,Cliente_684,Retail,Sur,Concepcion
685,Cliente_685,Empresa,Norte,Iquique
686,Cliente_686,Empresa,Norte,Antofagasta
687,Cliente_687,Empresa,Sur,Temuco
688,Cliente_688,Retail,Norte,Antofagasta
689,Cliente_689,Retail,Norte,Iquique
690,Cliente_690,Empresa,Centro,Valparaiso
691,Cliente_691,Retail,Sur,PuertoMontt
692,Cliente_692,Empresa,Centro,Santiago
693,Cliente_693,Empresa,Sur,Concepcion
694,Cliente_694,Empresa,Norte,Antofagasta
695,Cliente_695,Empresa,Norte,Arica
696,Cliente_696,Retail,Centro,Rancagua
697,Cliente_697,Retail,Centro,Valparaiso
698,Cliente_698,Empresa,Centro,Rancagua
699,Cliente_699,Empresa,Sur,Concepcion
700,Cliente_700,Empresa,Norte,Antofagasta
701,Cliente_701,Empresa,Centro,Valparaiso
702,Cliente_702,Retail,Norte,Iquique
703,Cliente_703,Retail,Norte,Arica
704,Cliente_704,Retail,Norte,Arica
705,Cliente_705,Empresa,Norte,Antofagasta
706,Cliente_706,Retail,Sur,PuertoMontt
707,Cliente_707,Retail,Sur,Temuco
708,Cliente_708,Retail,Centro,Valparaiso
709,Cliente_709,Empresa,Sur,Concepcion
710,Cliente_710,Empresa,Centro,Valparaiso
711,Cliente_711,Empresa,Norte,Iquique
712,Cliente_712,Retail,Sur,Concepcion
713,Cliente_713,Retail,Sur,Temuco
714,Cliente_714,Empresa,Centro,Santiago
715,Cliente_715,Empresa,Sur,Concepcion
716,Cliente_716,Retail,Sur,Temuco
717,Cliente_717,Retail,Centro,Rancagua
718,Cliente_718,Retail,Centro,Valparaiso
719,Cliente_719,Retail,Centro,Valparaiso
720,Cliente_720,Retail,Centro,Santiago
721,Cliente_721,Retail,Sur,Temuco
722,Cliente_722,Retail,Centro,Santiago
723,Cliente_723,Retail,Norte,Iquique
724,Cliente_724,Empresa,Sur,Concepcion
725,Cliente_725,Empresa,Centro,Valparaiso
726,Cliente_726,Empresa,Norte,Iquique
727,Cliente_727,Retail,Norte,Arica
728,Cliente_728,Empresa,Centro,Rancagua
729,Cliente_729,Retail,Centro,Rancagua
730,Cliente_730,Empresa,Norte,Iquique
731,Cliente_731,Empresa,Norte,Arica
732,Cliente_732,Empresa,Sur,Concepcion
733,Cliente_733,Empresa,Centro,Rancagua
734,Cliente_734,Retail,Sur,Concepcion
735,Cliente_735,Empresa,Norte,Iquique
736,Cliente_736,Retail,Sur,Concepcion
737,Cliente_737,Retail,Norte,Antofagasta
738,Cliente_738,Retail,Sur,PuertoMontt
739,Cliente_739,Retail,Sur,Concepcion
740,Cliente_740,Empresa,Norte,Antofagasta
741,Cliente_741,Retail,Norte,Antofagasta
742,Cliente_742,Retail,Norte,Arica
743,Cliente_743,Empresa,Sur,PuertoMontt
744,Cliente_744,Empresa,Centro,Rancagua
745,Cliente_745,Retail,Sur,PuertoMontt
746,Cliente_746,Retail,Sur,Concepcion
747,Cliente_747,Empresa,Centro,Valparaiso
748,Cliente_748,Empresa,Sur,Temuco
749,Cliente_749,Empresa,Norte,Arica
750,Cliente_750,Retail,Sur,Temuco
751,Cliente_751,Retail,Sur,PuertoMontt
752,Cliente_752,Empresa,Sur,PuertoMontt
753,Cliente_753,Retail,Sur,PuertoMontt
754,Cliente_754,Empresa,Norte,Iquique
755,Cliente_755,Empresa,Centro,Valparaiso
756,Cliente_756,Retail,Sur,Concepcion
757,Cliente_757,Empresa,Sur,Concepcion
758,Cliente_758,Empresa,Sur,PuertoMontt
759,Cliente_759,Retail,Sur,Concepcion
760,Cliente_760,Empresa,Norte,Arica
761,Cliente_761,Empresa,Centro,Rancagua
762,Cliente_762,Retail,Norte,Arica
763,Cliente_763,Empresa,Sur,Concepcion
764,Cliente_764,Retail,Norte,Antofagasta
765,Cliente_765,Empresa,Sur,Concepcion
766,Cliente_766,Empresa,Norte,Arica
767,Cliente_767,Retail,Norte,Antofagasta
768,Cliente_768,Empresa,Norte,Arica
769,Cliente_769,Empresa,Centro,Valparaiso
770,Cliente_770,Retail,Centro,Valparaiso
771,Cliente_771,Retail,Sur,Concepcion
772,Cliente_772,Empresa,Norte,Arica
773,Cliente_773,Retail,Norte,Iquique
774,Cliente_774,Empresa,Norte,Iquique
775,Cliente_775,Retail,Sur,Temuco
776,Cliente_776,Empresa,Sur,Temuco
777,Cliente_777,Retail,Sur,Concepcion
778,Cliente_778,Retail,Norte,Antofagasta
779,Cliente_779,Retail,Norte,Antofagasta
780,Cliente_780,Empresa,Norte,Arica
781,Cliente_781,Retail,Centro,Santiago
782,Cliente_782,Retail,Sur,Concepcion
783,Cliente_783,Empresa,Centro,Santiago
784,Cliente_784,Retail,Sur,Concepcion
785,Cliente_785,Retail,Sur,Concepcion
786,Cliente_786,Empresa,Centro,Valparaiso
787,Cliente_787,Retail,Centro,Santiago
788,Cliente_788,Retail,Sur,Concepcion
789,Cliente_789,Empresa,Norte,Arica
790,Cliente_790,Empresa,Sur,Concepcion
791,Cliente_791,Retail,Sur,Concepcion
792,Cliente_792,Empresa,Sur,Concepcion
793,Cliente_793,Empresa,Centro,Rancagua
794,Cliente_794,Retail,Norte,Antofagasta
795,Cliente_795,Empresa,Centro,Santiago
796,Cliente_796,Empresa,Centro,Rancagua
797,Cliente_797,Empresa,Sur,PuertoMontt
798,Cliente_798,Empresa,Sur,PuertoMontt
799,Cliente_799,Retail,Norte,Antofagasta
800,Cliente_800,Retail,Centro,Valparaiso
801,Cliente_801,Empresa,Centro,Valparaiso
802,Cliente_802,Empresa,Centro,Valparaiso
803,Cliente_803,Retail,Centro,Rancagua
804,Cliente_804,Empresa,Norte,Arica
805,Cliente_805,Empresa,Sur,Temuco
806,Cliente_806,Retail,Sur,Concepcion
807,Cliente_807,Empresa,Centro,Rancagua
808,Cliente_808,Empresa,Sur,PuertoMontt
809,Cliente_809,Retail,Centro,Santiago
810,Cliente_810,Retail,Norte,Arica
811,Cliente_811,Retail,Norte,Antofagasta
812,Cliente_812,Retail,Centro,Rancagua
813,Cliente_813,Empresa,Sur,PuertoMontt
814,Cliente_814,Empresa,Centro,Rancagua
815,Cliente_815,Retail,Centro,Valparaiso
816,Cliente_816,Empresa,Norte,Iquique
817,Cliente_817,Empresa,Sur,Concepcion
818,Cliente_818,Empresa,Norte,Arica
819,Cliente_819,Retail,Norte,Iquique
820,Cliente_820,Retail,Centro,Rancagua
821,Cliente_821,Empresa,Centro,Valparaiso
822,Cliente_822,Retail,Sur,Concepcion
823,Cliente_823,Empresa,Norte,Arica
824,Cliente_824,Retail,Norte,Arica
825,Cliente_825,Empresa,Centro,Valparaiso
826,Cliente_826,Retail,Centro,Valparaiso
827,Cliente_827,Empresa,Norte,Arica
828,Cliente_828,Empresa,Sur,Temuco
829,Cliente_829,Empresa,Norte,Antofagasta
830,Cliente_830,Retail,Centro,Rancagua
831,Cliente_831,Empresa,Sur,PuertoMontt
832,Cliente_832,Retail,Sur,Concepcion
833,Cliente_833,Empresa,Centro,Santiago
834,Cliente_834,Empresa,Centro,Valparaiso
835,Cliente_835,Empresa,Centro,Rancagua
836,Cliente_836,Retail,Sur,Concepcion
837,Cliente_837,Empresa,Centro,Rancagua
838,Cliente_838,Retail,Centro,Valparaiso
839,Cliente_839,Empresa,Norte,Iquique
840,Cliente_840,Retail,Centro,Valparaiso
841,Cliente_841,Empresa,Norte,Iquique
842,Cliente_842,Empresa,Norte,Arica
843,Cliente_843,Retail,Centro,Santiago
844,Cliente_844,Retail,Centro,Rancagua
845,Cliente_845,Empresa,Sur,Temuco
846,Cliente_846,Empresa,Norte,Arica
847,Cliente_847,Empresa,Centro,Rancagua
848,Cliente_848,Empresa,Sur,PuertoMontt
849,Cliente_849,Retail,Norte,Iquique
850,Cliente_850,Retail,Centro,Santiago
851,Cliente_851,Retail,Norte,Iquique
852,Cliente_852,Empresa,Centro,Rancagua
853,Cliente_853,Retail,Norte,Antofagasta
854,Cliente_854,Empresa,Sur,Concepcion
855,Cliente_855,Empresa,Centro,Santiago
856,Cliente_856,Empresa,Norte,Antofagasta
857,Cliente_857,Retail,Sur,Concepcion
858,Cliente_858,Retail,Norte,Iquique
859,Cliente_859,Empresa,Centro,Santiago
860,Cliente_860,Retail,Sur,Temuco
861,Cliente_861,Retail,Sur,PuertoMontt
862,Cliente_862,Retail,Sur,PuertoMontt
863,Cliente_863,Retail,Sur,Concepcion
864,Cliente_864,Retail,Norte,Iquique
865,Cliente_865,Empresa,Sur,PuertoMontt
866,Cliente_866,Empresa,Norte,Arica
867,Cliente_867,Empresa,Sur,Temuco
868,Cliente_868,Empresa,Sur,Concepcion
869,Cliente_869,Empresa,Sur,PuertoMontt
870,Cliente_870,Empresa,Centro,Santiago
871,Cliente_871,Empresa,Norte,Iquique
872,Cliente_872,Retail,Sur,PuertoMontt
873,Cliente_873,Retail,Centro,Valparaiso
874,Cliente_874,Retail,Norte,Antofagasta
875,Cliente_875,Empresa,Sur,PuertoMontt
876,Cliente_876,Retail,Sur,Temuco
877,Cliente_877,Empresa,Centro,Rancagua
878,Cliente_878,Retail,Centro,Rancagua
879,Cliente_879,Retail,Centro,Santiago
880,Cliente_880,Retail,Norte,Antofagasta
881,Cliente_881,Empresa,Norte,Iquique
882,Cliente_882,Empresa,Centro,Rancagua
883,Cliente_883,Empresa,Sur,Temuco
884,Cliente_884,Retail,Centro,Valparaiso
885,Cliente_885,Empresa,Centro,Valparaiso
886,Cliente_886,Retail,Norte,Antofagasta
887,Cliente_887,Retail,Norte,Antofagasta
888,Cliente_888,Empresa,Norte,Antofagasta
889,Cliente_889,Empresa,Norte,Antofagasta
890,Cliente_890,Retail,Norte,Antofagasta
891,Cliente_891,Retail,Sur,PuertoMontt
892,Cliente_892,Empresa,Centro,Valparaiso
893,Cliente_893,Retail,Norte,Antofagasta
894,Cliente_894,Empresa,Centro,Santiago
895,Cliente_895,Retail,Sur,Concepcion
896,Cliente_896,Empresa,Sur,Temuco
897,Cliente_897,Retail,Norte,Arica
898,Cliente_898,Empresa,Centro,Valparaiso
899,Cliente_899,Retail,Centro,Santiago
900,Cliente_900,Empresa,Sur,Temuco
901,Cliente_901,Empresa,Norte,Arica
902,Cliente_902,Retail,Norte,Arica
903,Cliente_903,Retail,Norte,Arica
904,Cliente_904,Empresa,Sur,Concepcion
905,Cliente_905,Empresa,Norte,Iquique
906,Cliente_906,Retail,Centro,Valparaiso
907,Cliente_907,Retail,Norte,Antofagasta
908,Cliente_908,Retail,Norte,Arica
909,Cliente_909,Retail,Sur,Temuco
910,Cliente_910,Empresa,Centro,Santiago
911,Cliente_911,Empresa,Norte,Arica
912,Cliente_912,Empresa,Sur,Temuco
913,Cliente_913,Empresa,Norte,Antofagasta
914,Cliente_914,Retail,Norte,Iquique
915,Cliente_915,Empresa,Norte,Antofagasta
916,Cliente_916,Empresa,Norte,Iquique
917,Cliente_917,Empresa,Sur,PuertoMontt
918,Cliente_918,Retail,Norte,Iquique
919,Cliente_919,Empresa,Centro,Valparaiso
920,Cliente_920,Retail,Sur,Concepcion
921,Cliente_921,Retail,Sur,Temuco
922,Cliente_922,Empresa,Centro,Rancagua
923,Cliente_923,Empresa,Sur,Concepcion
924,Cliente_924,Empresa,Norte,Arica
925,Cliente_925,Empresa,Sur,Temuco
926,Cliente_926,Empresa,Norte,Antofagasta
927,Cliente_927,Retail,Sur,Temuco
928,Cliente_928,Retail,Centro,Rancagua
929,Cliente_929,Retail,Centro,Valparaiso
930,Cliente_930,Retail,Sur,Concepcion
931,Cliente_931,Retail,Norte,Arica
932,Cliente_932,Retail,Sur,PuertoMontt
933,Cliente_933,Retail,Norte,Arica
934,Cliente_934,Empresa,Sur,PuertoMontt
935,Cliente_935,Empresa,Centro,Rancagua
936,Cliente_936,Retail,Centro,Valparaiso
937,Cliente_937,Retail,Centro,Rancagua
938,Cliente_938,Retail,Norte,Arica
939,Cliente_939,Retail,Sur,PuertoMontt
940,Cliente_940,Retail,Centro,Rancagua
941,Cliente_941,Empresa,Centro,Santiago
942,Cliente_942,Empresa,Sur,Concepcion
943,Cliente_943,Retail,Norte,Iquique
944,Cliente_944,Empresa,Norte,Arica
945,Cliente_945,Empresa,Sur,Concepcion
946,Cliente_946,Empresa,Norte,Antofagasta
947,Cliente_947,Retail,Sur,Concepcion
948,Cliente_948,Retail,Norte,Arica
949,Cliente_949,Retail,Sur,PuertoMontt
950,Cliente_950,Retail,Sur,PuertoMontt
951,Cliente_951,Retail,Centro,Valparaiso
952,Cliente_952,Empresa,Norte,Iquique
953,Cliente_953,Retail,Norte,Antofagasta
954,Cliente_954,Retail,Sur,Temuco
955,Cliente_955,Retail,Sur,Temuco
956,Cliente_956,Retail,Centro,Rancagua
957,Cliente_957,Empresa,Sur,Concepcion
958,Cliente_958,Retail,Centro,Valparaiso
959,Cliente_959,Retail,Sur,PuertoMontt
960,Cliente_960,Retail,Norte,Arica
961,Cliente_961,Retail,Sur,Temuco
962,Cliente_962,Empresa,Centro,Valparaiso
963,Cliente_963,Empresa,Norte,Iquique
964,Cliente_964,Empresa,Norte,Iquique
965,Cliente_965,Empresa,Sur,PuertoMontt
966,Cliente_966,Empresa,Sur,Concepcion
967,Cliente_967,Empresa,Norte,Antofagasta
968,Cliente_968,Empresa,Centro,Santiago
969,Cliente_969,Empresa,Sur,PuertoMontt
970,Cliente_970,Retail,Norte,Iquique
971,Cliente_971,Retail,Norte,Antofagasta
972,Cliente_972,Empresa,Norte,Antofagasta
973,Cliente_973,Empresa,Sur,Concepcion
974,Cliente_974,Retail,Norte,Antofagasta
975,Cliente_975,Empresa,Norte,Iquique
976,Cliente_976,Empresa,Sur,PuertoMontt
977,Cliente_977,Empresa,Norte,Iquique
978,Cliente_978,Retail,Centro,Rancagua
979,Cliente_979,Retail,Sur,Temuco
980,Cliente_980,Empresa,Norte,Iquique
981,Cliente_981,Retail,Sur,PuertoMontt
982,Cliente_982,Empresa,Sur,PuertoMontt
983,Cliente_983,Empresa,Centro,Rancagua
984,Cliente_984,Retail,Centro,Valparaiso
985,Cliente_985,Retail,Centro,Valparaiso
986,Cliente_986,Retail,Centro,Rancagua
987,Cliente_987,Retail,Norte,Arica
988,Cliente_988,Retail,Norte,Antofagasta
989,Cliente_989,Empresa,Norte,Iquique
990,Cliente_990,Empresa,Sur,Temuco
991,Cliente_991,Empresa,Sur,Concepcion
992,Cliente_992,Retail,Centro,Santiago
993,Cliente_993,Retail,Centro,Valparaiso
994,Cliente_994,Retail,Centro,Santiago
995,Cliente_995,Empresa,Centro,Valparaiso
996,Cliente_996,Retail,Sur,Concepcion
997,Cliente_997,Empresa,Sur,Temuco
998,Cliente_998,Empresa,Centro,Santiago
999,Cliente_999,Empresa,Norte,Arica
1000,Cliente_1000,Retail,Sur,Temuco
1001,Cliente_1001,Retail,Sur,Temuco
1002,Cliente_1002,Empresa,Centro,Santiago
1003,Cliente_1003,Retail,Sur,Temuco
1004,Cliente_1004,Retail,Sur,Temuco
1005,Cliente_1005,Empresa,Sur,Temuco
1006,Cliente_1006,Empresa,Centro,Valparaiso
1007,Cliente_1007,Empresa,Sur,PuertoMontt
1008,Cliente_1008,Retail,Sur,Concepcion
1009,Cliente_1009,Retail,Centro,Santiago
1010,Cliente_1010,Retail,Sur,Temuco
1011,Cliente_1011,Retail,Centro,Valparaiso
1012,Cliente_1012,Empresa,Sur,PuertoMontt
1013,Cliente_1013,Empresa,Centro,Valparaiso
1014,Cliente_1014,Empresa,Centro,Rancagua
1015,Cliente_1015,Retail,Norte,Antofagasta
1016,Cliente_1016,Retail,Centro,Valparaiso
1017,Cliente_1017,Empresa,Sur,Temuco
1018,Cliente_1018,Retail,Sur,Concepcion
1019,Cliente_1019,Empresa,Norte,Iquique
1020,Cliente_1020,Empresa,Norte,Antofagasta
1021,Cliente_1021,Empresa,Norte,Arica
1022,Cliente_1022,Empresa,Norte,Iquique
1023,Cliente_1023,Empresa,Norte,Antofagasta
1024,Cliente_1024,Retail,Centro,Valparaiso
1025,Cliente_1025,Retail,Centro,Rancagua
1026,Cliente_1026,Empresa,Norte,Arica
1027,Cliente_1027,Empresa,Norte,Arica
1028,Cliente_1028,Retail,Sur,PuertoMontt
1029,Cliente_1029,Empresa,Sur,PuertoMontt
1030,Cliente_1030,Empresa,Sur,Temuco
1031,Cliente_1031,Retail,Norte,Antofagasta
1032,Cliente_1032,Retail,Sur,PuertoMontt
1033,Cliente_1033,Retail,Sur,Concepcion
1034,Cliente_1034,Retail,Norte,Iquique
1035,Cliente_1035,Empresa,Norte,Antofagasta
1036,Cliente_1036,Empresa,Sur,PuertoMontt
1037,Cliente_1037,Retail,Sur,Temuco
1038,Cliente_1038,Empresa,Centro,Valparaiso
1039,Cliente_1039,Retail,Sur,PuertoMontt
1040,Cliente_1040,Retail,Norte,Antofagasta
1041,Cliente_1041,Retail,Sur,Concepcion
1042,Cliente_1042,Empresa,Centro,Santiago
1043,Cliente_1043,Retail,Norte,Arica
1044,Cliente_1044,Empresa,Sur,Temuco
1045,Cliente_1045,Empresa,Norte,Arica
1046,Cliente_1046,Empresa,Centro,Santiago
1047,Cliente_1047,Empresa,Sur,Temuco
1048,Cliente_1048,Empresa,Norte,Arica
1049,Cliente_1049,Retail,Norte,Antofagasta
1050,Cliente_1050,Empresa,Sur,PuertoMontt
1051,Cliente_1051,Retail,Sur,Temuco
1052,Cliente_1052,Empresa,Centro,Rancagua
1053,Cliente_1053,Empresa,Norte,Arica
1054,Cliente_1054,Retail,Norte,Antofagasta
1055,Cliente_1055,Empresa,Norte,Iquique
1056,Cliente_1056,Empresa,Sur,PuertoMontt
1057,Cliente_1057,Retail,Centro,Santiago
1058,Cliente_1058,Empresa,Norte,Arica
1059,Cliente_1059,Empresa,Norte,Antofagasta
1060,Cliente_1060,Empresa,Sur,PuertoMontt
1061,Cliente_1061,Empresa,Norte,Arica
1062,Cliente_1062,Empresa,Centro,Valparaiso
1063,Cliente_1063,Empresa,Norte,Arica
1064,Cliente_1064,Empresa,Sur,PuertoMontt
1065,Cliente_1065,Retail,Sur,PuertoMontt
1066,Cliente_1066,Empresa,Centro,Rancagua
1067,Cliente_1067,Empresa,Sur,PuertoMontt
1068,Cliente_1068,Empresa,Norte,Antofagasta
1069,Cliente_1069,Empresa,Sur,PuertoMontt
1070,Cliente_1070,Empresa,Norte,Iquique
1071,Cliente_1071,Retail,Centro,Rancagua
1072,Cliente_1072,Retail,Centro,Valparaiso
1073,Cliente_1073,Retail,Centro,Rancagua
1074,Cliente_1074,Retail,Norte,Iquique
1075,Cliente_1075,Empresa,Sur,Concepcion
1076,Cliente_1076,Retail,Norte,Antofagasta
1077,Cliente_1077,Retail,Norte,Antofagasta
1078,Cliente_1078,Empresa,Norte,Arica
1079,Cliente_1079,Retail,Sur,Concepcion
1080,Cliente_1080,Empresa,Norte,Iquique
1081,Cliente_1081,Empresa,Sur,Concepcion
1082,Cliente_1082,Retail,Centro,Santiago
1083,Cliente_1083,Empresa,Norte,Arica
1084,Cliente_1084,Empresa,Sur,Temuco
1085,Cliente_1085,Empresa,Norte,Iquique
1086,Cliente_1086,Empresa,Sur,Concepcion
1087,Cliente_1087,Retail,Norte,Iquique
1088,Cliente_1088,Empresa,Sur,PuertoMontt
1089,Cliente_1089,Retail,Sur,Concepcion
1090,Cliente_1090,Empresa,Centro,Valparaiso
1091,Cliente_1091,Empresa,Norte,Antofagasta
1092,Cliente_1092,Retail,Norte,Iquique
1093,Cliente_1093,Empresa,Norte,Antofagasta
1094,Cliente_1094,Empresa,Sur,PuertoMontt
1095,Cliente_1095,Retail,Sur,PuertoMontt
1096,Cliente_1096,Empresa,Centro,Valparaiso
1097,Cliente_1097,Retail,Sur,Temuco
1098,Cliente_1098,Empresa,Norte,Iquique
1099,Cliente_1099,Empresa,Centro,Santiago
1100,Cliente_1100,Empresa,Norte,Arica
1101,Cliente_1101,Empresa,Centro,Rancagua
1102,Cliente_1102,Empresa,Sur,Temuco
1103,Cliente_1103,Empresa,Norte,Iquique
1104,Cliente_1104,Empresa,Centro,Valparaiso
1105,Cliente_1105,Retail,Sur,Temuco
1106,Cliente_1106,Empresa,Centro,Santiago
1107,Cliente_1107,Retail,Sur,Temuco
1108,Cliente_1108,Empresa,Norte,Arica
1109,Cliente_1109,Empresa,Sur,Temuco
1110,Cliente_1110,Empresa,Centro,Valparaiso
1111,Cliente_1111,Empresa,Norte,Antofagasta
1112,Cliente_1112,Retail,Norte,Arica
1113,Cliente_1113,Empresa,Norte,Arica
1114,Cliente_1114,Empresa,Norte,Antofagasta
1115,Cliente_1115,Retail,Centro,Valparaiso
1116,Cliente_1116,Empresa,Sur,PuertoMontt
1117,Cliente_1117,Empresa,Centro,Valparaiso
1118,Cliente_1118,Empresa,Norte,Antofagasta
1119,Cliente_1119,Retail,Centro,Valparaiso
1120,Cliente_1120,Retail,Norte,Iquique
1121,Cliente_1121,Empresa,Sur,Concepcion
1122,Cliente_1122,Retail,Norte,Antofagasta
1123,Cliente_1123,Empresa,Sur,PuertoMontt
1124,Cliente_1124,Empresa,Norte,Antofagasta
1125,Cliente_1125,Empresa,Norte,Iquique
1126,Cliente_1126,Empresa,Norte,Antofagasta
1127,Cliente_1127,Retail,Sur,Temuco
1128,Cliente_1128,Empresa,Sur,PuertoMontt
1129,Cliente_1129,Retail,Centro,Rancagua
1130,Cliente_1130,Empresa,Sur,Concepcion
1131,Cliente_1131,Empresa,Norte,Arica
1132,Cliente_1132,Empresa,Sur,Concepcion
1133,Cliente_1133,Retail,Norte,Iquique
1134,Cliente_1134,Retail,Norte,Antofagasta
1135,Cliente_1135,Retail,Norte,Arica
1136,Cliente_1136,Retail,Centro,Santiago
1137,Cliente_1137,Empresa,Norte,Iquique
1138,Cliente_1138,Empresa,Sur,Temuco
1139,Cliente_1139,Retail,Sur,Temuco
1140,Cliente_1140,Retail,Norte,Iquique
1141,Cliente_1141,Empresa,Norte,Iquique
1142,Cliente_1142,Retail,Norte,Antofagasta
1143,Cliente_1143,Empresa,Sur,Concepcion
1144,Cliente_1144,Retail,Centro,Valparaiso
1145,Cliente_1145,Retail,Norte,Arica
1146,Cliente_1146,Empresa,Norte,Iquique
1147,Cliente_1147,Empresa,Centro,Valparaiso
1148,Cliente_1148,Empresa,Centro,Valparaiso
1149,Cliente_1149,Retail,Norte,Arica
1150,Cliente_1150,Retail,Centro,Rancagua
1151,Cliente_1151,Empresa,Centro,Santiago
1152,Cliente_1152,Empresa,Sur,Temuco
1153,Cliente_1153,Retail,Centro,Valparaiso
1154,Cliente_1154,Retail,Centro,Rancagua
1155,Cliente_1155,Empresa,Sur,PuertoMontt
1156,Cliente_1156,Retail,Norte,Iquique
1157,Cliente_1157,Empresa,Centro,Valparaiso
1158,Cliente_1158,Empresa,Norte,Antofagasta
1159,Cliente_1159,Retail,Sur,PuertoMontt
1160,Cliente_1160,Empresa,Norte,Arica
1161,Cliente_1161,Empresa,Norte,Antofagasta
1162,Cliente_1162,Empresa,Centro,Santiago
1163,Cliente_1163,Empresa,Centro,Rancagua
1164,Cliente_1164,Retail,Centro,Santiago
1165,Cliente_1165,Empresa,Norte,Antofagasta
1166,Cliente_1166,Retail,Sur,PuertoMontt
1167,Cliente_1167,Retail,Norte,Iquique
1168,Cliente_1168,Retail,Centro,Santiago
1169,Cliente_1169,Empresa,Centro,Valparaiso
1170,Cliente_1170,Retail,Norte,Arica
1171,Cliente_1171,Retail,Sur,PuertoMontt
1172,Cliente_1172,Empresa,Sur,PuertoMontt
1173,Cliente_1173,Empresa,Centro,Valparaiso
1174,Cliente_1174,Retail,Sur,Temuco
1175,Cliente_1175,Retail,Sur,Concepcion
1176,Cliente_1176,Empresa,Sur,PuertoMontt
