fecha,region,ciudad,latitud,longitud,eventos,poblacion
2023-12-07,Sur,PuertoMontt,-41.468135717496125,-72.92972704258025,57,245902
2023-11-29,Centro,Valparaiso,-33.0468524661557,-71.60977270269922,59,296655
2023-09-19,Sur,Concepcion,-36.81275693828907,-73.04756364065734,51,223574
2024-05-01,Sur,Temuco,-38.73787108152197,-72.58540620771973,66,282415
2023-03-26,Sur,Concepcion,-36.82212803530328,-73.03891639536128,42,223574
2024-02-17,Centro,Valparaiso,-33.03451111339042,-71.60735815411938,53,296655
2023-12-16,Norte,Iquique,-20.216943921055734,-70.13530287038725,43,191468
2024-04-29,Centro,Santiago,-33.45989195139327,-70.67164717491733,1099,5614000
2023-04-29,Centro,Rancagua,-34.165201753671425,-70.74414664438456,54,232211
2024-11-15,Norte,Arica,-18.47580386934561,-70.30708938961627,45,247552
2023-01-29,Sur,PuertoMontt,-41.46619210976939,-72.92905673081805,53,245902
2024-12-18,Norte,Antofagasta,-23.6660608873218,-70.39921963259224,78,425725
2023-09-30,Norte,Antofagasta,-23.664824822257483,-70.39186833446085,104,425725
2024-09-10,Centro,Rancagua,-34.17037015473016,-70.7578227523616,39,232211
2024-05-28,Norte,Arica,-18.47305139475907,-70.32461500096501,42,247552
2024-12-13,Centro,Santiago,-33.45193297532669,-70.65047970910904,1119,5614000
2024-03-16,Centro,Santiago,-33.45952563324742,-70.65714632867474,1180,5614000
2024-08-22,Centro,Santiago,-33.460462442999955,-70.65846230061429,1110,5614000
2024-02-01,Centro,Valparaiso,-33.0491709174305,-71.60718373126348,63,296655
2023-06-16,Sur,Temuco,-38.72677998912334,-72.60011037638331,46,282415
2023-07-10,Sur,Concepcion,-36.821552490364844,-73.0460357334354,29,223574
2023-04-18,Sur,PuertoMontt,-41.4715928824653,-72.92657406850134,51,245902
2023-03-27,Sur,PuertoMontt,-41.48623076253917,-72.92764264888366,56,245902
2023-09-14,Sur,Temuco,-38.72774484756417,-72.58030052416025,51,282415
2023-02-03,Sur,PuertoMontt,-41.48321230242422,-72.93148970193909,53,245902
2024-11-03,Norte,Antofagasta,-23.665795548780476,-70.40887206293276,97,425725
2024-02-02,Norte,Iquique,-20.230832393681005,-70.13820784538524,41,191468
2023-11-24,Centro,Valparaiso,-33.033560438336494,-71.61232831623883,61,296655
2023-05-14,Centro,Rancagua,-34.17355022343132,-70.74823760265701,44,232211
2023-04-19,Sur,Concepcion,-36.81566037678895,-73.03194289428303,54,223574
2024-10-04,Centro,Rancagua,-34.17043296032273,-70.74337938813747,46,232211
2023-07-28,Centro,Valparaiso,-33.0630564145331,-71.61217417948076,55,296655
2024-02-05,Centro,Rancagua,-34.186356033111444,-70.75938243397512,52,232211
2024-11-25,Norte,Antofagasta,-23.648839381651637,-70.41732264355677,93,425725
2024-01-05,Norte,Antofagasta,-23.631972546765635,-70.39209619866024,81,425725
2023-02-14,Norte,Antofagasta,-23.652925318632654,-70.4013761516024,85,425725
2024-07-30,Norte,Antofagasta,-23.64265535877404,-70.39830132403706,92,425725
2024-04-14,Sur,Concepcion,-36.83006681767313,-73.05428570133998,47,223574
2023-05-15,Centro,Santiago,-33.45235315642812,-70.68234473391189,1160,5614000
2023-03-29,Norte,Iquique,-20.223430923045,-70.13016702291002,35,191468
2024-08-27,Norte,Iquique,-20.22256537912512,-70.1274236368916,49,191468
2024-08-17,Sur,Concepcion,-36.81580158259175,-73.08183791229065,47,223574
2024-06-12,Norte,Iquique,-20.231996333519447,-70.12351333560628,46,191468
2024-03-12,Norte,Antofagasta,-23.652888178939506,-70.41086223405723,84,425725
2024-07-09,Norte,Antofagasta,-23.646072692341974,-70.4204753952419,83,425725
2024-04-12,Norte,Antofagasta,-23.64772334927722,-70.41717039270159,81,425725
2023-09-08,Centro,Valparaiso,-33.041652288055836,-71.60140152578495,52,296655
2023-12-19,Norte,Arica,-18.474575906246965,-70.31003296079005,68,247552
2024-03-16,Sur,Temuco,-38.738136888360415,-72.60019528467383,53,282415
2024-08-03,Sur,PuertoMontt,-41.46505160339026,-72.92716325930611,52,245902
2023-03-19,Centro,Valparaiso,-33.04666338008717,-71.60929384063311,52,296655
2023-12-29,Norte,Antofagasta,-23.65906122479213,-70.39985536346572,104,425725
2024-11-19,Centro,Santiago,-33.453818915717854,-70.67958705972342,1108,5614000
2023-12-12,Sur,Concepcion,-36.817815500311355,-73.05372157777299,43,223574
2024-09-17,Norte,Antofagasta,-23.63044194769646,-70.42113217799572,84,425725
2024-04-24,Centro,Santiago,-33.45304111839057,-70.65312171063725,1196,5614000
2024-01-19,Sur,Concepcion,-36.81989080358984,-73.05116947366041,36,223574
2023-09-27,Sur,PuertoMontt,-41.48622479202841,-72.94592974738538,48,245902
2023-05-17,Norte,Arica,-18.46887723832317,-70.3209436315111,54,247552
2024-06-08,Norte,Iquique,-20.227367919603605,-70.14577495536331,45,191468
2023-05-13,Centro,Rancagua,-34.17570248365444,-70.73269780251235,53,232211
2023-10-20,Norte,Iquique,-20.218085111452513,-70.15672682993117,36,191468
2024-05-27,Norte,Arica,-18.4748125571726,-70.31021758505217,61,247552
2023-03-05,Norte,Iquique,-20.23224100432018,-70.12916968360992,45,191468
2023-12-28,Norte,Antofagasta,-23.64923615242654,-70.38832325559984,84,425725
2024-02-10,Norte,Antofagasta,-23.632790366257545,-70.40668238302624,80,425725
2023-08-21,Norte,Arica,-18.491437178381446,-70.31023294308635,45,247552
2023-04-11,Centro,Santiago,-33.45452984303045,-70.65507246789537,1055,5614000
2024-05-09,Centro,Santiago,-33.43680423181109,-70.66957549967445,1152,5614000
2024-12-17,Centro,Santiago,-33.45840442732178,-70.6832389490973,1144,5614000
2023-05-07,Centro,Santiago,-33.45455545919656,-70.67943070113647,1130,5614000
2024-06-02,Sur,PuertoMontt,-41.48910256391467,-72.93320957865895,45,245902
2023-09-13,Sur,Concepcion,-36.82980101111752,-73.04360865239536,61,223574
2023-08-27,Norte,Antofagasta,-23.648536823205873,-70.39294354979214,96,425725
2023-05-14,Centro,Santiago,-33.447327176485125,-70.66486871344809,1142,5614000
2023-04-27,Centro,Valparaiso,-33.05006434643117,-71.5998876976313,62,296655
2024-12-12,Sur,PuertoMontt,-41.46738114397939,-72.91841744391546,42,245902
2023-11-13,Norte,Arica,-18.47428514095369,-70.32353380547009,46,247552
2023-08-06,Centro,Rancagua,-34.15925374995718,-70.72772780233107,47,232211
2024-02-06,Centro,Valparaiso,-33.04947338157314,-71.60492743657171,67,296655
2023-01-13,Centro,Rancagua,-34.16927890674556,-70.73947900521199,46,232211
2024-01-18,Centro,Santiago,-33.43869524599108,-70.65152435104649,1093,5614000
2024-03-23,Norte,Antofagasta,-23.65585921493522,-70.40278262608375,82,425725
2023-01-03,Sur,PuertoMontt,-41.476517684548135,-72.92369900823122,53,245902
2024-12-14,Norte,Antofagasta,-23.658832958667837,-70.40597297859374,81,425725
2024-12-04,Sur,PuertoMontt,-41.48027998720885,-72.92248748143744,45,245902
2023-11-04,Norte,Arica,-18.46475429179013,-70.31420914364041,42,247552
2023-04-11,Sur,Concepcion,-36.82296963134573,-73.05976099341548,39,223574
2024-02-13,Norte,Iquique,-20.224655269435353,-70.13740806429269,44,191468
2024-01-09,Centro,Rancagua,-34.16703677546816,-70.74049576770818,45,232211
2023-12-12,Sur,Temuco,-38.740217658730685,-72.6094134933264,41,282415
2024-10-21,Sur,Concepcion,-36.82952592623714,-73.03866628501608,45,223574
2024-01-26,Norte,Antofagasta,-23.66614709307981,-70.41442408436733,71,425725
2023-05-04,Norte,Antofagasta,-23.652478567648195,-70.39850422378818,79,425725
2023-09-25,Sur,Concepcion,-36.836599683893255,-73.0473747153633,49,223574
2024-03-13,Norte,Antofagasta,-23.64802313947135,-70.39577810414225,79,425725
2023-06-17,Centro,Rancagua,-34.16241610010237,-70.74647523080318,59,232211
2023-11-01,Sur,PuertoMontt,-41.44887675245037,-72.93242169942582,71,245902
2023-05-19,Norte,Arica,-18.464917140523642,-70.32477391921186,39,247552
2024-12-12,Centro,Valparaiso,-33.057769360344324,-71.60394528967186,65,296655
2024-07-25,Norte,Arica,-18.457054598565726,-70.31897620415539,45,247552
2024-05-29,Norte,Arica,-18.45610789164437,-70.31314304288193,38,247552
2024-07-10,Norte,Arica,-18.478833716088374,-70.31674851242309,49,247552
2023-11-24,Norte,Arica,-18.47164455913913,-70.31994877702067,47,247552
2024-09-14,Centro,Santiago,-33.455762343009894,-70.66647516328766,1112,5614000
2023-02-03,Norte,Antofagasta,-23.655917778711036,-70.39245078709662,96,425725
2023-03-04,Sur,Temuco,-38.72507791788521,-72.61151892053377,66,282415
2024-01-18,Norte,Antofagasta,-23.644698458210865,-70.40354837831997,83,425725
2024-06-18,Sur,Concepcion,-36.81262729571875,-73.03128906834503,43,223574
2024-07-05,Centro,Santiago,-33.458002560763404,-70.671074598843,1099,5614000
2024-01-08,Norte,Arica,-18.470684417027144,-70.32166018239822,59,247552
2023-12-17,Centro,Valparaiso,-33.05131191749993,-71.60835924753133,61,296655
2023-07-06,Centro,Valparaiso,-33.05043181722672,-71.59867546970263,57,296655
2023-12-12,Norte,Arica,-18.47900792179702,-70.31050312067953,44,247552
2024-04-04,Centro,Valparaiso,-33.05884691156743,-71.63143184008612,60,296655
2024-05-31,Norte,Antofagasta,-23.659979882192676,-70.4167626856955,89,425725
2024-11-26,Centro,Valparaiso,-33.035141645804934,-71.60675219949356,56,296655
2023-05-28,Sur,Temuco,-38.748002472989214,-72.57229064031868,42,282415
2024-05-13,Sur,Concepcion,-36.85429141461959,-73.04182563072841,41,223574
2023-10-16,Norte,Iquique,-20.228713370362193,-70.132030457431,36,191468
2023-02-09,Sur,PuertoMontt,-41.47941358235873,-72.96402172958065,44,245902
2024-07-27,Sur,PuertoMontt,-41.48651518484421,-72.93659144167283,50,245902
2023-02-07,Sur,PuertoMontt,-41.477918364858695,-72.93833501127823,47,245902
2023-12-30,Norte,Iquique,-20.231046818275193,-70.15222758400334,36,191468
2023-11-16,Sur,Concepcion,-36.842856481951685,-73.05377767631381,48,223574
2024-07-16,Centro,Valparaiso,-33.02605098391321,-71.61641102394253,55,296655
2023-01-29,Centro,Rancagua,-34.17934204264663,-70.7391809064123,43,232211
2023-05-25,Sur,PuertoMontt,-41.5000584557641,-72.94074333631025,52,245902
2023-08-11,Sur,Temuco,-38.736736808477524,-72.57027826331517,71,282415
2023-11-19,Centro,Valparaiso,-33.05821639444123,-71.62020254553,51,296655
2024-06-15,Centro,Valparaiso,-33.05375681107616,-71.59926647242789,49,296655
2024-07-23,Sur,PuertoMontt,-41.47478170715201,-72.91894664218398,49,245902
2024-04-20,Centro,Santiago,-33.46170573843982,-70.65298522740164,1116,5614000
2023-08-14,Sur,PuertoMontt,-41.47844677384541,-72.93035798269042,43,245902
2024-09-28,Centro,Valparaiso,-33.05355360042384,-71.60467491386898,57,296655
2024-03-03,Norte,Arica,-18.46811368388193,-70.30815846519819,48,247552
2023-12-23,Sur,Concepcion,-36.822597997921214,-73.0678448710542,53,223574
2024-10-19,Norte,Antofagasta,-23.643983274493785,-70.39460777284845,77,425725
2023-07-16,Norte,Arica,-18.497843727035747,-70.32611076861978,33,247552
2024-05-23,Sur,Temuco,-38.74038258826644,-72.60840059800778,59,282415
2023-03-09,Norte,Iquique,-20.22857127948455,-70.12652221222899,42,191468
2023-07-04,Norte,Iquique,-20.223287701856346,-70.12961458735373,38,191468
2024-02-09,Sur,Concepcion,-36.832921003178534,-73.06680588106465,41,223574
2023-01-29,Sur,Temuco,-38.751606105918995,-72.60311834760203,52,282415
2023-02-02,Sur,Concepcion,-36.80829523759374,-73.04207559447872,38,223574
2024-06-25,Centro,Rancagua,-34.15604973121346,-70.7543655022935,60,232211
2023-12-01,Centro,Rancagua,-34.18551541465218,-70.74845309844196,45,232211
2023-03-19,Norte,Arica,-18.502069390442827,-70.29142565905676,47,247552
2024-08-19,Norte,Arica,-18.48685783635206,-70.30737998713566,39,247552
2023-09-20,Centro,Rancagua,-34.1593182100695,-70.75635303935583,29,232211
2023-10-28,Sur,Temuco,-38.729621337706185,-72.59097861866933,60,282415
2024-07-17,Sur,Concepcion,-36.83388551733469,-73.0463784153392,40,223574
2023-05-31,Centro,Valparaiso,-33.050358052007255,-71.59870391807205,60,296655
2023-06-14,Sur,Temuco,-38.74842230136212,-72.61864859093666,58,282415
2023-09-20,Norte,Arica,-18.46798911013176,-70.30296812452677,40,247552
2023-10-14,Sur,Concepcion,-36.828026880427025,-73.04303483180429,46,223574
2024-08-24,Norte,Antofagasta,-23.658425042632366,-70.39825049973311,77,425725
2024-11-23,Centro,Rancagua,-34.185779220320605,-70.75855704053271,41,232211
2023-03-31,Centro,Valparaiso,-33.06140729979158,-71.6087830582894,61,296655
2024-04-05,Norte,Antofagasta,-23.65251970428565,-70.3987162808559,87,425725
2023-02-02,Norte,Antofagasta,-23.653541507477122,-70.40611673475058,82,425725
2023-10-13,Sur,Concepcion,-36.830625912851175,-73.03686156147644,44,223574
2024-12-31,Sur,Temuco,-38.74524239424297,-72.59504684956123,57,282415
2023-08-11,Sur,Concepcion,-36.83153842266233,-73.07701031502687,58,223574
2024-06-18,Centro,Valparaiso,-33.03212134643523,-71.61412456602515,65,296655
2023-11-01,Norte,Antofagasta,-23.636887030655597,-70.3962783259085,79,425725
2023-11-27,Norte,Antofagasta,-23.64465836039945,-70.4084543144625,69,425725
2024-08-08,Centro,Valparaiso,-33.05265786732195,-71.60880297416192,51,296655
2023-06-18,Centro,Rancagua,-34.18361335718143,-70.73787794060699,42,232211
2023-02-20,Centro,Santiago,-33.45884289912321,-70.67089005569689,1096,5614000
2024-04-30,Sur,Concepcion,-36.83640776660482,-73.03783121878514,53,223574
2024-12-12,Norte,Antofagasta,-23.65893473351907,-70.40468885817998,74,425725
2024-10-07,Sur,PuertoMontt,-41.46202710200809,-72.926616156727,49,245902
2023-11-09,Sur,Temuco,-38.744705733332836,-72.58873794980889,57,282415
2024-04-02,Sur,PuertoMontt,-41.47353027692375,-72.93319858594894,48,245902
2023-02-09,Centro,Valparaiso,-33.05416028652004,-71.61510976365771,57,296655
2023-02-04,Centro,Valparaiso,-33.039837432554414,-71.61753833940121,59,296655
2024-09-18,Centro,Valparaiso,-33.04370796697601,-71.6224713707363,60,296655
2023-11-07,Centro,Rancagua,-34.162850974782344,-70.73772645330739,38,232211
2023-03-01,Sur,PuertoMontt,-41.47499318767943,-72.92340502929318,42,245902
2023-12-17,Norte,Arica,-18.491513150639495,-70.32086523277361,57,247552
2024-02-23,Centro,Rancagua,-34.1543072433535,-70.74551763545928,39,232211
2023-08-23,Centro,Valparaiso,-33.052995322385634,-71.61126829700713,45,296655
2023-07-23,Norte,Iquique,-20.23388245216878,-70.1446641903775,37,191468
2024-08-01,Sur,Concepcion,-36.82623089873431,-73.03485705849505,50,223574
2024-05-04,Sur,PuertoMontt,-41.47977151223973,-72.93247367736782,48,245902
2024-10-23,Centro,Santiago,-33.460743053333054,-70.67403864938134,1157,5614000
2024-12-29,Centro,Valparaiso,-33.06431610704889,-71.60945327703745,44,296655
2024-01-20,Centro,Rancagua,-34.166150235141714,-70.72761864747255,51,232211
2023-05-24,Norte,Arica,-18.472793549026385,-70.30093865831952,52,247552
2024-05-10,Norte,Antofagasta,-23.669681800787647,-70.40705340105721,81,425725
2023-01-22,Sur,Temuco,-38.7452816348014,-72.59657722305268,44,282415
2023-05-06,Norte,Arica,-18.467782997167383,-70.31983816449757,46,247552
2023-11-20,Sur,Concepcion,-36.837775439861026,-73.04390902885443,45,223574
2024-07-24,Norte,Antofagasta,-23.64025428331223,-70.41859724387001,80,425725
2023-03-03,Centro,Rancagua,-34.1760784106888,-70.73326321823096,53,232211
2023-04-14,Centro,Santiago,-33.44745816696714,-70.6767643786866,1056,5614000
2024-03-02,Centro,Rancagua,-34.17394909989316,-70.72541808092117,53,232211
2024-03-01,Norte,Arica,-18.465599290492253,-70.32009800412376,46,247552
2023-07-12,Sur,Concepcion,-36.82923882112544,-73.05159193129644,47,223574
2024-06-04,Centro,Santiago,-33.45904704786397,-70.66755127104366,1117,5614000
2023-11-01,Centro,Valparaiso,-33.0364324262094,-71.62709714571147,62,296655
2023-06-23,Centro,Rancagua,-34.18185573504827,-70.74494159607198,46,232211
2023-12-21,Sur,Concepcion,-36.811665274477015,-73.03076131345445,37,223574
2024-07-30,Centro,Valparaiso,-33.03822268336416,-71.60210729405442,71,296655
2024-11-14,Centro,Rancagua,-34.1688145046028,-70.76316153510504,52,232211
2023-04-20,Norte,Arica,-18.479249194120577,-70.32258130490901,59,247552
2024-06-02,Sur,PuertoMontt,-41.47994564788575,-72.94308073797903,51,245902
2024-06-20,Norte,Arica,-18.488864468869544,-70.2952126442793,56,247552
2023-07-16,Centro,Rancagua,-34.1613953819755,-70.73714121768181,42,232211
2024-08-21,Centro,Rancagua,-34.17331078928536,-70.73902684266078,37,232211
2023-11-18,Norte,Iquique,-20.229641303375605,-70.13653088775784,45,191468
2024-11-01,Norte,Arica,-18.47095187394011,-70.31035593649271,50,247552
2024-10-18,Norte,Antofagasta,-23.663126897415367,-70.39892916602486,83,425725
2024-12-25,Centro,Valparaiso,-33.0410333631968,-71.60197047914822,57,296655
2024-08-02,Centro,Santiago,-33.44415384626442,-70.67530079081952,1075,5614000
2023-06-20,Centro,Valparaiso,-33.03792252935558,-71.60508456098567,61,296655
2023-04-13,Norte,Arica,-18.48517486878134,-70.29520879352923,48,247552
2024-01-07,Sur,PuertoMontt,-41.45869549715533,-72.92905604723049,39,245902
2024-05-28,Centro,Rancagua,-34.179652023068826,-70.7409494853193,52,232211
2023-11-17,Norte,Iquique,-20.247604042298153,-70.1418023998131,45,191468
2024-08-28,Centro,Santiago,-33.445711797862145,-70.67720292359942,1127,5614000
2023-04-16,Centro,Santiago,-33.45769815312017,-70.66546926795742,1133,5614000
2023-02-20,Norte,Iquique,-20.211267289561345,-70.13294743609724,38,191468
2023-05-07,Centro,Rancagua,-34.17768662113678,-70.74451325492055,43,232211
2024-12-24,Centro,Rancagua,-34.1772319391711,-70.73751699639762,47,232211
2024-02-18,Sur,PuertoMontt,-41.477556049663754,-72.92672202511187,53,245902
2024-09-23,Sur,Temuco,-38.747481707648085,-72.57683346165126,46,282415
2023-03-26,Sur,PuertoMontt,-41.49194259852173,-72.92114504765927,61,245902
2023-05-05,Norte,Arica,-18.48797796338636,-70.31320028690133,44,247552
2024-09-05,Sur,Temuco,-38.73660197761394,-72.58149328123275,69,282415
2024-04-24,Sur,Concepcion,-36.82422555833211,-73.0368045154425,36,223574
2024-12-24,Sur,Temuco,-38.74756630125489,-72.58780270002144,62,282415
2023-04-15,Sur,Temuco,-38.741312302555095,-72.59619689821965,46,282415
2024-02-13,Norte,Iquique,-20.22540443776724,-70.13500230465522,39,191468
2023-01-12,Centro,Valparaiso,-33.04166852475759,-71.62281485111909,57,296655
2024-02-17,Norte,Iquique,-20.235120002882685,-70.15212915814554,35,191468
2024-08-14,Centro,Santiago,-33.45354816088736,-70.67698238857804,1164,5614000
2023-05-15,Sur,PuertoMontt,-41.4529656518605,-72.94043415807721,53,245902
2024-01-20,Norte,Arica,-18.472923668512664,-70.31092117269945,49,247552
2023-03-04,Norte,Antofagasta,-23.661551577358377,-70.41448386883638,99,425725
2024-01-30,Sur,Temuco,-38.74041579477127,-72.58481981651241,51,282415
2023-01-24,Sur,Concepcion,-36.8282604171879,-73.04725797628446,46,223574
2024-09-08,Centro,Rancagua,-34.179175725424024,-70.7302523968926,52,232211
2023-04-24,Sur,Concepcion,-36.822485833381315,-73.04942496723619,38,223574
2024-11-05,Sur,Temuco,-38.73735446272888,-72.59478921085444,57,282415
2024-06-24,Centro,Santiago,-33.444659670797996,-70.66141132762611,1178,5614000
2023-06-11,Norte,Arica,-18.47432737765831,-70.30132964309398,51,247552
2024-03-15,Sur,Concepcion,-36.823345172041215,-73.0442953888302,51,223574
2024-08-14,Norte,Antofagasta,-23.64040883403675,-70.39923475211135,88,425725
2024-08-12,Centro,Rancagua,-34.17268691303109,-70.75057485513283,38,232211
2024-01-28,Norte,Antofagasta,-23.6415219238355,-70.40496649139398,97,425725
2024-02-26,Norte,Antofagasta,-23.66508287735572,-70.40788837047256,85,425725
2024-11-12,Norte,Iquique,-20.229059028066352,-70.14607394697057,32,191468
2024-01-04,Centro,Santiago,-33.4454123466878,-70.66020935404016,1122,5614000
2024-03-11,Norte,Iquique,-20.24967683342706,-70.13998019508503,27,191468
2024-08-28,Norte,Antofagasta,-23.659078098069763,-70.40407710065224,94,425725
2024-12-19,Sur,Concepcion,-36.82666584237359,-73.03557790269733,34,223574
2024-07-17,Centro,Rancagua,-34.17379345407198,-70.74637870208927,41,232211
2024-01-08,Norte,Antofagasta,-23.658670439615538,-70.4099106992183,71,425725
2024-09-16,Sur,Temuco,-38.73572425077475,-72.58432001922225,53,282415
2023-08-18,Centro,Valparaiso,-33.053342970634866,-71.61038974324529,67,296655
2024-05-31,Centro,Rancagua,-34.19221399031906,-70.74861450551471,44,232211
2024-03-06,Sur,Temuco,-38.732677820037374,-72.58490922988919,56,282415
2024-09-01,Centro,Rancagua,-34.18869972654614,-70.74481019319217,48,232211
2023-11-13,Sur,Concepcion,-36.83509836159876,-73.05320654519632,59,223574
2024-11-09,Norte,Iquique,-20.24180297401659,-70.1354970503186,35,191468
2023-12-28,Sur,PuertoMontt,-41.46257223810278,-72.9389220844833,51,245902
2023-07-02,Sur,Concepcion,-36.8399837643736,-73.05454798178627,48,223574
2023-02-12,Norte,Arica,-18.479239212634063,-70.31213506023948,52,247552
2023-04-14,Sur,Temuco,-38.726107107533736,-72.58427142007417,57,282415
2024-11-12,Sur,Concepcion,-36.84127712483743,-73.03075816992276,56,223574
2023-08-15,Norte,Arica,-18.483928611529382,-70.31836952265678,47,247552
2023-12-24,Centro,Santiago,-33.445271574142694,-70.66793257245871,1166,5614000
2023-01-21,Centro,Santiago,-33.4457868618818,-70.67427583151043,1114,5614000
2023-09-11,Centro,Santiago,-33.44335729176582,-70.65531484486156,1099,5614000
2023-11-18,Sur,Concepcion,-36.84008664355316,-73.05149477087664,32,223574
2024-04-22,Norte,Arica,-18.468802461800173,-70.31878239779054,60,247552
2024-02-01,Sur,Temuco,-38.73419984924315,-72.5812491827012,57,282415
2023-03-26,Centro,Santiago,-33.437098970592515,-70.65355655874458,1076,5614000
2024-05-27,Centro,Santiago,-33.439646819473694,-70.65417191334757,1074,5614000
2023-07-13,Norte,Iquique,-20.228594979218997,-70.15177612592629,32,191468
2023-06-26,Norte,Arica,-18.479553305661295,-70.32182627974248,47,247552
2024-10-01,Sur,Temuco,-38.72992117483359,-72.58763794684353,48,282415
2024-06-02,Norte,Iquique,-20.247815196751905,-70.130802788109,34,191468
2024-02-08,Sur,Concepcion,-36.828424560107116,-73.05274568395491,38,223574
2024-05-01,Centro,Rancagua,-34.17695965382636,-70.73519964602102,32,232211
2023-03-29,Norte,Iquique,-20.240642826955803,-70.14394136549201,33,191468
2024-01-28,Norte,Antofagasta,-23.640320246555287,-70.38599377603965,88,425725
2023-06-06,Centro,Santiago,-33.44611300812856,-70.6749698672051,1132,5614000
2023-04-19,Sur,Concepcion,-36.809718059187055,-73.06636800724557,35,223574
2024-05-05,Centro,Valparaiso,-33.03624409484549,-71.60009988363696,56,296655
2024-07-08,Sur,Temuco,-38.75916174408199,-72.58391689346952,45,282415
2023-09-16,Sur,Concepcion,-36.81629465041697,-73.06218436528627,50,223574
2023-10-14,Norte,Arica,-18.47098410514243,-70.29516452851458,51,247552
2024-02-17,Centro,Santiago,-33.448439376874845,-70.67310474101654,1102,5614000
2024-10-12,Sur,Temuco,-38.72177614049392,-72.59399843545187,49,282415
2023-10-18,Sur,Temuco,-38.73201867869089,-72.59568562351572,65,282415
2024-12-01,Centro,Rancagua,-34.14459963421932,-70.74406230766068,43,232211
2023-04-19,Sur,Temuco,-38.73086620929203,-72.58434613162817,56,282415
2023-11-01,Centro,Santiago,-33.45698702046546,-70.66773425489605,1158,5614000
2023-11-11,Norte,Iquique,-20.220561795723107,-70.13017027539564,49,191468
2024-06-22,Sur,PuertoMontt,-41.48391891845435,-72.94327480171033,50,245902
2024-04-27,Norte,Antofagasta,-23.648819957163088,-70.3864036922752,89,425725
2024-09-10,Centro,Valparaiso,-33.055649691011915,-71.63032892327632,53,296655
2023-07-24,Centro,Santiago,-33.45023597060696,-70.66567108453347,1144,5614000
2024-07-19,Sur,Concepcion,-36.83009437578913,-73.0353272640981,43,223574
2023-08-10,Sur,Concepcion,-36.8277249870517,-73.04820902560118,43,223574
2023-08-26,Norte,Iquique,-20.2362348863389,-70.1556163656315,35,191468
2023-01-30,Norte,Iquique,-20.21317973535545,-70.1453226544315,40,191468
2023-06-23,Centro,Rancagua,-34.18068829370345,-70.74536899526163,51,232211
2023-02-20,Centro,Rancagua,-34.16689113799431,-70.73200034474085,53,232211
2024-02-12,Centro,Rancagua,-34.17649972677551,-70.756976865505,50,232211
2023-08-02,Centro,Rancagua,-34.17876566634742,-70.74570932975841,46,232211
2023-09-09,Centro,Santiago,-33.46053965590482,-70.66913066280976,1143,5614000
2024-03-29,Norte,Antofagasta,-23.646666194018106,-70.3950799960503,82,425725
2024-05-25,Sur,Concepcion,-36.82529014941758,-73.04345526886506,49,223574
2023-10-11,Norte,Antofagasta,-23.643179108423713,-70.41228763637814,95,425725
2023-07-09,Sur,PuertoMontt,-41.46472813666108,-72.93538033900624,32,245902
2023-09-07,Norte,Antofagasta,-23.650732977264102,-70.40478072016968,109,425725
2023-03-01,Norte,Antofagasta,-23.646403780070212,-70.39072887821432,111,425725
2023-03-11,Centro,Rancagua,-34.17364586546528,-70.72566402334729,53,232211
2023-08-16,Centro,Santiago,-33.43136430146246,-70.65619814755213,1130,5614000
2023-04-16,Sur,Temuco,-38.74157844897828,-72.59086804519265,60,282415
2023-09-23,Centro,Valparaiso,-33.04222209618397,-71.61307929013384,64,296655
2024-04-16,Centro,Santiago,-33.446390313599075,-70.66220163321482,1129,5614000
2023-06-10,Centro,Rancagua,-34.166009352563634,-70.74229793080222,47,232211
2024-05-03,Centro,Rancagua,-34.159172908432105,-70.74453691880278,50,232211
2023-11-10,Sur,Concepcion,-36.81635579205267,-73.02835378021665,41,223574
2024-01-25,Sur,Concepcion,-36.83417682604091,-73.04981122030647,46,223574
2023-08-16,Sur,Concepcion,-36.81721814400091,-73.03918399765291,47,223574
2024-05-14,Centro,Rancagua,-34.1563623371304,-70.72756437335383,63,232211
2024-09-05,Sur,Temuco,-38.74332023904457,-72.60479966262889,39,282415
2024-01-22,Norte,Iquique,-20.215819303226326,-70.1349383101046,35,191468
2023-07-07,Sur,PuertoMontt,-41.482312231281725,-72.93807434086655,45,245902
2024-09-10,Sur,Temuco,-38.71784720303634,-72.58811332334075,62,282415
2023-03-24,Norte,Antofagasta,-23.64260945855055,-70.39395266362371,79,425725
2024-08-28,Norte,Arica,-18.47824053189777,-70.30990871680909,49,247552
2024-03-28,Norte,Iquique,-20.229424560755348,-70.14191863215612,46,191468
2023-11-04,Norte,Iquique,-20.23913652679087,-70.16494451953982,44,191468
2024-08-16,Centro,Valparaiso,-33.052781594648835,-71.61421147102428,49,296655
2024-06-04,Sur,Concepcion,-36.832322684189144,-73.06515679740764,43,223574
2024-06-21,Centro,Valparaiso,-33.04651355418792,-71.61118217682169,70,296655
2024-11-29,Centro,Valparaiso,-33.03224664356709,-71.62688571571617,46,296655
2023-11-04,Norte,Arica,-18.471180236868733,-70.30431994488576,62,247552
2023-12-01,Norte,Arica,-18.491349739790735,-70.31151304607259,60,247552
2023-03-18,Centro,Valparaiso,-33.05202763888413,-71.61947842052525,52,296655
2023-12-21,Centro,Santiago,-33.45289047080888,-70.67423181403903,1106,5614000
