fecha,categoria,region,ventas,beneficio
2023-11-21,Hogar,Norte,110125,34578
2022-07-20,Vestuario,Sur,67270,23102
2022-03-10,Electrodomesticos,Sur,202489,40240
2023-10-25,Vestuario,Sur,42757,11973
2022-11-17,Deportes,Norte,62076,15667
2024-10-22,Vestuario,Sur,44908,19733
2022-05-19,Tecnologia,Norte,116685,29388
2023-02-04,Tecnologia,Sur,326810,81596
2022-04-20,Tecnologia,Centro,280365,67954
2023-04-05,Deportes,Centro,83998,29555
2022-01-15,Electrodomesticos,Centro,164720,32021
2024-05-17,Hogar,Sur,109154,34572
2023-08-20,Hogar,Norte,87949,28628
2023-08-11,Tecnologia,Norte,146614,34473
2024-09-17,Electrodomesticos,Norte,123925,24978
2023-06-12,Tecnologia,Norte,277425,75998
2022-05-01,Deportes,Norte,79844,23273
2024-08-24,Tecnologia,Centro,187387,38091
2023-09-27,Hogar,Centro,122325,36961
2022-10-13,Vestuario,Norte,82990,36777
2024-08-07,Electrodomesticos,Norte,182357,35805
2024-04-07,Tecnologia,Centro,259077,67423
2023-03-08,Vestuario,Centro,27213,9278
2023-01-15,Vestuario,Norte,52691,19430
2024-11-03,Tecnologia,Sur,185074,47258
2023-04-12,Vestuario,Centro,42051,15581
2022-01-12,Deportes,Sur,35265,12786
2024-12-18,Vestuario,Sur,37034,14240
2024-04-24,Hogar,Centro,181631,56397
2022-09-14,Electrodomesticos,Sur,140038,26919
2022-03-11,Hogar,Norte,91987,19109
2024-01-27,Electrodomesticos,Centro,135433,29837
2024-02-26,Tecnologia,Centro,59161,15579
2024-12-12,Deportes,Sur,70712,25928
2024-05-03,Vestuario,Sur,70327,32142
2024-09-14,Tecnologia,Sur,117126,36141
2023-12-30,Electrodomesticos,Centro,213967,42154
2024-08-20,Vestuario,Sur,65341,26114
2022-08-24,Deportes,Centro,97399,23871
2023-01-14,Tecnologia,Sur,291177,77137
2024-05-16,Hogar,Centro,101584,29027
2023-07-07,Hogar,Sur,104114,32618
2024-09-12,Hogar,Centro,126060,42337
2022-11-26,Tecnologia,Centro,145171,36379
2023-01-20,Tecnologia,Centro,232455,67229
2024-11-13,Hogar,Norte,102362,28520
2024-01-16,Vestuario,Sur,39663,14006
2022-12-19,Vestuario,Norte,57339,20250
2022-02-01,Vestuario,Centro,58646,20940
2024-08-31,Tecnologia,Centro,198806,46235
2023-11-12,Vestuario,Sur,68925,31070
2022-11-24,Hogar,Sur,111239,32021
2023-11-05,Hogar,Sur,83407,25046
2022-07-07,Tecnologia,Centro,225261,50387
2024-11-15,Vestuario,Norte,25405,10522
2022-10-05,Hogar,Centro,163408,49046
2023-05-08,Electrodomesticos,Norte,157660,35984
2024-07-11,Tecnologia,Sur,252069,63200
2024-12-31,Vestuario,Sur,33112,11565
2024-06-02,Electrodomesticos,Sur,232351,43359
2022-02-14,Electrodomesticos,Sur,190251,30339
2024-07-04,Vestuario,Centro,49128,15329
2022-12-08,Electrodomesticos,Centro,198436,40066
2023-04-15,Electrodomesticos,Centro,250365,40761
2023-03-04,Hogar,Centro,88026,29907
2023-04-01,Hogar,Norte,114519,31413
2023-06-18,Electrodomesticos,Centro,195484,41914
2022-07-12,Electrodomesticos,Sur,281808,49767
2022-10-10,Electrodomesticos,Centro,185288,43548
2023-02-11,Electrodomesticos,Norte,190985,37721
2024-06-20,Tecnologia,Sur,227551,59838
2023-10-31,Tecnologia,Norte,145145,36392
2022-05-27,Vestuario,Norte,31544,12142
2023-07-07,Electrodomesticos,Norte,185666,36985
2022-10-09,Hogar,Norte,44252,14082
2023-10-21,Tecnologia,Norte,143407,40624
2023-10-16,Tecnologia,Norte,204461,66617
2023-01-18,Vestuario,Sur,55041,20823
2023-11-27,Hogar,Norte,143031,36810
2022-01-16,Vestuario,Norte,59682,21250
2022-10-01,Vestuario,Sur,58070,18282
2022-07-15,Deportes,Sur,75133,24334
2023-07-02,Deportes,Sur,97765,29544
2022-12-04,Tecnologia,Norte,200502,49045
2022-11-12,Tecnologia,Norte,306833,77509
2023-07-15,Tecnologia,Norte,224002,61161
2023-01-03,Hogar,Centro,128209,40094
2022-02-24,Tecnologia,Centro,237417,60525
2024-03-24,Hogar,Centro,89498,25716
2022-03-31,Vestuario,Centro,65925,20543
2024-03-06,Hogar,Centro,70349,17911
2024-10-09,Electrodomesticos,Sur,106179,22379
2024-01-06,Tecnologia,Norte,234954,60133
2024-02-07,Electrodomesticos,Centro,151618,28460
2022-06-07,Deportes,Norte,71259,20489
2022-11-12,Tecnologia,Centro,98370,20900
2024-09-08,Tecnologia,Centro,219259,53109
2024-04-11,Vestuario,Sur,52380,17223
2022-02-05,Tecnologia,Centro,195080,47793
2023-07-13,Electrodomesticos,Sur,191045,34273
2023-01-28,Hogar,Sur,126596,34308
2022-08-20,Vestuario,Centro,41339,15704
2022-07-26,Electrodomesticos,Norte,127505,21194
2023-07-15,Deportes,Norte,65897,24690
2023-06-05,Deportes,Centro,95348,40034
2022-03-08,Vestuario,Sur,37572,11826
2022-05-14,Electrodomesticos,Norte,189709,41302
2022-08-22,Tecnologia,Centro,214883,57174
2023-09-13,Hogar,Sur,117649,41235
2024-07-10,Vestuario,Centro,55182,22924
2022-12-23,Vestuario,Sur,87090,30702
2022-11-25,Tecnologia,Sur,223300,64707
2024-01-01,Vestuario,Sur,23459,9201
2023-01-27,Hogar,Centro,120375,31229
2023-12-14,Deportes,Sur,83750,27972
2022-05-08,Hogar,Norte,114650,35866
2022-04-25,Hogar,Centro,95408,28839
2024-01-07,Electrodomesticos,Norte,226896,37940
2024-05-06,Tecnologia,Sur,221510,61841
2022-05-31,Electrodomesticos,Norte,126897,31482
2022-01-13,Hogar,Sur,56226,16872
2023-01-12,Electrodomesticos,Norte,92837,15907
2024-07-28,Vestuario,Sur,29737,11676
2024-07-11,Vestuario,Sur,31846,13572
2024-06-14,Deportes,Centro,54389,17317
2022-04-10,Electrodomesticos,Centro,213008,37480
2022-04-09,Electrodomesticos,Norte,222796,45021
2023-10-29,Vestuario,Centro,52177,13437
2022-10-02,Vestuario,Norte,42295,14873
2022-09-29,Electrodomesticos,Centro,194888,37306
2023-05-23,Hogar,Sur,100218,32733
2023-02-21,Electrodomesticos,Sur,97423,20288
2023-06-27,Electrodomesticos,Sur,139809,24286
2022-06-19,Hogar,Norte,55813,19731
2022-11-01,Hogar,Sur,122209,39081
2024-06-03,Hogar,Norte,105337,32472
2022-01-09,Deportes,Norte,111180,36933
2022-10-31,Electrodomesticos,Norte,123090,23277
2022-02-08,Hogar,Centro,136409,39803
2023-07-04,Electrodomesticos,Centro,180109,30262
2023-07-25,Deportes,Norte,88390,27787
2022-08-28,Vestuario,Centro,27097,10942
2023-12-20,Electrodomesticos,Centro,199758,37234
2024-06-22,Hogar,Centro,121955,39119
2024-11-22,Deportes,Centro,90245,30678
2024-04-02,Hogar,Centro,106783,34836
2022-03-01,Electrodomesticos,Sur,167250,36450
2023-09-18,Tecnologia,Norte,218520,45870
2022-04-08,Vestuario,Norte,48997,19371
2022-10-09,Vestuario,Norte,34314,14435
2023-12-07,Tecnologia,Norte,231383,57259
2023-01-24,Tecnologia,Norte,206004,58256
2022-02-25,Hogar,Norte,159759,41272
2023-06-01,Vestuario,Centro,61303,24569
2022-07-18,Electrodomesticos,Norte,149342,26704
2023-03-16,Deportes,Centro,53293,18398
2024-08-27,Deportes,Sur,107963,39643
2023-11-12,Hogar,Sur,141239,41220
2022-03-12,Deportes,Norte,42994,17550
2024-06-04,Vestuario,Norte,50646,20666
2024-05-30,Electrodomesticos,Sur,148716,34120
2023-06-18,Electrodomesticos,Sur,181185,34533
2023-11-09,Electrodomesticos,Norte,224645,44227
2023-10-16,Vestuario,Norte,70073,27215
2024-01-20,Hogar,Centro,109571,35400
2023-07-13,Electrodomesticos,Centro,189758,32848
2022-01-06,Vestuario,Sur,39768,13867
2023-09-11,Electrodomesticos,Norte,132540,33253
2024-09-16,Tecnologia,Sur,192747,48906
2023-08-27,Vestuario,Norte,49508,17041
2023-09-29,Tecnologia,Centro,199720,50741
2024-01-28,Hogar,Sur,134337,38529
2024-11-20,Vestuario,Centro,57136,19985
2023-10-02,Tecnologia,Norte,173149,43016
2023-03-15,Vestuario,Centro,73844,32415
2023-06-22,Hogar,Norte,103944,24745
2024-08-15,Tecnologia,Norte,137949,34551
2024-08-07,Hogar,Norte,134733,35295
2022-05-16,Deportes,Norte,98986,33453
2022-07-21,Vestuario,Norte,49841,20693
2023-03-08,Hogar,Centro,110615,30544
2024-06-13,Deportes,Centro,71524,21468
2024-07-05,Vestuario,Norte,60521,18818
2023-11-29,Tecnologia,Sur,368498,82805
2022-06-27,Deportes,Sur,104383,29498
2023-11-25,Vestuario,Centro,57955,17660
2023-04-18,Tecnologia,Norte,163401,40781
2022-09-17,Hogar,Norte,124355,34385
2024-11-27,Hogar,Norte,138124,42831
2022-09-18,Electrodomesticos,Sur,190981,42058
2022-10-23,Vestuario,Centro,40283,16177
2024-11-26,Electrodomesticos,Centro,226734,51492
2022-04-25,Deportes,Sur,113708,33981
2022-11-03,Tecnologia,Norte,140946,34657
2024-03-20,Hogar,Sur,37016,12854
2022-05-25,Deportes,Sur,54950,20392
2024-01-19,Tecnologia,Sur,161213,36958
2024-07-08,Tecnologia,Centro,226210,51250
2024-04-01,Hogar,Sur,104849,29288
2022-07-01,Electrodomesticos,Centro,29554,5532
2023-06-25,Tecnologia,Centro,141561,36414
2022-05-10,Deportes,Sur,69252,17553
2024-04-07,Hogar,Centro,53228,14884
2022-01-20,Electrodomesticos,Sur,166316,36632
2023-05-17,Hogar,Centro,154370,44134
2022-09-09,Vestuario,Sur,52945,20067
2022-11-08,Electrodomesticos,Norte,193361,38756
2023-02-16,Tecnologia,Centro,322853,102825
2022-06-26,Tecnologia,Norte,123113,32295
2024-02-19,Deportes,Centro,71966,21221
2023-05-09,Vestuario,Norte,42718,17306
2023-04-07,Electrodomesticos,Norte,261288,47245
2024-07-10,Hogar,Sur,81849,25825
2022-01-06,Deportes,Norte,69737,22871
2023-07-11,Hogar,Norte,136949,51035
2024-08-28,Electrodomesticos,Sur,68869,14292
2024-11-28,Electrodomesticos,Norte,136823,25641
2023-03-23,Electrodomesticos,Norte,181385,41947
2022-10-04,Vestuario,Norte,31154,12530
2024-08-07,Hogar,Centro,145603,43167
2024-08-31,Tecnologia,Centro,308080,67402
2024-02-29,Deportes,Norte,72709,20462
2024-10-29,Hogar,Sur,46739,13420
2024-04-11,Hogar,Sur,128062,34873
2022-02-12,Electrodomesticos,Centro,100017,15426
2022-04-21,Hogar,Norte,91669,29027
2022-04-17,Vestuario,Sur,51501,17559
2024-02-02,Electrodomesticos,Norte,164414,23625
2024-08-02,Deportes,Norte,79548,31889
2022-11-23,Deportes,Centro,67299,23940
2023-10-18,Electrodomesticos,Centro,252779,54926
2023-03-15,Deportes,Centro,38505,9920
2022-08-17,Electrodomesticos,Centro,176643,31116
2024-11-26,Electrodomesticos,Norte,160068,36134
2023-10-08,Vestuario,Centro,47624,21771
2024-06-10,Electrodomesticos,Norte,135889,28405
2023-01-26,Hogar,Sur,112220,23354
2024-07-21,Tecnologia,Sur,276213,53948
2023-10-27,Electrodomesticos,Norte,258577,65144
2022-08-04,Tecnologia,Norte,155155,34099
2024-02-15,Electrodomesticos,Centro,197862,48845
2023-07-25,Tecnologia,Norte,129865,38322
2022-07-22,Deportes,Norte,42563,12873
2024-04-26,Tecnologia,Sur,149944,42072
2022-03-04,Electrodomesticos,Norte,201565,43443
2024-05-02,Tecnologia,Centro,132259,30188
2022-10-28,Hogar,Norte,81432,26585
2024-08-27,Tecnologia,Norte,193843,49792
2023-11-30,Deportes,Norte,114357,32668
2023-09-22,Vestuario,Norte,58572,23409
2022-08-09,Electrodomesticos,Norte,158315,28182
2024-06-18,Tecnologia,Sur,193597,48909
2024-01-12,Hogar,Norte,75904,26603
2024-01-21,Vestuario,Norte,35805,12721
2023-05-27,Hogar,Centro,67228,20821
2023-08-07,Hogar,Norte,122095,34055
2022-10-31,Vestuario,Sur,51912,19558
2022-10-30,Vestuario,Norte,62822,24746
2022-06-18,Hogar,Centro,114787,33253
2023-09-21,Tecnologia,Sur,231841,58342
2022-12-13,Hogar,Sur,129879,43561
2024-02-18,Vestuario,Norte,42972,17172
2024-03-24,Hogar,Norte,119074,33717
2023-07-03,Deportes,Sur,85847,30851
2024-09-22,Tecnologia,Centro,213480,48257
2022-08-19,Hogar,Norte,129246,40987
2022-07-23,Deportes,Sur,82793,29466
2022-04-01,Tecnologia,Centro,234487,60543
2022-07-08,Tecnologia,Norte,178887,38350
2022-10-14,Vestuario,Norte,42717,12723
2022-10-04,Electrodomesticos,Centro,285159,60837
2023-05-03,Electrodomesticos,Sur,160827,33996
2024-02-26,Tecnologia,Centro,201596,40776
2023-04-03,Vestuario,Sur,24302,7209
2024-12-19,Vestuario,Sur,44960,18778
2024-02-17,Vestuario,Norte,50183,20789
2023-08-17,Vestuario,Centro,65039,21541
2024-09-28,Deportes,Centro,53315,17450
2023-04-14,Vestuario,Norte,62669,20104
2024-09-15,Hogar,Centro,76475,24746
2024-08-19,Vestuario,Centro,59019,23558
2022-07-01,Tecnologia,Centro,228211,65951
2022-12-17,Vestuario,Centro,65961,22747
2023-06-28,Hogar,Centro,106799,34563
2023-06-26,Hogar,Norte,127168,40043
2022-07-22,Vestuario,Centro,40203,15951
2022-12-09,Vestuario,Norte,73105,25685
2022-07-16,Deportes,Sur,99909,28397
2024-08-16,Tecnologia,Sur,220799,49806
2024-03-20,Electrodomesticos,Norte,169225,34994
2023-01-24,Vestuario,Norte,47585,17275
2024-06-25,Tecnologia,Centro,182901,43867
2024-07-15,Hogar,Sur,93268,27354
2022-11-14,Tecnologia,Sur,204001,53618
2023-12-31,Vestuario,Centro,58487,22698
2023-07-17,Tecnologia,Sur,234691,51271
2023-06-15,Tecnologia,Sur,315692,73076
2024-06-24,Vestuario,Norte,55862,18014
2023-01-08,Tecnologia,Sur,266383,71743
2024-01-16,Deportes,Sur,33988,10646
2022-05-16,Deportes,Centro,70251,23049
2022-04-08,Vestuario,Centro,55790,18241
2024-04-01,Electrodomesticos,Norte,161614,25715
2024-10-16,Deportes,Centro,74855,29923
2024-06-01,Vestuario,Centro,38157,13208
2022-03-30,Deportes,Centro,80010,21847
2022-02-28,Vestuario,Sur,43868,16115
2024-04-16,Hogar,Sur,106200,36051
2023-06-16,Hogar,Centro,166752,49759
2022-06-07,Deportes,Norte,20917,4892
2023-03-15,Deportes,Sur,102123,26505
2022-03-16,Hogar,Norte,139075,44231
2022-09-15,Hogar,Norte,180233,42487
2022-07-26,Tecnologia,Sur,155323,39957
2023-10-01,Deportes,Centro,83020,23288
2023-10-15,Electrodomesticos,Norte,184490,27177
2023-11-04,Tecnologia,Norte,152021,41459
2024-10-15,Electrodomesticos,Centro,217354,37553
2022-11-15,Deportes,Sur,65027,23957
2024-01-23,Electrodomesticos,Norte,52604,9659
2024-07-07,Vestuario,Sur,41561,16330
2024-11-20,Hogar,Sur,139346,38323
2023-11-05,Vestuario,Norte,74897,28880
2024-12-14,Deportes,Sur,91427,30328
2022-02-06,Electrodomesticos,Sur,213848,52615
2022-01-20,Deportes,Sur,48931,14811
2024-06-19,Tecnologia,Norte,152235,35372
2023-09-14,Hogar,Norte,130636,38069
2023-12-06,Deportes,Centro,84491,31855
2023-01-27,Electrodomesticos,Sur,176632,31331
2024-04-09,Tecnologia,Centro,263640,71507
2024-06-20,Deportes,Norte,81321,21964
2024-01-19,Electrodomesticos,Centro,45412,8371
2024-12-14,Deportes,Norte,59688,24429
2023-12-02,Hogar,Sur,159183,43264
2023-07-26,Tecnologia,Centro,294537,69299
2024-12-04,Vestuario,Norte,69239,25787
2022-12-11,Electrodomesticos,Norte,165367,37311
2022-08-15,Electrodomesticos,Norte,246990,57259
2023-03-23,Hogar,Centro,112047,29497
2022-02-14,Hogar,Norte,138250,33828
2024-06-21,Vestuario,Norte,18555,6421
2024-07-03,Hogar,Norte,159501,52208
2022-06-26,Deportes,Norte,74330,26625
2022-04-04,Electrodomesticos,Centro,196407,37021
2022-03-05,Tecnologia,Norte,183128,44842
2024-12-03,Tecnologia,Centro,220444,52470
2022-07-05,Electrodomesticos,Norte,71385,15471
2024-05-05,Electrodomesticos,Sur,236869,47900
2024-05-02,Deportes,Sur,104679,38309
2022-10-03,Hogar,Norte,60700,21334
2022-11-26,Tecnologia,Norte,153023,36027
2022-04-23,Electrodomesticos,Centro,187663,32876
2023-12-12,Electrodomesticos,Norte,144925,23763
2022-04-15,Deportes,Norte,67053,23173
2024-09-23,Vestuario,Centro,57339,19795
2023-02-02,Vestuario,Norte,24759,10570
2023-11-03,Electrodomesticos,Centro,150531,28452
2022-06-16,Hogar,Centro,175752,63420
2022-08-06,Deportes,Centro,76963,23915
2023-12-07,Vestuario,Norte,75600,20546
2024-08-23,Vestuario,Centro,54602,20532
2024-02-03,Electrodomesticos,Centro,178237,33907
2024-06-01,Deportes,Sur,21648,6734
2024-06-01,Tecnologia,Sur,224409,59779
2024-01-30,Tecnologia,Sur,189042,47581
2023-08-19,Hogar,Norte,77910,25401
2024-01-24,Hogar,Norte,89623,28653
2024-04-17,Vestuario,Norte,70578,29875
2023-08-08,Deportes,Norte,65016,21110
2022-10-07,Tecnologia,Sur,252025,53750
2024-09-29,Vestuario,Sur,57034,24111
2022-06-06,Hogar,Norte,180169,51938
2022-05-25,Hogar,Norte,80547,22833
2022-03-02,Vestuario,Norte,97380,30300
2024-06-05,Vestuario,Centro,40091,17371
2022-10-19,Vestuario,Norte,56500,23598
2022-09-09,Electrodomesticos,Sur,228495,41849
2022-08-07,Vestuario,Norte,90010,30273
2023-03-22,Hogar,Norte,131822,43796
2023-02-10,Vestuario,Sur,63030,25825
2023-01-31,Electrodomesticos,Norte,238649,47094
2023-10-09,Hogar,Centro,142386,48647
2022-04-29,Deportes,Norte,77222,12780
2023-05-13,Deportes,Norte,41638,13026
2022-03-28,Deportes,Norte,90437,26569
2023-01-22,Electrodomesticos,Sur,245785,44930
2024-06-07,Vestuario,Norte,83171,30283
2024-05-18,Hogar,Centro,178331,61895
2024-01-23,Tecnologia,Sur,229729,61163
2022-11-28,Deportes,Norte,57793,15285
2024-02-11,Hogar,Sur,66393,19020
2024-04-23,Electrodomesticos,Sur,200674,35503
2023-07-24,Tecnologia,Centro,93535,17948
2024-12-24,Electrodomesticos,Centro,255358,54942
2022-04-15,Tecnologia,Norte,200319,50153
2024-09-25,Electrodomesticos,Norte,187811,41129
2024-01-07,Tecnologia,Centro,99511,27719
2023-09-10,Electrodomesticos,Centro,225218,46705
2022-10-28,Deportes,Norte,103599,35622
2024-12-09,Deportes,Centro,87442,30417
2024-06-25,Hogar,Sur,136498,44458
2023-03-28,Hogar,Norte,65485,17593
2024-03-24,Vestuario,Sur,41605,16184
2022-07-29,Vestuario,Centro,61492,22091
2022-08-08,Tecnologia,Norte,288144,89989
2023-09-13,Hogar,Centro,122692,33846
2024-12-05,Deportes,Sur,56313,17649
2022-01-28,Tecnologia,Norte,199013,50119
2022-08-15,Hogar,Centro,139302,42644
2024-02-29,Tecnologia,Sur,264279,63722
2023-01-18,Tecnologia,Norte,164237,49200
2024-02-15,Vestuario,Centro,36992,17239
2023-12-16,Hogar,Sur,71561,22966
2023-10-31,Hogar,Norte,101433,32152
2022-06-17,Deportes,Centro,81129,28858
2024-05-27,Hogar,Norte,81041,21785
2024-05-12,Tecnologia,Sur,269837,61652
2023-03-25,Vestuario,Sur,51106,17883
2024-09-07,Deportes,Sur,98834,25354
2024-10-01,Hogar,Norte,145361,41840
2023-12-25,Tecnologia,Centro,312134,70281
2022-01-29,Deportes,Centro,89179,30662
2024-07-20,Vestuario,Norte,72862,26375
2022-09-16,Electrodomesticos,Sur,165959,33373
2023-12-31,Tecnologia,Centro,112470,27703
2022-02-18,Vestuario,Sur,68296,24988
2022-06-03,Hogar,Centro,140747,36823
2023-12-31,Deportes,Sur,73462,22845
2022-07-11,Tecnologia,Norte,127319,39133
2023-03-23,Electrodomesticos,Centro,146452,25727
2023-10-20,Tecnologia,Sur,108516,27963
2024-10-07,Tecnologia,Sur,181502,41020
2022-06-07,Vestuario,Norte,70153,22585
2023-02-03,Electrodomesticos,Norte,230854,49666
2024-01-05,Tecnologia,Centro,245718,53136
2023-11-26,Vestuario,Norte,65499,23320
2022-07-03,Tecnologia,Centro,180413,48158
2024-04-19,Hogar,Norte,94032,30745
2023-03-23,Vestuario,Norte,35213,13586
2023-02-01,Hogar,Norte,64706,17409
2023-08-19,Hogar,Sur,120391,38444
2023-09-25,Vestuario,Centro,74051,22152
2023-01-22,Electrodomesticos,Sur,178805,33562
2024-03-31,Hogar,Centro,131613,50398
2024-02-26,Tecnologia,Centro,248169,57533
2024-05-31,Tecnologia,Norte,160454,37033
2024-02-01,Tecnologia,Norte,187417,47938
2023-01-31,Vestuario,Sur,56345,23571
2024-02-12,Electrodomesticos,Centro,90992,20429
2022-10-06,Electrodomesticos,Centro,139577,28041
2023-08-19,Deportes,Centro,71899,18778
2022-05-28,Hogar,Sur,77503,21974
2022-03-14,Deportes,Centro,29019,11443
2024-03-23,Hogar,Norte,147033,51100
2023-10-24,Tecnologia,Norte,145970,35608
2024-09-26,Hogar,Sur,160754,53639
2023-06-05,Deportes,Norte,45501,14883
2024-12-24,Tecnologia,Sur,141291,36304
2024-02-22,Electrodomesticos,Norte,238998,46039
2022-04-21,Tecnologia,Sur,350662,84557
2024-07-19,Electrodomesticos,Norte,152027,28601
2024-07-05,Deportes,Sur,104357,28899
2023-10-02,Hogar,Sur,67894,16496
2022-10-10,Tecnologia,Centro,221544,45601
2024-03-01,Tecnologia,Sur,112463,25442
2023-09-06,Deportes,Centro,70172,16923
2023-12-14,Hogar,Norte,80717,18797
2023-07-19,Tecnologia,Norte,244766,53651
2024-08-26,Vestuario,Sur,49347,16637
2024-07-11,Hogar,Sur,81015,21754
2023-11-19,Deportes,Centro,79272,25221
2024-04-27,Tecnologia,Norte,264366,68460
2022-12-13,Electrodomesticos,Norte,154969,39779
2023-04-06,Tecnologia,Sur,122555,23922
2022-04-20,Hogar,Sur,89522,31973
2024-04-02,Vestuario,Sur,47302,18925
2022-05-08,Tecnologia,Norte,245616,69309
2024-09-11,Deportes,Norte,90655,31188
2023-01-25,Vestuario,Centro,52776,21759
2024-01-16,Tecnologia,Centro,222966,44285
2022-05-19,Hogar,Sur,52025,13886
2023-09-14,Electrodomesticos,Norte,238065,48155
2024-09-22,Tecnologia,Norte,247544,51905
2023-10-24,Vestuario,Centro,67720,26123
2022-08-24,Tecnologia,Centro,143536,29756
2022-06-13,Tecnologia,Sur,250449,59031
2024-05-04,Hogar,Sur,152322,46231
2022-11-13,Vestuario,Norte,43430,15927
2024-05-14,Vestuario,Centro,104017,33764
2024-04-30,Deportes,Centro,60872,22037
2023-02-18,Vestuario,Norte,45075,19219
2023-07-29,Vestuario,Centro,62274,17924
2022-11-16,Electrodomesticos,Centro,198501,31148
2024-05-07,Deportes,Centro,92558,31576
2022-10-07,Deportes,Centro,70892,25378
2024-09-30,Tecnologia,Centro,232553,63595
2023-02-16,Electrodomesticos,Centro,216229,48570
2023-06-26,Tecnologia,Centro,207930,48220
2022-10-30,Vestuario,Centro,50325,15718
2022-12-20,Hogar,Sur,147607,43859
2023-07-06,Electrodomesticos,Centro,176363,36613
2023-11-10,Hogar,Norte,151283,37253
2022-05-19,Electrodomesticos,Centro,159930,39271
2022-09-22,Deportes,Centro,47151,15116
2022-03-04,Hogar,Norte,94344,33852
2023-11-05,Vestuario,Norte,50679,23144
2023-11-12,Hogar,Centro,70849,22289
2024-11-01,Tecnologia,Sur,262411,56171
2022-01-23,Electrodomesticos,Centro,234854,36226
2023-11-28,Tecnologia,Centro,193651,52848
2023-02-09,Vestuario,Sur,40977,12963
2024-02-21,Deportes,Norte,15000,3614
2024-01-20,Electrodomesticos,Centro,233986,41962
2024-05-17,Vestuario,Centro,25597,10469
2024-07-07,Vestuario,Centro,60781,22977
2024-06-16,Hogar,Sur,78979,26366
2022-02-04,Tecnologia,Norte,212404,42798
2024-01-25,Electrodomesticos,Centro,121106,23796
2022-06-27,Electrodomesticos,Centro,192276,40594
2024-12-21,Hogar,Sur,95390,22465
2023-05-10,Vestuario,Norte,66305,20741
2022-10-29,Hogar,Norte,107446,34550
2022-08-23,Vestuario,Centro,48373,19363
2023-12-08,Vestuario,Norte,87428,36146
2022-03-12,Deportes,Norte,77108,22650
2022-10-20,Vestuario,Centro,30235,11782
2022-01-16,Tecnologia,Norte,177611,40528
2022-08-21,Deportes,Centro,28441,10864
2022-01-02,Deportes,Norte,68820,19880
2022-03-21,Electrodomesticos,Norte,265440,45696
2024-04-25,Deportes,Centro,15677,5197
2024-10-05,Tecnologia,Centro,189292,47868
2024-02-08,Deportes,Norte,71976,29419
2023-03-29,Vestuario,Norte,38413,11680
2023-03-19,Deportes,Norte,98732,31735
2023-08-05,Hogar,Sur,103043,27704
2024-08-16,Hogar,Centro,92781,32936
2023-05-19,Hogar,Centro,77502,23486
2024-09-07,Hogar,Centro,87103,23122
2024-12-07,Deportes,Sur,28344,7250
2023-03-19,Tecnologia,Centro,139054,37073
2024-12-23,Tecnologia,Sur,210159,52850
2024-04-06,Electrodomesticos,Centro,236006,46657
2022-07-30,Deportes,Centro,94832,27114
2023-08-02,Hogar,Norte,60212,18518
2022-11-28,Electrodomesticos,Sur,169318,33758
2022-08-18,Electrodomesticos,Norte,319148,66610
2023-12-28,Hogar,Centro,129939,28302
2024-08-28,Vestuario,Centro,73115,25086
2024-09-04,Vestuario,Sur,33276,8807
2023-02-06,Electrodomesticos,Sur,142466,28685
2022-03-01,Electrodomesticos,Centro,230517,41468
2022-11-26,Tecnologia,Sur,189505,54415
2022-07-08,Electrodomesticos,Sur,201995,39228
2023-12-06,Tecnologia,Norte,239932,53826
2022-10-21,Vestuario,Sur,41819,13892
2023-11-20,Electrodomesticos,Norte,218354,41316
2022-11-27,Tecnologia,Centro,199464,50692
2024-09-11,Electrodomesticos,Norte,205448,43466
2022-05-14,Deportes,Centro,89543,30386
2023-10-26,Hogar,Sur,112392,27797
2024-10-21,Tecnologia,Norte,209802,56282
2023-06-13,Vestuario,Sur,64899,17404
2022-05-24,Tecnologia,Centro,153553,33630
2023-07-09,Electrodomesticos,Norte,252237,47093
2023-03-25,Hogar,Norte,168231,50475
2023-02-01,Vestuario,Norte,54852,22458
2024-08-12,Hogar,Norte,138214,34483
2024-12-06,Electrodomesticos,Centro,144526,29357
2024-06-17,Hogar,Norte,129218,39231
2024-06-16,Electrodomesticos,Sur,251894,54905
2024-09-06,Vestuario,Norte,51317,23580
2022-03-25,Tecnologia,Centro,211381,47009
2024-12-21,Deportes,Centro,40907,14488
2023-12-26,Tecnologia,Norte,265035,59653
2022-12-05,Tecnologia,Norte,243897,64064
2024-09-17,Deportes,Norte,72941,22454
2022-05-24,Vestuario,Norte,73530,27883
2024-12-03,Electrodomesticos,Sur,192378,40464
2023-02-28,Hogar,Centro,79363,22768
2023-05-02,Vestuario,Norte,41362,14093
2022-10-27,Hogar,Norte,134875,36763
2023-04-07,Tecnologia,Sur,162606,37919
2024-01-17,Vestuario,Norte,51746,20735
2024-10-31,Hogar,Norte,138186,45557
2023-09-03,Hogar,Norte,96375,28185
2023-12-07,Deportes,Centro,72071,20897
2024-08-26,Deportes,Sur,75857,26045
2023-03-15,Deportes,Centro,77244,22865
2023-12-25,Vestuario,Centro,38225,16530
2023-08-28,Tecnologia,Norte,173412,41177
2022-12-14,Tecnologia,Sur,284877,77989
2022-04-20,Tecnologia,Centro,114991,24432
2023-07-05,Vestuario,Norte,48367,20482
2023-10-21,Hogar,Sur,89809,30576
