id_compra,cliente,fecha_compra,categoria,producto,unidades,ventas,beneficio
1425,153,2023-10-31,Vestuario,Jeans,1,26130,10031
1416,153,2024-05-10,Hogar,Cafetera,3,246375,59249
1426,154,2023-11-09,Tecnologia,Audifonos,3,389365,66949
1439,154,2023-11-20,Hogar,Silla,1,102834,28904
1433,154,2023-11-28,Vestuario,Chaqueta,2,61740,21214
1438,154,2023-12-08,Tecnologia,Tablet,2,604256,115338
1430,154,2023-12-21,Deportes,Pesas,1,53508,13781
1427,154,2024-01-17,Vestuario,Zapatillas,2,144646,47170
1429,154,2024-03-15,Hogar,Cafetera,4,298023,77825
1431,154,2024-04-18,Hogar,Sofa,1,131286,37844
1428,154,2024-04-22,Tecnologia,Audifonos,1,88904,14814
1434,154,2024-05-06,Deportes,Bicicleta,1,65700,21744
1437,154,2024-05-20,Deportes,Botella,1,63269,18926
1435,154,2024-08-09,Tecnologia,Monitor,1,316422,70734
1436,154,2024-08-21,Hogar,Hervidor,1,87870,28262
1432,154,2024-08-29,Deportes,Balon,1,115095,33786
1440,155,2023-08-15,Deportes,Poleron,2,224779,66598
1444,155,2023-10-31,Electrodomesticos,Plancha,1,187237,40371
1447,155,2023-11-08,Deportes,Casco,1,105684,29065
1441,155,2023-11-14,Electrodomesticos,Lavadora,1,105922,17381
1442,155,2023-12-15,Hogar,Lampara,1,92953,24117
1445,155,2024-02-04,Vestuario,Gorro,2,68219,26599
1443,155,2024-02-11,Hogar,Alfombra,1,90705,29595
1446,155,2024-05-12,Electrodomesticos,Lavadora,5,315000,53464
1448,156,2024-03-15,Tecnologia,Teclado,1,138113,22669
1451,156,2024-04-16,Deportes,Colchoneta,1,101268,36435
1449,156,2024-05-23,Deportes,Colchoneta,1,89401,26874
1450,156,2024-09-04,Vestuario,Pantalon,1,22394,8585
1452,157,2022-10-05,Deportes,Guantes,4,195316,63209
1457,157,2022-10-19,Tecnologia,Mouse,2,690316,136399
1459,157,2022-10-26,Electrodomesticos,Purificador,1,161037,25164
1453,157,2022-11-09,Electrodomesticos,Purificador,4,919351,139095
1458,157,2022-11-09,Hogar,Silla,1,77772,19959
1461,157,2022-11-12,Electrodomesticos,Secadora,3,671590,113233
1464,157,2022-11-15,Tecnologia,Router,1,334004,52972
1456,157,2022-11-16,Vestuario,Calcetines,1,43435,14509
1460,157,2023-01-05,Electrodomesticos,Licuadora,2,389210,70736
1455,157,2023-01-09,Tecnologia,Router,2,654879,121312
1462,157,2023-01-18,Tecnologia,Audifonos,1,301554,80864
1463,157,2023-02-17,Tecnologia,Tablet,1,162891,31629
1454,157,2023-08-22,Vestuario,Pantalon,1,18828,5615
1465,158,2023-05-29,Electrodomesticos,Refrigerador,1,229900,39423
1473,158,2023-06-24,Vestuario,Zapatillas,3,174279,49424
1471,158,2023-08-01,Electrodomesticos,Secadora,3,259060,46422
1472,158,2023-08-07,Hogar,Organizador,1,107781,30209
1469,158,2023-08-18,Hogar,Termo,2,122139,32646
1470,158,2023-08-22,Electrodomesticos,Licuadora,2,126000,17663
1476,158,2023-08-30,Vestuario,Vestido,2,45493,11663
1475,158,2023-09-29,Tecnologia,Smartphone,1,197902,45562
1478,158,2023-10-04,Hogar,Hervidor,1,99820,30037
1474,158,2023-10-10,Tecnologia,Mouse,1,260204,55761
1477,158,2023-11-17,Deportes,Guantes,2,191385,48830
1466,158,2023-12-13,Electrodomesticos,Microondas,1,281142,45282
1468,158,2024-05-15,Vestuario,Calcetines,1,34008,10571
1467,158,2024-07-28,Tecnologia,Mouse,1,222071,47163
1479,159,2024-11-10,Deportes,Botella,3,214330,53945
1483,159,2024-11-11,Electrodomesticos,Plancha,1,223855,43486
1484,159,2024-11-22,Vestuario,Camisa,2,79297,19876
1482,159,2024-11-27,Vestuario,Chaqueta,1,83831,25442
1481,159,2024-12-27,Vestuario,Pantalon,1,75033,18993
1480,159,2024-12-29,Vestuario,Vestido,1,28338,10500
1485,160,2022-03-31,Tecnologia,Smartwatch,3,391491,76371
1488,160,2022-03-31,Hogar,Organizador,1,36036,10707
1493,160,2022-04-12,Hogar,Cortinas,1,136590,40104
1490,160,2022-04-23,Tecnologia,Monitor,1,246702,55233
1496,160,2022-04-24,Tecnologia,Monitor,1,341640,77746
1486,160,2022-04-28,Electrodomesticos,Purificador,1,118184,23954
1495,160,2022-05-17,Vestuario,Pantalon,1,50443,19070
1492,160,2022-05-18,Electrodomesticos,Horno,1,63000,12174
1489,160,2022-05-24,Hogar,Cafetera,1,61312,13478
1487,160,2022-07-19,Vestuario,Camisa,3,104517,31929
1491,160,2022-07-26,Electrodomesticos,Cocina,1,163098,26606
1494,160,2022-08-08,Hogar,Organizador,4,223586,63094
1497,161,2023-09-11,Hogar,Organizador,2,160619,38560
1506,161,2023-10-09,Vestuario,Zapatillas,2,31457,10776
1501,161,2023-10-22,Vestuario,Buzo,2,59717,19221
1498,161,2023-11-29,Tecnologia,Notebook,1,98356,15806
1500,161,2023-12-05,Deportes,Botella,1,71639,20397
1504,161,2024-01-18,Vestuario,Zapatillas,1,86634,23994
1507,161,2024-05-12,Electrodomesticos,Microondas,1,169886,25380
1505,161,2024-05-26,Electrodomesticos,Plancha,2,443450,91618
1499,161,2024-06-07,Deportes,Balon,1,34862,8855
1508,161,2024-08-30,Vestuario,Calcetines,2,62923,21194
1503,161,2024-12-25,Hogar,Termo,2,117152,28542
1502,161,2024-12-30,Tecnologia,Router,1,151675,25344
1509,162,2023-11-20,Vestuario,Polera,1,12391,3530
1511,162,2023-12-15,Vestuario,Zapatillas,1,53275,18714
1513,162,2023-12-24,Electrodomesticos,Lavadora,2,557670,94910
1516,162,2023-12-25,Deportes,Guantes,1,95083,20572
1519,162,2024-01-18,Vestuario,Polera,1,31365,9512
1517,162,2024-01-19,Tecnologia,Impresora,1,304620,77166
1512,162,2024-01-30,Electrodomesticos,Cocina,1,179942,38810
1518,162,2024-02-28,Hogar,Cafetera,3,391607,110660
1514,162,2024-03-26,Vestuario,Jeans,3,66463,24395
1515,162,2024-05-15,Hogar,Mesa,2,125128,40628
1510,162,2024-07-18,Vestuario,Calcetines,3,167079,60591
1520,163,2023-11-28,Vestuario,Chaqueta,5,264632,82711
1524,163,2023-12-02,Vestuario,Polera,3,183853,60160
1526,163,2024-02-01,Tecnologia,Tablet,1,212167,37730
1522,163,2024-04-08,Tecnologia,Smartwatch,1,77000,16684
1523,163,2024-04-20,Deportes,Colchoneta,2,82402,26212
1527,163,2024-07-29,Vestuario,Pantalon,2,48929,18895
1521,163,2024-08-09,Deportes,Colchoneta,4,328535,88437
1528,163,2024-11-16,Vestuario,Camisa,1,21310,8062
1525,163,2024-12-26,Deportes,Guantes,1,70727,21975
1529,164,2022-10-28,Vestuario,Buzo,1,52190,16794
1535,164,2022-11-25,Vestuario,Zapatillas,1,27985,6903
1536,164,2022-12-02,Deportes,Short,2,154311,41175
1534,164,2023-01-12,Vestuario,Camisa,1,49249,17296
1533,164,2023-02-07,Vestuario,Vestido,3,46033,15217
1532,164,2023-08-19,Hogar,Organizador,1,98954,29148
1531,164,2023-10-14,Vestuario,Zapatillas,2,37733,15939
1530,164,2023-10-19,Deportes,Bicicleta,3,238273,72653
1537,164,2024-11-09,Vestuario,Jeans,1,14549,4622
1538,165,2023-10-21,Vestuario,Jeans,3,228196,87236
1542,165,2023-10-23,Tecnologia,Mouse,2,695158,133916
1548,165,2023-11-28,Vestuario,Gorro,1,51981,19762
1544,165,2023-12-08,Tecnologia,Teclado,1,132795,25052
1545,165,2023-12-13,Tecnologia,Monitor,2,432491,87344
1546,165,2023-12-13,Tecnologia,Audifonos,3,231000,47521
1539,165,2023-12-29,Tecnologia,Smartphone,1,88152,17724
1547,165,2024-02-12,Vestuario,Camisa,2,26007,9069
1540,165,2024-02-14,Hogar,Lampara,3,207235,56390
1543,165,2024-02-21,Hogar,Organizador,1,54364,14756
1541,165,2024-05-08,Electrodomesticos,Plancha,1,246574,46291
1549,166,2023-01-10,Tecnologia,Teclado,1,341760,71441
1555,166,2023-01-19,Vestuario,Vestido,1,40221,13472
1553,166,2023-01-31,Vestuario,Camisa,3,139800,57398
1551,166,2023-04-16,Vestuario,Pantalon,1,69824,21810
1552,166,2023-05-01,Hogar,Organizador,4,622446,174761
1550,166,2023-05-11,Electrodomesticos,Secadora,1,173735,24918
1554,166,2024-04-09,Tecnologia,Impresora,2,466955,118741
1556,167,2023-10-10,Hogar,Sofa,2,163427,40398
1560,167,2023-10-12,Tecnologia,Tablet,3,945498,202947
1561,167,2023-10-12,Electrodomesticos,Purificador,3,372007,68294
1564,167,2023-11-10,Hogar,Sofa,1,113807,25192
1557,167,2023-12-02,Electrodomesticos,Microondas,1,73746,12974
1558,167,2023-12-07,Deportes,Guantes,2,118037,26665
1562,167,2023-12-23,Vestuario,Buzo,1,52112,18296
1559,167,2024-01-13,Vestuario,Polera,2,205921,74111
1563,167,2024-02-02,Tecnologia,Smartphone,1,281584,53650
1565,167,2024-06-17,Electrodomesticos,Aspiradora,1,106661,22615
1566,168,2023-01-09,Tecnologia,Impresora,2,664085,136399
1570,168,2023-01-11,Hogar,Termo,1,84921,23114
1567,168,2023-01-27,Electrodomesticos,Aspiradora,1,232392,42734
1569,168,2023-03-12,Tecnologia,Notebook,4,898732,169585
1571,168,2023-03-15,Vestuario,Calcetines,3,176861,56629
1573,168,2023-06-05,Hogar,Lampara,4,439711,140461
1568,168,2023-06-16,Hogar,Silla,2,196507,55955
1572,168,2023-11-29,Electrodomesticos,Secadora,2,490274,79605
1574,169,2022-02-27,Deportes,Casco,3,227635,60495
1576,169,2022-03-07,Tecnologia,Mouse,1,262563,53001
1580,169,2022-03-09,Tecnologia,Monitor,2,189322,33160
1578,169,2022-03-19,Hogar,Hervidor,1,84066,25083
1579,169,2022-04-13,Electrodomesticos,Secadora,1,194051,33629
1577,169,2022-06-28,Hogar,Alfombra,1,104908,28873
1575,169,2022-09-04,Hogar,Termo,1,73424,19247
1581,170,2023-09-24,Deportes,Bicicleta,2,99051,37773
1585,170,2023-10-12,Hogar,Sofa,3,258193,78084
1583,170,2023-12-03,Electrodomesticos,Lavadora,2,370835,61099
1586,170,2023-12-04,Deportes,Raqueta,2,150991,31627
1582,170,2024-02-04,Vestuario,Chaqueta,1,39178,13063
1584,170,2024-03-27,Electrodomesticos,Microondas,1,96212,17708
1587,171,2023-07-28,Deportes,Balon,1,77142,20603
1590,171,2023-08-22,Deportes,Balon,2,176775,54416
1592,171,2023-10-18,Deportes,Poleron,4,249511,92415
1588,171,2023-11-09,Vestuario,Pantalon,2,56717,17457
1591,171,2023-11-26,Hogar,Sofa,1,114225,25882
1593,171,2024-01-18,Hogar,Organizador,1,64605,22301
1589,171,2024-01-24,Vestuario,Jeans,2,30797,10285
1594,172,2023-09-14,Vestuario,Buzo,2,27734,8692
1595,172,2023-09-22,Tecnologia,Audifonos,1,224942,52495
1596,172,2023-09-23,Electrodomesticos,Aspiradora,1,115245,19783
1597,172,2024-02-29,Deportes,Short,1,71247,22037
1598,173,2023-03-30,Electrodomesticos,Plancha,1,197133,32990
1604,173,2023-03-30,Deportes,Poleron,1,125158,44166
1602,173,2023-04-02,Vestuario,Vestido,2,131117,36885
1599,173,2023-05-13,Vestuario,Vestido,5,69169,23361
1600,173,2023-06-02,Deportes,Botella,2,130593,39352
1607,173,2023-07-04,Deportes,Botella,2,89551,24412
1605,173,2023-07-28,Deportes,Bicicleta,1,72649,22522
1603,173,2023-08-27,Deportes,Colchoneta,2,95469,27968
1606,173,2023-10-02,Vestuario,Calcetines,4,104130,42864
1601,173,2023-10-22,Vestuario,Gorro,1,50425,17000
1608,174,2023-10-02,Hogar,Cafetera,2,95462,25968
1609,174,2023-10-05,Tecnologia,Monitor,1,228617,48976
1614,174,2023-10-21,Tecnologia,Impresora,3,959592,197392
1616,174,2023-11-01,Deportes,Colchoneta,2,121574,38669
1612,174,2024-01-31,Tecnologia,Router,1,264139,66594
1610,174,2024-02-23,Tecnologia,Tablet,1,214129,39509
1618,174,2024-03-27,Hogar,Hervidor,1,93946,25880
1615,174,2024-05-11,Tecnologia,Monitor,2,217555,35852
1611,174,2024-05-19,Electrodomesticos,Plancha,1,260787,41221
1617,174,2024-08-18,Electrodomesticos,Aspiradora,1,165510,27146
1613,174,2024-12-19,Hogar,Mesa,1,68971,18408
1619,175,2022-11-18,Vestuario,Zapatillas,4,187400,58254
1625,175,2022-11-29,Hogar,Termo,1,92615,22851
1624,175,2022-12-08,Hogar,Mesa,6,496981,127397
1621,175,2022-12-12,Deportes,Colchoneta,1,56392,14323
1627,175,2022-12-21,Vestuario,Vestido,2,27781,7633
1626,175,2023-01-08,Hogar,Cortinas,4,496789,158693
1623,175,2023-04-11,Deportes,Short,1,59520,21703
1620,175,2023-04-28,Deportes,Colchoneta,1,98758,27632
1622,175,2023-06-29,Deportes,Short,1,25941,9930
1628,175,2023-09-04,Vestuario,Gorro,1,82130,28332
1629,176,2022-05-01,Tecnologia,Monitor,1,135003,25588
1635,176,2022-05-18,Hogar,Cortinas,1,97029,29734
1633,176,2022-08-17,Hogar,Cortinas,1,66404,15297
1630,176,2022-10-23,Tecnologia,Tablet,1,247203,50159
1634,176,2022-11-09,Vestuario,Polera,3,156346,38275
1631,176,2022-12-11,Deportes,Short,3,113583,30791
1632,176,2022-12-22,Electrodomesticos,Lavadora,2,170306,31430
1636,177,2024-09-27,Tecnologia,Monitor,1,338072,68788
1642,177,2024-09-28,Deportes,Short,1,53010,17968
1637,177,2024-09-29,Vestuario,Polera,1,62079,22426
1638,177,2024-10-02,Vestuario,Vestido,2,66671,22326
1643,177,2024-10-03,Electrodomesticos,Refrigerador,1,149425,25564
1644,177,2024-10-18,Electrodomesticos,Secadora,2,223291,46966
1640,177,2024-12-22,Hogar,Sofa,4,305341,71701
1641,177,2024-12-25,Vestuario,Calcetines,2,91470,35810
1645,177,2024-12-25,Tecnologia,Notebook,1,188066,32761
1639,177,2024-12-31,Tecnologia,Impresora,1,291062,54097
1646,177,2024-12-31,Hogar,Silla,1,69628,15588
1647,178,2022-06-03,Vestuario,Zapatillas,4,146168,59144
1648,178,2022-06-03,Tecnologia,Monitor,1,366582,75221
1649,178,2022-06-13,Vestuario,Pantalon,3,85999,28054
1650,178,2022-07-19,Hogar,Mesa,5,324287,72586
1654,178,2022-08-14,Vestuario,Zapatillas,1,33719,12562
1653,178,2022-09-24,Vestuario,Chaqueta,1,20878,7223
1652,178,2022-12-06,Tecnologia,Monitor,1,239551,49815
1651,178,2022-12-25,Tecnologia,Smartphone,1,334839,58510
1655,179,2022-08-26,Tecnologia,Mouse,1,77000,13082
1657,179,2022-09-05,Tecnologia,Audifonos,5,1239148,233707
1658,179,2022-09-20,Hogar,Termo,3,255128,59087
1662,179,2022-09-23,Hogar,Alfombra,2,310032,88241
1661,179,2022-11-09,Electrodomesticos,Cocina,2,371607,62208
1660,179,2022-11-23,Vestuario,Calcetines,1,26102,10030
1656,179,2022-12-19,Vestuario,Vestido,1,16266,6042
1663,179,2022-12-28,Tecnologia,Audifonos,3,755645,166372
1664,179,2023-01-10,Electrodomesticos,Refrigerador,1,174301,36383
1659,179,2024-02-21,Hogar,Alfombra,3,261302,69320
1665,180,2023-04-17,Vestuario,Buzo,1,70802,25209
1668,180,2023-04-17,Vestuario,Gorro,1,52654,18982
1669,180,2023-04-17,Tecnologia,Audifonos,3,724349,166268
1674,180,2023-05-13,Tecnologia,Smartwatch,1,204353,35010
1670,180,2023-05-26,Electrodomesticos,Refrigerador,1,134793,21215
1667,180,2023-05-29,Tecnologia,Monitor,2,719503,124959
1673,180,2023-07-10,Hogar,Cafetera,2,114893,35112
1671,180,2023-07-11,Deportes,Short,1,86740,28776
1666,180,2023-09-05,Tecnologia,Audifonos,1,223848,44889
1672,180,2023-11-01,Deportes,Pesas,1,94410,31307
1675,181,2023-06-24,Electrodomesticos,Licuadora,1,63705,11614
1676,181,2023-07-04,Deportes,Balon,1,33847,11483
1679,181,2023-08-18,Hogar,Hervidor,1,126619,35393
1680,181,2023-10-16,Vestuario,Polera,2,53481,18884
1681,181,2023-10-23,Tecnologia,Router,1,234245,42218
1682,181,2023-11-28,Electrodomesticos,Refrigerador,1,100876,14519
1677,181,2024-01-17,Deportes,Poleron,2,86833,21160
1678,181,2024-09-24,Deportes,Raqueta,1,99584,30915
1683,182,2023-06-08,Tecnologia,Mouse,1,77000,17179
1690,182,2023-06-25,Tecnologia,Tablet,1,237935,41918
1692,182,2023-07-11,Hogar,Termo,4,369554,101280
1694,182,2023-08-13,Tecnologia,Impresora,6,1039292,226617
1688,182,2023-08-19,Hogar,Cortinas,1,60637,15917
1689,182,2023-08-23,Deportes,Short,4,240542,69820
1686,182,2023-09-05,Vestuario,Vestido,1,19234,6039
1693,182,2023-09-13,Tecnologia,Impresora,2,583916,113100
1691,182,2023-10-07,Hogar,Hervidor,2,254167,66377
1685,182,2023-10-24,Deportes,Balon,3,247774,70027
1684,182,2024-02-04,Deportes,Guantes,1,98431,24282
1687,182,2024-02-29,Electrodomesticos,Horno,4,771350,133079
1695,183,2022-08-29,Deportes,Poleron,2,139243,36658
1702,183,2022-09-12,Tecnologia,Teclado,2,355527,60519
1696,183,2022-09-26,Hogar,Termo,1,44110,10239
1701,183,2022-11-11,Vestuario,Calcetines,2,107387,31487
1699,183,2023-02-05,Vestuario,Chaqueta,2,92295,31384
1697,183,2023-02-22,Electrodomesticos,Cocina,4,916870,151017
1703,183,2023-03-26,Tecnologia,Monitor,2,430793,83759
1698,183,2023-04-09,Electrodomesticos,Microondas,1,288442,51637
1704,183,2023-08-17,Vestuario,Jeans,1,45163,19342
1700,183,2024-03-27,Tecnologia,Monitor,4,572851,121144
1705,184,2022-01-14,Vestuario,Buzo,1,15917,5099
1709,184,2022-02-19,Electrodomesticos,Microondas,1,252041,46327
1711,184,2022-03-18,Deportes,Casco,2,56576,17315
1710,184,2022-05-05,Vestuario,Pantalon,3,171119,54616
1706,184,2022-05-17,Vestuario,Polera,1,49221,18375
1713,184,2022-05-25,Tecnologia,Smartwatch,1,288966,53521
1714,184,2022-11-08,Electrodomesticos,Secadora,1,113524,20044
1707,184,2022-12-30,Hogar,Hervidor,2,170521,44021
1712,184,2023-01-10,Tecnologia,Mouse,1,334887,65419
1708,184,2023-06-01,Deportes,Bicicleta,1,108474,34589
1715,185,2023-10-05,Hogar,Organizador,1,69654,20545
1720,185,2023-10-06,Deportes,Casco,1,53372,18371
1717,185,2023-10-16,Hogar,Mesa,1,105268,35548
1722,185,2023-12-11,Deportes,Poleron,2,221800,64242
1719,185,2024-01-01,Deportes,Short,1,86602,20007
1723,185,2024-01-24,Deportes,Pesas,3,261330,88160
1718,185,2024-05-31,Deportes,Balon,1,36300,8645
1716,185,2024-06-13,Electrodomesticos,Cocina,1,204736,41121
1721,185,2024-06-14,Electrodomesticos,Horno,1,169931,32216
1724,186,2024-04-18,Deportes,Colchoneta,2,164568,48286
1728,186,2024-06-02,Deportes,Botella,1,110412,34144
1727,186,2024-06-05,Vestuario,Chaqueta,2,100510,35820
1725,186,2024-06-25,Vestuario,Vestido,3,103781,30332
1726,186,2024-07-05,Electrodomesticos,Purificador,2,363584,63466
1729,187,2022-01-28,Deportes,Colchoneta,2,161183,37546
1738,187,2022-02-09,Tecnologia,Teclado,1,329985,57014
1732,187,2022-02-12,Hogar,Hervidor,1,154968,40606
1734,187,2022-03-14,Tecnologia,Impresora,2,452008,69665
1736,187,2022-03-27,Deportes,Botella,2,164463,53092
1735,187,2022-03-31,Tecnologia,Smartwatch,1,128450,22801
1733,187,2022-04-20,Electrodomesticos,Secadora,1,118458,23007
1739,187,2022-06-10,Electrodomesticos,Lavadora,1,123167,24401
1737,187,2022-06-28,Deportes,Pesas,1,56997,17890
1730,187,2022-07-01,Tecnologia,Router,2,154000,28355
1731,187,2022-08-06,Vestuario,Vestido,2,102726,34730
1740,188,2022-06-28,Deportes,Poleron,1,63311,18544
1742,188,2022-07-14,Tecnologia,Monitor,1,173771,32538
1747,188,2022-07-15,Deportes,Guantes,2,146709,41462
1746,188,2022-07-26,Deportes,Short,1,128567,30202
1745,188,2022-09-10,Deportes,Poleron,3,268357,64531
1743,188,2022-10-19,Hogar,Organizador,2,199543,54611
1741,188,2022-11-04,Electrodomesticos,Cocina,1,76349,13509
1744,188,2022-11-06,Hogar,Sofa,1,42277,12059
1750,188,2022-12-23,Vestuario,Calcetines,2,112526,39220
1749,188,2023-01-18,Tecnologia,Monitor,1,255143,42076
1748,188,2023-06-21,Electrodomesticos,Secadora,3,640342,113751
1751,189,2023-09-17,Deportes,Guantes,1,75337,19376
1757,189,2023-09-21,Deportes,Pesas,2,217208,79260
1753,189,2023-09-24,Tecnologia,Smartwatch,3,872347,218533
1755,189,2023-09-26,Tecnologia,Router,4,1087409,183988
1758,189,2023-10-15,Electrodomesticos,Secadora,1,161080,25346
1761,189,2023-11-18,Electrodomesticos,Cocina,2,274916,47476
1754,189,2023-12-01,Vestuario,Jeans,2,44584,12235
1760,189,2023-12-23,Deportes,Bicicleta,2,74753,20790
1752,189,2023-12-24,Vestuario,Buzo,3,78847,22565
1759,189,2024-08-24,Deportes,Guantes,2,110513,31445
1756,189,2024-09-17,Deportes,Balon,4,220200,59017
1762,190,2023-05-22,Electrodomesticos,Purificador,1,117560,19058
1763,190,2023-05-25,Deportes,Guantes,1,60929,17223
1764,190,2023-06-06,Deportes,Casco,2,49000,14095
1767,190,2023-07-23,Vestuario,Polera,1,15634,4104
1765,190,2023-08-18,Hogar,Cafetera,1,100549,26077
1771,190,2023-09-02,Hogar,Cafetera,3,94500,29001
1774,190,2023-09-21,Vestuario,Chaqueta,3,150314,65423
1766,190,2023-09-29,Deportes,Casco,1,60841,21239
1768,190,2023-10-03,Electrodomesticos,Refrigerador,2,385134,49211
1773,190,2023-11-20,Hogar,Termo,2,288845,72561
1769,190,2023-12-10,Vestuario,Chaqueta,1,17913,5239
1772,190,2024-01-24,Deportes,Casco,2,110397,31603
1770,190,2024-06-02,Deportes,Casco,1,58603,16330
1775,191,2022-08-25,Electrodomesticos,Purificador,1,261013,44749
1780,191,2022-08-28,Tecnologia,Router,1,115662,20830
1777,191,2022-10-11,Vestuario,Buzo,2,109746,39049
1778,191,2022-10-26,Vestuario,Gorro,1,37249,13625
1779,191,2022-11-07,Electrodomesticos,Aspiradora,3,625311,109471
1776,191,2023-04-19,Tecnologia,Smartwatch,1,341003,64241
1781,192,2023-05-31,Vestuario,Vestido,5,257277,91345
1785,192,2023-08-13,Hogar,Lampara,4,179722,60188
1783,192,2023-08-27,Deportes,Guantes,1,75263,25942
1787,192,2023-11-12,Hogar,Organizador,2,218299,47153
1782,192,2023-12-12,Electrodomesticos,Horno,1,166947,29498
1786,192,2024-01-12,Hogar,Termo,1,101872,25851
1784,192,2024-05-13,Tecnologia,Smartwatch,1,166265,29962
1788,193,2024-02-23,Hogar,Termo,1,95935,22700
1791,193,2024-03-09,Deportes,Short,1,86012,26154
1794,193,2024-04-07,Electrodomesticos,Horno,2,280633,62850
1790,193,2024-04-10,Vestuario,Buzo,2,63600,15582
1793,193,2024-04-30,Hogar,Mesa,1,85010,27381
1798,193,2024-05-02,Vestuario,Gorro,2,24172,8094
1796,193,2024-05-24,Tecnologia,Tablet,2,474906,104809
1795,193,2024-06-19,Deportes,Balon,3,116620,43885
1799,193,2024-06-21,Vestuario,Polera,1,44225,13447
1792,193,2024-07-20,Deportes,Guantes,1,93962,27488
1789,193,2024-08-20,Hogar,Hervidor,4,235942,60817
1797,193,2024-11-04,Hogar,Cortinas,2,63000,15970
1800,194,2022-08-23,Deportes,Raqueta,1,24500,6411
1802,194,2022-08-24,Tecnologia,Audifonos,1,241592,40536
1810,194,2022-08-24,Tecnologia,Notebook,2,221845,51295
1801,194,2022-09-04,Hogar,Termo,4,195916,53377
1809,194,2022-10-11,Tecnologia,Monitor,2,745122,155330
1808,194,2022-10-17,Vestuario,Gorro,1,31417,12352
1807,194,2022-11-16,Vestuario,Polera,1,52492,19092
1805,194,2022-12-19,Hogar,Organizador,1,67979,19670
1812,194,2022-12-27,Vestuario,Jeans,5,208688,66787
1811,194,2023-01-09,Tecnologia,Smartphone,1,344984,67453
1806,194,2023-01-30,Tecnologia,Router,2,380106,89997
1813,194,2023-03-15,Deportes,Colchoneta,1,41186,12700
1803,194,2023-06-04,Hogar,Silla,4,366464,86869
1804,194,2023-09-11,Tecnologia,Teclado,3,375716,82007
1814,195,2023-04-17,Tecnologia,Smartwatch,2,555276,116950
1825,195,2023-04-17,Tecnologia,Mouse,1,239435,50686
1819,195,2023-04-27,Electrodomesticos,Cocina,2,395435,70587
1824,195,2023-05-09,Tecnologia,Smartwatch,2,623570,132764
1818,195,2023-05-21,Electrodomesticos,Secadora,3,365898,70254
1821,195,2023-06-19,Electrodomesticos,Horno,2,298454,72524
1816,195,2023-06-22,Electrodomesticos,Secadora,2,384669,58597
1820,195,2023-06-29,Tecnologia,Tablet,1,416836,87770
1822,195,2023-08-13,Deportes,Raqueta,1,65381,19316
1823,195,2023-08-30,Tecnologia,Impresora,3,842867,199160
1815,195,2023-09-09,Tecnologia,Smartwatch,1,342726,71187
1817,195,2023-11-29,Hogar,Termo,2,187219,48717
1826,196,2023-08-15,Electrodomesticos,Licuadora,4,892031,112396
1832,196,2023-08-24,Vestuario,Gorro,1,36018,13345
1828,196,2023-09-17,Electrodomesticos,Microondas,2,433780,90155
1827,196,2023-09-20,Vestuario,Calcetines,1,21852,8950
1830,196,2023-10-27,Hogar,Organizador,2,100122,32856
1831,196,2024-01-10,Hogar,Mesa,2,230732,54393
1829,196,2024-05-08,Hogar,Mesa,1,55538,14424
1833,197,2023-12-09,Vestuario,Pantalon,2,76223,29400
1834,197,2023-12-10,Hogar,Cafetera,1,105123,26709
1836,197,2023-12-12,Vestuario,Polera,1,46085,16589
1837,197,2023-12-12,Vestuario,Chaqueta,1,9394,3238
1835,197,2024-04-16,Deportes,Colchoneta,2,112904,33023
1838,197,2024-05-11,Electrodomesticos,Purificador,3,410472,58966
1839,198,2023-01-13,Electrodomesticos,Microondas,3,547026,105788
1845,198,2023-01-23,Electrodomesticos,Purificador,1,281932,51464
1843,198,2023-02-02,Deportes,Botella,1,117923,36954
1844,198,2023-02-04,Hogar,Hervidor,1,100497,31154
1840,198,2023-04-30,Vestuario,Polera,1,26265,8769
1841,198,2023-05-29,Electrodomesticos,Refrigerador,1,147764,31819
1842,198,2024-01-06,Vestuario,Chaqueta,1,36860,9943
1846,199,2023-10-23,Electrodomesticos,Lavadora,1,103082,19744
1848,199,2023-10-27,Hogar,Lampara,1,85045,26295
1849,199,2024-01-31,Vestuario,Zapatillas,1,14807,5001
1847,199,2024-03-18,Electrodomesticos,Aspiradora,1,246645,40790
1850,199,2024-03-18,Hogar,Hervidor,1,76546,23799
1851,200,2022-02-13,Vestuario,Jeans,3,93256,32281
1854,200,2022-02-13,Deportes,Poleron,1,37023,11862
1853,200,2022-02-14,Tecnologia,Notebook,5,1235008,245964
1859,200,2022-02-19,Tecnologia,Tablet,1,258225,56848
1855,200,2022-02-26,Tecnologia,Audifonos,3,1048359,195357
1856,200,2022-02-26,Tecnologia,Teclado,3,781441,163944
1852,200,2022-03-14,Electrodomesticos,Lavadora,1,265668,43404
1857,200,2022-04-02,Deportes,Balon,1,88675,25216
1858,200,2022-04-19,Vestuario,Zapatillas,1,40683,13132
1860,200,2022-06-08,Vestuario,Pantalon,2,67282,23338
1861,201,2022-11-22,Hogar,Termo,1,77563,24413
1865,201,2023-01-04,Electrodomesticos,Licuadora,2,472245,89885
1864,201,2023-01-07,Electrodomesticos,Purificador,2,307995,54632
1866,201,2023-01-17,Vestuario,Pantalon,3,117286,38860
