id_venta,id_cliente,fecha,categoria,producto,unidades,ventas,margen
2921,1336,2023-08-03,Electrodomesticos,Microondas,2,262870,60650
2922,281,2024-09-02,Hogar,Lampara,3,297978,104857
2923,710,2023-12-05,Tecnologia,Monitor,3,269343,90576
2924,303,2024-08-09,Hogar,Lampara,3,155223,52625
2925,465,2024-08-11,Tecnologia,Smartphone,2,214458,42788
2926,340,2023-12-17,Electrodomesticos,Aspiradora,2,81994,18213
2927,1492,2023-06-11,Tecnologia,Tablet,2,94726,24989
2928,423,2023-11-29,Hogar,Silla,3,299382,110380
2929,1180,2023-09-15,Electrodomesticos,Aspiradora,2,135366,39252
2930,1341,2024-01-15,Tecnologia,Smartphone,1,35236,9517
2931,509,2023-08-28,Electrodomesticos,Aspiradora,2,83572,23156
2932,1390,2023-08-23,Hogar,Mesa,1,75823,18764
2933,1029,2024-02-06,Electrodomesticos,Microondas,1,107227,33413
2934,239,2024-05-08,Electrodomesticos,Refrigerador,1,111354,36773
2935,21,2024-09-24,Electrodomesticos,Aspiradora,1,108841,22330
2936,900,2024-02-07,Electrodomesticos,Lavadora,2,45926,11129
2937,765,2024-04-02,Vestuario,Polera,4,473696,119868
2938,910,2024-04-01,Deportes,Bicicleta,3,223494,61254
2939,791,2024-03-18,Electrodomesticos,Aspiradora,3,185370,64713
2940,1273,2023-02-23,Electrodomesticos,Microondas,3,232263,75181
2941,265,2024-03-19,Vestuario,Chaqueta,2,260194,48528
2942,1359,2023-09-03,Vestuario,Polera,1,135494,29714
2943,1326,2024-11-16,Vestuario,Chaqueta,1,112490,30432
2944,1259,2023-11-15,Tecnologia,Smartphone,1,52647,16368
2945,1357,2024-05-04,Vestuario,Pantalon,4,395732,96513
2946,1370,2023-05-10,Vestuario,Polera,1,88550,29443
2947,710,2023-06-22,Hogar,Sofa,1,50708,10289
2948,840,2023-04-24,Tecnologia,Tablet,3,250566,69033
2949,39,2024-03-13,Electrodomesticos,Refrigerador,1,112233,22104
2950,1353,2023-04-07,Tecnologia,Monitor,1,70371,15572
2951,511,2023-04-08,Electrodomesticos,Aspiradora,1,68828,17766
2952,711,2024-01-10,Tecnologia,Monitor,2,183574,35864
2953,278,2023-06-07,Vestuario,Chaqueta,1,82783,20720
2954,159,2023-09-12,Deportes,Raqueta,3,161253,57237
2955,820,2024-05-25,Tecnologia,Notebook,1,81390,21921
2956,824,2023-10-24,Hogar,Sofa,2,227152,77705
2957,1143,2023-06-06,Tecnologia,Tablet,1,123850,25303
2958,260,2024-04-26,Hogar,Mesa,2,156004,57970
2959,352,2023-08-21,Hogar,Mesa,1,69909,18647
2960,684,2023-03-04,Electrodomesticos,Aspiradora,1,51585,13056
2961,156,2024-07-23,Deportes,Balon,1,20093,4516
2962,1092,2023-02-08,Hogar,Silla,3,476733,130254
2963,854,2024-12-08,Vestuario,Zapatillas,2,225808,67850
2964,221,2024-09-05,Hogar,Silla,3,256998,56489
2965,785,2023-09-16,Deportes,Raqueta,1,50604,14093
2966,504,2024-05-19,Electrodomesticos,Refrigerador,1,107068,28415
2967,542,2023-01-26,Electrodomesticos,Microondas,8,655368,216550
2968,75,2024-12-20,Vestuario,Pantalon,1,76905,16083
2969,12,2024-09-21,Vestuario,Pantalon,2,104520,24859
2970,1168,2024-10-19,Hogar,Sofa,2,211266,70903
2971,946,2024-10-02,Vestuario,Pantalon,1,81330,26165
2972,1409,2024-03-31,Electrodomesticos,Microondas,1,98521,21728
2973,366,2024-09-20,Electrodomesticos,Lavadora,1,104123,25598
2974,359,2024-08-27,Vestuario,Zapatillas,3,295329,83344
2975,275,2023-11-20,Electrodomesticos,Aspiradora,1,84714,16793
2976,1098,2024-05-06,Vestuario,Polera,2,222164,44459
2977,1397,2023-03-14,Hogar,Lampara,1,64888,23929
2978,813,2024-04-08,Vestuario,Pantalon,2,222726,63995
2979,1402,2024-10-05,Vestuario,Zapatillas,1,108676,32868
2980,1321,2024-11-27,Hogar,Sofa,2,95916,23041
2981,991,2023-08-03,Deportes,Pesas,1,112801,24416
2982,213,2024-12-31,Hogar,Silla,1,100992,20198
2983,291,2023-07-03,Deportes,Bicicleta,1,5000,1541
2984,170,2023-11-18,Vestuario,Zapatillas,3,158979,52241
2985,749,2024-02-28,Electrodomesticos,Aspiradora,2,225674,85168
2986,75,2023-07-27,Vestuario,Polera,2,208878,43877
2987,1490,2023-11-14,Vestuario,Zapatillas,3,289263,102546
2988,1476,2023-05-15,Vestuario,Zapatillas,1,74291,21317
2989,171,2023-12-05,Hogar,Lampara,2,295740,85403
2990,88,2023-12-21,Vestuario,Polera,2,84660,24038
2991,935,2023-02-11,Tecnologia,Smartphone,2,271576,86837
2992,758,2023-10-21,Vestuario,Zapatillas,5,958990,173240
2993,664,2023-10-31,Deportes,Pesas,2,109080,35625
2994,907,2024-03-23,Deportes,Raqueta,2,184508,47600
2995,896,2023-10-20,Tecnologia,Notebook,3,339630,67826
2996,631,2024-07-02,Electrodomesticos,Lavadora,3,312756,57323
2997,1132,2023-02-27,Vestuario,Polera,3,124020,31106
2998,1336,2024-02-01,Electrodomesticos,Refrigerador,1,53749,16112
2999,811,2024-05-28,Electrodomesticos,Refrigerador,1,99902,22832
3000,778,2024-11-06,Tecnologia,Tablet,1,42408,13726
3001,692,2023-09-28,Hogar,Mesa,2,131718,42976
3002,867,2024-02-03,Tecnologia,Smartphone,1,171591,60132
3003,360,2023-10-03,Deportes,Balon,2,156248,59257
3004,721,2024-07-08,Electrodomesticos,Lavadora,1,111580,20544
3005,435,2024-04-20,Vestuario,Polera,3,203145,41140
3006,1083,2023-06-11,Hogar,Lampara,1,108827,30343
3007,113,2023-08-26,Deportes,Bicicleta,4,520944,149364
3008,222,2024-06-29,Tecnologia,Smartphone,4,166492,57687
3009,1395,2023-11-28,Tecnologia,Smartphone,2,239190,62976
3010,350,2024-01-06,Tecnologia,Notebook,1,122910,37928
3011,885,2024-08-30,Deportes,Bicicleta,1,123266,23359
3012,91,2024-02-29,Vestuario,Zapatillas,2,273848,63981
3013,116,2024-08-04,Vestuario,Chaqueta,1,131687,38673
3014,861,2024-01-05,Hogar,Lampara,6,460956,148027
3015,756,2023-02-26,Electrodomesticos,Microondas,1,69481,20137
3016,827,2024-01-12,Hogar,Silla,4,475244,158076
3017,173,2023-11-09,Hogar,Silla,2,208688,48561
3018,237,2024-03-31,Tecnologia,Notebook,1,107442,25530
3019,646,2023-07-26,Deportes,Raqueta,2,10410,3348
3020,1097,2024-10-16,Electrodomesticos,Aspiradora,2,152418,48257
3021,1220,2024-09-13,Deportes,Balon,1,77882,21173
3022,390,2024-09-22,Tecnologia,Smartphone,1,109330,29249
3023,1029,2024-03-06,Vestuario,Chaqueta,6,483468,109860
3024,433,2024-04-22,Deportes,Raqueta,2,48026,12496
3025,62,2023-03-27,Vestuario,Polera,1,119957,29824
3026,688,2023-01-16,Vestuario,Polera,1,14707,3516
3027,843,2023-01-19,Tecnologia,Smartphone,1,61236,23194
3028,598,2023-03-14,Hogar,Mesa,2,177970,44040
3029,490,2024-08-11,Hogar,Silla,2,193656,45195
3030,718,2023-01-26,Tecnologia,Smartphone,4,267468,85947
3031,1263,2024-10-26,Deportes,Pesas,3,376794,126673
3032,536,2023-02-03,Tecnologia,Tablet,1,95714,35149
3033,181,2024-08-11,Hogar,Mesa,4,386656,100335
3034,219,2023-12-25,Electrodomesticos,Aspiradora,4,457316,138955
3035,49,2023-09-15,Vestuario,Chaqueta,1,124957,42451
3036,1047,2023-09-16,Electrodomesticos,Aspiradora,2,168328,53793
3037,1023,2024-01-29,Tecnologia,Monitor,3,333318,109613
3038,817,2023-11-10,Electrodomesticos,Aspiradora,4,316472,119362
3039,1090,2023-12-19,Hogar,Silla,2,319684,75330
3040,1386,2023-05-13,Deportes,Bicicleta,2,115266,27911
3041,417,2023-10-09,Electrodomesticos,Lavadora,1,97718,18411
3042,503,2023-10-04,Tecnologia,Monitor,3,307035,62596
3043,991,2024-11-07,Deportes,Pesas,1,135410,31576
3044,1177,2023-01-28,Tecnologia,Notebook,3,379647,112414
3045,1381,2023-07-13,Vestuario,Chaqueta,3,471165,176102
3046,434,2024-08-22,Hogar,Sofa,1,31424,6319
3047,780,2023-06-13,Hogar,Mesa,2,22288,6290
3048,347,2023-02-06,Deportes,Pesas,1,90958,18082
3049,1068,2024-11-22,Hogar,Mesa,1,61674,21141
3050,1367,2024-09-16,Vestuario,Chaqueta,3,179859,59715
3051,478,2024-08-15,Tecnologia,Smartphone,3,277323,80565
3052,345,2024-11-23,Deportes,Balon,3,257811,84205
3053,89,2024-10-14,Vestuario,Polera,1,67244,21673
3054,1059,2024-10-21,Deportes,Bicicleta,2,203888,43423
3055,314,2023-04-09,Vestuario,Zapatillas,1,124726,31841
3056,1391,2023-05-21,Vestuario,Chaqueta,1,145699,51647
3057,212,2023-11-19,Tecnologia,Monitor,1,62441,17330
3058,607,2024-09-18,Vestuario,Chaqueta,2,171604,51360
3059,1455,2023-01-21,Vestuario,Zapatillas,4,149328,33416
3060,1229,2023-01-18,Vestuario,Polera,4,200552,68810
3061,826,2023-06-22,Electrodomesticos,Refrigerador,2,96766,28423
3062,1470,2023-05-28,Deportes,Pesas,1,74012,15798
3063,1160,2024-01-19,Vestuario,Chaqueta,1,46462,10166
3064,114,2023-11-02,Deportes,Bicicleta,2,72258,21443
3065,369,2024-10-21,Deportes,Bicicleta,2,284362,60322
3066,74,2023-03-10,Hogar,Silla,2,336786,66761
3067,645,2024-07-24,Deportes,Raqueta,2,60426,11646
3068,238,2024-09-18,Vestuario,Zapatillas,2,217324,77842
3069,1227,2024-05-05,Tecnologia,Tablet,3,404781,81039
3070,588,2023-04-28,Tecnologia,Notebook,1,30899,6415
3071,766,2023-07-22,Deportes,Bicicleta,2,10000,2884
3072,549,2023-06-10,Deportes,Raqueta,1,76634,27000
3073,1432,2024-09-22,Electrodomesticos,Aspiradora,1,110404,39623
3074,1433,2024-05-06,Vestuario,Pantalon,2,10000,2639
3075,766,2023-10-23,Hogar,Sofa,1,77815,16535
3076,252,2024-10-26,Deportes,Raqueta,1,64918,24455
3077,330,2024-02-26,Vestuario,Zapatillas,1,135864,51056
3078,1453,2024-05-08,Deportes,Raqueta,4,478100,106814
3079,1199,2024-03-13,Hogar,Silla,1,109466,23064
3080,753,2023-09-03,Tecnologia,Tablet,1,120260,30947
3081,1447,2024-12-04,Vestuario,Pantalon,1,127854,25019
3082,1422,2023-05-04,Tecnologia,Smartphone,3,128553,37539
3083,948,2024-09-17,Electrodomesticos,Aspiradora,3,380973,87470
3084,485,2024-05-10,Tecnologia,Tablet,5,388340,136656
3085,744,2024-02-05,Vestuario,Polera,6,531120,159739
3086,963,2024-12-19,Vestuario,Zapatillas,3,312279,91842
3087,358,2024-10-10,Tecnologia,Tablet,3,156300,53139
3088,310,2023-01-18,Hogar,Sofa,3,130050,34918
3089,635,2024-04-24,Deportes,Raqueta,1,141192,39966
3090,781,2023-08-20,Tecnologia,Monitor,3,129450,42189
3091,1052,2024-02-18,Deportes,Raqueta,1,91156,19456
3092,1435,2023-01-22,Electrodomesticos,Refrigerador,5,293070,66837
3093,274,2023-05-08,Hogar,Lampara,1,121785,29004
3094,1094,2024-07-22,Tecnologia,Monitor,2,185736,54904
3095,507,2024-02-09,Deportes,Pesas,3,315198,109276
3096,472,2024-04-28,Tecnologia,Monitor,3,15000,4729
3097,857,2023-01-16,Hogar,Silla,1,63930,19654
3098,1173,2024-02-11,Vestuario,Chaqueta,1,174840,37956
3099,1056,2024-03-28,Vestuario,Chaqueta,1,81155,24910
3100,1466,2024-05-26,Tecnologia,Notebook,4,396804,107685
3101,88,2024-04-23,Vestuario,Zapatillas,1,98071,31128
3102,1476,2024-02-14,Tecnologia,Monitor,2,143594,30676
3103,496,2024-12-02,Vestuario,Zapatillas,3,133902,39582
3104,629,2024-04-23,Hogar,Silla,5,377495,126569
3105,1037,2023-04-23,Vestuario,Polera,2,120932,23304
3106,1287,2023-07-30,Vestuario,Zapatillas,1,74454,26949
3107,1355,2023-05-01,Tecnologia,Tablet,4,251720,86249
3108,720,2024-10-21,Hogar,Lampara,2,175002,48355
3109,1466,2023-12-02,Deportes,Balon,2,275232,55124
3110,587,2023-06-19,Tecnologia,Tablet,1,134961,46663
3111,1163,2023-11-10,Tecnologia,Smartphone,1,67290,17053
3112,1179,2023-06-24,Vestuario,Chaqueta,7,822969,237291
3113,107,2023-09-03,Vestuario,Chaqueta,1,109717,27345
3114,1000,2024-06-22,Hogar,Mesa,1,89470,25844
3115,1130,2023-11-10,Vestuario,Pantalon,1,114341,25689
3116,1025,2024-08-30,Hogar,Sofa,2,121040,34142
3117,377,2024-11-01,Deportes,Bicicleta,4,517312,196144
3118,839,2024-11-01,Electrodomesticos,Lavadora,2,271196,54294
3119,234,2023-10-21,Hogar,Mesa,3,292329,57558
3120,151,2024-04-08,Vestuario,Chaqueta,3,354201,109490
3121,523,2023-09-19,Vestuario,Polera,3,356640,113203
3122,828,2024-04-23,Hogar,Mesa,1,121245,22239
3123,382,2024-10-10,Vestuario,Zapatillas,3,316662,105493
3124,548,2024-12-18,Deportes,Bicicleta,1,139245,48284
3125,23,2024-02-22,Vestuario,Pantalon,2,172210,51234
3126,1466,2023-09-01,Tecnologia,Notebook,3,205866,47600
3127,490,2024-10-23,Vestuario,Zapatillas,1,72821,18488
3128,1008,2024-09-03,Tecnologia,Monitor,1,102291,22290
3129,827,2024-11-25,Hogar,Mesa,1,85566,23839
3130,547,2023-09-10,Deportes,Bicicleta,1,5000,1835
3131,1414,2024-08-04,Tecnologia,Notebook,4,344796,65114
3132,619,2024-08-21,Hogar,Mesa,1,88030,33079
3133,1192,2024-09-16,Vestuario,Zapatillas,4,627464,205357
3134,931,2024-02-04,Electrodomesticos,Lavadora,2,248110,65840
3135,452,2024-01-02,Tecnologia,Smartphone,1,108259,38403
3136,542,2024-05-14,Vestuario,Polera,1,120673,40132
3137,1044,2024-02-20,Deportes,Raqueta,1,45491,11131
3138,274,2024-02-04,Electrodomesticos,Aspiradora,2,269076,100285
3139,298,2023-06-18,Tecnologia,Notebook,3,356532,71567
3140,1274,2023-03-06,Electrodomesticos,Aspiradora,2,125030,41670
3141,887,2024-02-11,Tecnologia,Notebook,2,193494,50308
3142,155,2024-01-14,Vestuario,Chaqueta,1,102454,24563
3143,445,2024-02-28,Deportes,Bicicleta,1,73097,23407
3144,93,2023-01-12,Electrodomesticos,Microondas,1,60054,14629
3145,469,2023-11-10,Tecnologia,Monitor,3,108894,25581
3146,130,2024-07-12,Hogar,Silla,1,5000,1352
3147,878,2023-05-17,Hogar,Lampara,2,190394,45697
3148,1246,2024-01-11,Tecnologia,Smartphone,1,60282,18442
3149,758,2023-08-05,Electrodomesticos,Lavadora,2,84230,22573
3150,844,2023-11-26,Deportes,Pesas,1,151357,33949
3151,716,2024-11-03,Electrodomesticos,Microondas,1,85460,30302
3152,104,2024-12-21,Vestuario,Polera,2,200092,42799
3153,469,2023-04-11,Hogar,Lampara,1,122436,22495
3154,243,2023-12-08,Tecnologia,Monitor,1,53595,12087
3155,163,2024-05-27,Vestuario,Pantalon,2,225888,52716
3156,762,2024-05-10,Vestuario,Chaqueta,3,314949,91765
3157,263,2023-09-03,Hogar,Lampara,1,75974,13937
3158,517,2024-05-07,Electrodomesticos,Microondas,3,353556,96005
3159,49,2023-09-15,Electrodomesticos,Lavadora,3,64458,23477
3160,797,2023-01-18,Tecnologia,Smartphone,3,15000,3059
3161,387,2023-12-01,Hogar,Lampara,4,320136,109241
3162,854,2024-12-01,Electrodomesticos,Lavadora,1,143855,54169
3163,1012,2024-01-20,Hogar,Lampara,3,525780,113146
3164,1337,2023-10-22,Deportes,Raqueta,3,372255,82546
3165,1445,2024-01-07,Electrodomesticos,Aspiradora,2,185460,59154
3166,523,2023-09-23,Electrodomesticos,Lavadora,5,508655,181670
3167,1377,2024-07-06,Hogar,Sofa,2,38272,12723
3168,760,2023-11-04,Deportes,Pesas,1,115526,28046
3169,698,2023-06-14,Hogar,Lampara,9,1045764,206916
3170,1237,2023-09-08,Electrodomesticos,Aspiradora,2,136986,48074
3171,886,2023-03-19,Deportes,Raqueta,5,409100,86223
3172,443,2023-04-06,Vestuario,Zapatillas,1,84127,19038
3173,1280,2024-10-05,Tecnologia,Notebook,2,320820,62492
3174,588,2024-02-11,Electrodomesticos,Aspiradora,3,282108,51846
3175,959,2024-03-12,Electrodomesticos,Lavadora,1,89467,30007
3176,89,2024-09-03,Hogar,Lampara,2,168252,56495
3177,1499,2024-05-27,Hogar,Mesa,1,136022,42656
3178,1225,2024-06-12,Deportes,Pesas,1,146026,45769
3179,381,2024-09-06,Deportes,Bicicleta,2,167756,60621
3180,1121,2023-06-12,Deportes,Bicicleta,3,134610,32832
3181,502,2024-02-08,Vestuario,Pantalon,3,442011,138559
3182,440,2023-07-11,Vestuario,Polera,1,92461,27868
3183,214,2024-01-20,Hogar,Mesa,2,157834,38972
3184,1247,2023-10-16,Vestuario,Polera,1,140773,48971
3185,692,2024-04-06,Vestuario,Chaqueta,2,318484,63211
3186,710,2023-10-03,Tecnologia,Tablet,2,272626,53288
3187,1359,2023-07-19,Electrodomesticos,Refrigerador,3,188313,44624
3188,1220,2023-09-14,Hogar,Silla,1,40692,14986
3189,1307,2023-07-13,Electrodomesticos,Lavadora,1,69665,23417
3190,1106,2023-12-07,Electrodomesticos,Lavadora,4,49976,16368
3191,228,2024-01-28,Vestuario,Zapatillas,1,54133,12241
3192,211,2023-04-03,Vestuario,Pantalon,1,35989,9120
3193,1169,2024-01-10,Electrodomesticos,Refrigerador,2,113222,28320
3194,385,2024-11-29,Deportes,Balon,2,122678,31592
3195,1422,2024-04-20,Deportes,Pesas,1,124957,46403
3196,1221,2024-11-23,Electrodomesticos,Aspiradora,2,66116,23791
3197,1478,2024-07-08,Tecnologia,Notebook,1,88297,21807
3198,716,2024-11-11,Tecnologia,Smartphone,2,310162,77093
3199,575,2024-08-28,Hogar,Sofa,5,228720,85081
3200,919,2023-04-29,Hogar,Lampara,4,483256,115406
3201,946,2024-01-19,Vestuario,Chaqueta,4,224448,49934
3202,721,2024-12-22,Hogar,Sofa,3,204735,54725
3203,1157,2024-04-14,Deportes,Raqueta,3,176979,60956
3204,856,2024-02-18,Electrodomesticos,Microondas,2,129746,38313
3205,1007,2024-01-20,Tecnologia,Smartphone,5,442525,142495
3206,620,2024-03-03,Hogar,Mesa,1,66398,14713
3207,535,2023-01-13,Tecnologia,Notebook,3,349125,85981
3208,1097,2023-07-16,Electrodomesticos,Refrigerador,1,73753,14274
3209,1276,2023-06-16,Electrodomesticos,Refrigerador,1,192126,72471
3210,939,2024-04-12,Tecnologia,Smartphone,2,134244,32921
3211,725,2023-07-31,Deportes,Bicicleta,4,262996,88629
3212,81,2024-04-18,Deportes,Pesas,2,200534,36159
3213,1043,2024-10-18,Deportes,Raqueta,1,71052,16284
3214,996,2024-10-01,Tecnologia,Notebook,1,36529,10913
3215,449,2024-08-22,Vestuario,Polera,1,87916,22279
3216,1380,2024-08-15,Electrodomesticos,Refrigerador,1,94381,20472
3217,431,2023-06-01,Electrodomesticos,Refrigerador,2,194830,42972
3218,398,2024-01-22,Hogar,Silla,2,114804,23643
3219,1339,2024-10-10,Hogar,Silla,2,213606,47037
3220,140,2023-08-17,Deportes,Raqueta,1,51712,14287
3221,210,2023-07-13,Hogar,Sofa,2,187844,36429
3222,167,2023-06-13,Tecnologia,Monitor,3,201900,66784
3223,965,2024-07-05,Electrodomesticos,Lavadora,2,263362,58220
3224,729,2024-04-29,Deportes,Raqueta,3,15000,5525
3225,1283,2023-12-07,Deportes,Bicicleta,3,15000,4141
3226,524,2023-02-19,Hogar,Lampara,1,100918,18737
3227,911,2023-02-17,Electrodomesticos,Microondas,3,539043,180772
3228,743,2024-02-27,Electrodomesticos,Lavadora,3,150408,55245
3229,538,2024-12-03,Hogar,Lampara,1,115619,24664
3230,1133,2024-07-23,Vestuario,Zapatillas,1,119824,42095
3231,946,2023-01-29,Electrodomesticos,Microondas,1,11617,4002
3232,786,2024-04-19,Hogar,Silla,4,614708,151882
3233,76,2024-01-15,Deportes,Pesas,1,64276,24375
3234,304,2024-06-11,Hogar,Mesa,1,80713,19426
3235,411,2023-02-06,Electrodomesticos,Lavadora,1,83352,22183
3236,798,2024-10-11,Hogar,Sofa,3,469131,141265
3237,737,2023-01-13,Deportes,Pesas,2,293096,62400
3238,317,2024-05-05,Deportes,Pesas,5,161760,44945
3239,920,2024-03-08,Vestuario,Zapatillas,3,338325,93271
3240,622,2023-04-19,Tecnologia,Smartphone,2,146190,28933
3241,1433,2023-01-25,Tecnologia,Smartphone,1,42638,14052
3242,1262,2024-07-04,Deportes,Raqueta,1,79635,27835
3243,1084,2024-12-17,Tecnologia,Notebook,4,207140,51960
3244,1233,2024-04-29,Electrodomesticos,Aspiradora,4,337736,93368
3245,1027,2024-08-02,Vestuario,Zapatillas,3,210858,67290
3246,412,2024-10-16,Electrodomesticos,Microondas,3,295734,81814
3247,737,2024-04-29,Electrodomesticos,Refrigerador,2,331828,81819
3248,1436,2024-04-03,Deportes,Balon,4,168000,46180
3249,1442,2024-10-24,Vestuario,Polera,2,139420,47363
3250,297,2024-01-06,Hogar,Silla,1,91404,26635
3251,1266,2024-12-05,Electrodomesticos,Microondas,3,263661,64879
3252,1486,2023-09-04,Tecnologia,Tablet,1,122377,31545
3253,1465,2023-08-07,Vestuario,Pantalon,3,369189,114149
3254,1478,2023-08-21,Hogar,Lampara,2,146468,42683
3255,1426,2023-04-12,Vestuario,Polera,4,268092,53450
3256,555,2023-06-13,Vestuario,Zapatillas,2,151628,44011
3257,1258,2023-07-13,Hogar,Lampara,4,276684,101413
3258,1449,2024-12-06,Vestuario,Pantalon,2,187858,68899
3259,731,2023-12-15,Tecnologia,Monitor,1,124592,37259
3260,450,2024-12-06,Electrodomesticos,Refrigerador,4,343484,70331
3261,646,2024-11-11,Tecnologia,Notebook,2,215062,49527
3262,1146,2023-03-17,Deportes,Bicicleta,1,5000,1784
3263,1123,2023-01-02,Hogar,Silla,1,59281,21330
3264,427,2023-12-29,Vestuario,Pantalon,2,127348,41530
3265,940,2024-04-30,Hogar,Lampara,1,124931,42547
3266,941,2024-09-01,Tecnologia,Smartphone,5,826305,195187
3267,737,2023-05-05,Deportes,Balon,3,320196,90383
3268,339,2023-07-21,Tecnologia,Tablet,2,72796,20172
3269,5,2023-10-21,Vestuario,Polera,5,788720,250844
3270,631,2023-02-18,Deportes,Bicicleta,1,28373,10747
3271,1318,2024-06-22,Tecnologia,Monitor,1,56001,15074
3272,969,2023-07-02,Deportes,Bicicleta,1,77801,26863
3273,5,2024-09-22,Deportes,Bicicleta,3,464154,145002
3274,887,2023-06-14,Electrodomesticos,Microondas,1,93864,22653
3275,15,2024-12-28,Vestuario,Polera,2,224652,58590
3276,778,2023-11-07,Electrodomesticos,Refrigerador,3,227664,80573
3277,748,2023-07-13,Vestuario,Chaqueta,4,502424,100541
3278,152,2024-04-13,Hogar,Sofa,1,116285,36796
3279,753,2023-02-10,Electrodomesticos,Lavadora,1,45897,8998
3280,1222,2023-09-08,Vestuario,Pantalon,1,54971,13658
3281,1444,2024-01-23,Electrodomesticos,Lavadora,5,94855,31664
3282,264,2024-04-24,Electrodomesticos,Refrigerador,1,57362,13847
3283,308,2024-03-06,Vestuario,Zapatillas,1,126793,27552
3284,767,2023-07-31,Vestuario,Polera,2,226490,48045
3285,1411,2023-03-03,Tecnologia,Notebook,7,789950,238553
3286,947,2023-08-01,Hogar,Lampara,4,551136,183163
3287,1232,2023-09-21,Hogar,Mesa,3,549375,130413
3288,330,2024-03-28,Hogar,Lampara,1,93849,26902
3289,1267,2024-08-07,Electrodomesticos,Refrigerador,2,245538,74962
3290,1290,2023-10-29,Electrodomesticos,Microondas,2,92730,24359
3291,423,2024-12-17,Tecnologia,Smartphone,1,150815,31699
3292,110,2023-10-09,Electrodomesticos,Lavadora,2,233174,46544
3293,1197,2023-05-20,Tecnologia,Monitor,1,87153,18247
3294,218,2023-02-01,Electrodomesticos,Aspiradora,6,254436,73885
3295,305,2024-11-15,Tecnologia,Notebook,4,434036,161615
3296,90,2024-12-05,Deportes,Balon,1,146299,32492
3297,708,2024-09-04,Vestuario,Chaqueta,1,120093,37131
3298,362,2024-03-14,Tecnologia,Monitor,1,79619,26198
3299,236,2023-04-18,Vestuario,Pantalon,1,60630,13732
3300,727,2023-01-24,Hogar,Mesa,4,409096,85093
3301,426,2024-08-31,Deportes,Raqueta,1,77610,28319
3302,1245,2024-01-22,Electrodomesticos,Aspiradora,4,463080,147618
3303,417,2023-12-04,Electrodomesticos,Microondas,3,331515,82842
3304,1035,2024-12-05,Hogar,Sofa,2,255694,60461
3305,296,2023-03-17,Electrodomesticos,Microondas,1,113876,42860
3306,286,2023-05-18,Electrodomesticos,Microondas,1,102303,32483
3307,417,2024-06-14,Hogar,Mesa,3,15000,4176
3308,629,2024-06-22,Vestuario,Zapatillas,2,186210,46353
3309,632,2024-09-08,Electrodomesticos,Aspiradora,3,425055,140830
3310,1284,2023-04-08,Vestuario,Polera,1,81411,19256
3311,185,2024-06-15,Electrodomesticos,Microondas,4,429544,161826
3312,111,2024-05-18,Hogar,Silla,1,152022,31228
3313,330,2024-11-16,Hogar,Sofa,1,60548,19593
3314,240,2024-09-01,Electrodomesticos,Refrigerador,2,130622,26910
3315,607,2024-08-08,Tecnologia,Monitor,4,401560,107582
3316,820,2023-10-27,Vestuario,Polera,5,200485,38232
3317,138,2023-08-30,Tecnologia,Notebook,1,80435,23558
3318,229,2023-11-28,Deportes,Bicicleta,2,60628,17373
3319,760,2024-10-31,Vestuario,Zapatillas,1,114590,32458
3320,820,2024-03-11,Tecnologia,Smartphone,2,189172,69020
3321,1420,2024-01-06,Tecnologia,Monitor,3,234351,44456
3322,1018,2024-08-12,Electrodomesticos,Microondas,1,27199,6735
3323,336,2024-07-20,Hogar,Sofa,1,73329,25967
3324,1233,2023-10-22,Deportes,Raqueta,1,113500,34175
3325,1274,2024-09-09,Deportes,Raqueta,1,128644,46266
3326,559,2023-03-01,Electrodomesticos,Lavadora,4,318752,91144
3327,587,2024-05-20,Tecnologia,Monitor,2,83776,15998
3328,714,2024-06-02,Tecnologia,Monitor,3,309741,57033
3329,675,2023-06-14,Deportes,Raqueta,2,151388,31589
3330,147,2024-10-09,Deportes,Bicicleta,1,35224,7701
3331,587,2023-12-03,Deportes,Balon,5,633230,216970
3332,938,2023-10-27,Hogar,Sofa,4,345796,72584
3333,385,2024-11-23,Tecnologia,Tablet,1,67557,22409
3334,633,2023-07-06,Electrodomesticos,Microondas,3,503568,149511
3335,1134,2023-09-02,Vestuario,Zapatillas,2,102904,36584
3336,741,2024-03-27,Electrodomesticos,Refrigerador,1,77969,14191
3337,1327,2024-01-06,Electrodomesticos,Refrigerador,2,32800,11108
3338,80,2023-11-04,Deportes,Pesas,3,201312,46561
3339,1094,2023-08-08,Tecnologia,Monitor,6,622272,148777
3340,486,2024-03-20,Electrodomesticos,Microondas,3,238542,90612
3341,1424,2023-06-04,Vestuario,Chaqueta,2,358370,130286
3342,52,2024-07-06,Deportes,Balon,1,101856,20796
3343,780,2023-04-27,Tecnologia,Monitor,2,347028,74329
3344,1382,2023-04-29,Hogar,Sofa,2,108602,40721
3345,998,2023-08-04,Vestuario,Pantalon,5,466185,150595
3346,1076,2023-09-30,Electrodomesticos,Lavadora,3,256419,59052
3347,1005,2023-06-23,Vestuario,Pantalon,1,83879,26954
3348,901,2024-12-11,Vestuario,Zapatillas,1,16424,4176
3349,499,2024-05-18,Deportes,Raqueta,2,268882,48605
3350,195,2024-01-22,Deportes,Pesas,4,485572,135020
