fecha,categoria,region,segmento,ventas,beneficio
2023-11-30,Electrodomesticos,Sur,Retail,146634,23361
2024-01-04,Tecnologia,Sur,Retail,146089,24957
2023-12-28,Vestuario,Sur,Retail,24787,8038
2023-04-21,Deportes,Sur,Retail,67992,15738
2024-10-13,Tecnologia,Norte,Retail,122669,24170
2023-07-07,Vestuario,Sur,Empresa,86624,31874
2023-06-13,Vestuario,Centro,Retail,52298,20134
2024-11-02,Vestuario,Sur,Empresa,33331,12832
2023-12-30,Vestuario,Sur,Empresa,49812,17731
2024-04-18,Tecnologia,Norte,Empresa,226189,55978
2024-01-03,Vestuario,Sur,Empresa,15476,5383
2024-05-04,Vestuario,Norte,Retail,90416,35905
2024-03-27,Deportes,Sur,Empresa,71850,20345
2023-09-20,Electrodomesticos,Sur,Empresa,123886,26662
2023-07-22,Deportes,Norte,Empresa,75844,20684
2024-12-23,Electrodomesticos,Sur,Retail,203622,34953
2024-03-02,Tecnologia,Centro,Empresa,132291,27812
2024-01-13,Tecnologia,Sur,Retail,128921,23786
2024-05-11,Deportes,Norte,Empresa,81222,24458
2024-01-27,Electrodomesticos,Sur,Empresa,42715,5225
2023-06-23,Tecnologia,Centro,Empresa,216740,54710
2023-10-12,Vestuario,Centro,Empresa,85935,29615
2023-02-25,Deportes,Sur,Empresa,70336,18686
2024-04-01,Deportes,Sur,Retail,23997,7323
2023-02-05,Deportes,Sur,Empresa,50012,15304
2023-04-17,Tecnologia,Centro,Retail,204882,38564
2024-01-19,Vestuario,Norte,Retail,61973,23077
2023-02-06,Electrodomesticos,Sur,Retail,257694,50348
2023-07-21,Electrodomesticos,Sur,Empresa,120482,20544
2024-01-17,Vestuario,Sur,Retail,43963,13572
2023-06-26,Deportes,Centro,Retail,82192,25034
2024-07-14,Vestuario,Centro,Empresa,77454,25763
2023-10-14,Deportes,Sur,Empresa,54283,19081
2023-03-03,Electrodomesticos,Norte,Retail,208046,32928
2024-12-17,Deportes,Centro,Empresa,46094,14645
2024-03-24,Hogar,Sur,Retail,80218,22128
2024-07-11,Electrodomesticos,Sur,Retail,137991,30892
2024-05-08,Deportes,Norte,Empresa,35957,9444
2024-07-06,Vestuario,Sur,Retail,43105,15790
2023-12-30,Deportes,Centro,Retail,56021,14069
2023-09-26,Vestuario,Sur,Retail,41046,13016
2024-09-21,Electrodomesticos,Sur,Empresa,228451,45571
2023-03-22,Vestuario,Sur,Empresa,33390,11293
2023-05-16,Deportes,Centro,Empresa,86831,29109
2024-02-25,Tecnologia,Centro,Empresa,125589,31738
2023-04-01,Tecnologia,Norte,Retail,243066,64714
2024-01-27,Tecnologia,Sur,Empresa,241750,44384
2023-08-18,Vestuario,Sur,Retail,46988,16989
2023-12-25,Hogar,Centro,Empresa,109192,32952
2024-01-18,Deportes,Sur,Retail,59275,18261
2024-10-03,Deportes,Centro,Empresa,59688,14359
2023-08-24,Deportes,Norte,Retail,58322,15586
2024-03-17,Tecnologia,Norte,Empresa,214914,57544
2023-07-23,Vestuario,Centro,Retail,46529,16255
2024-03-10,Deportes,Sur,Empresa,63226,18584
2024-10-31,Electrodomesticos,Centro,Empresa,154364,27742
2023-10-01,Tecnologia,Centro,Retail,240640,52648
2023-12-23,Deportes,Sur,Retail,58447,15853
2024-06-08,Hogar,Sur,Retail,81473,23442
2024-03-29,Electrodomesticos,Norte,Empresa,223891,41148
2023-06-08,Deportes,Centro,Empresa,74530,22858
2024-04-01,Deportes,Sur,Empresa,31665,9241
2024-08-12,Electrodomesticos,Sur,Retail,198723,37908
2024-04-20,Deportes,Sur,Empresa,71229,20777
2024-05-14,Deportes,Centro,Empresa,85925,24644
2024-04-29,Tecnologia,Centro,Retail,293702,65055
2023-11-07,Electrodomesticos,Norte,Empresa,217307,36680
2023-06-06,Tecnologia,Sur,Retail,172757,40178
2024-10-01,Deportes,Centro,Empresa,63879,18038
2024-05-30,Deportes,Norte,Retail,113887,35788
2024-08-24,Hogar,Norte,Empresa,118469,29471
2024-12-18,Tecnologia,Norte,Empresa,165727,34888
2023-12-27,Electrodomesticos,Sur,Empresa,139963,23530
2024-05-05,Deportes,Centro,Retail,88267,25773
2024-04-03,Vestuario,Sur,Empresa,71615,26100
2023-10-29,Tecnologia,Norte,Retail,166884,35212
2024-01-12,Deportes,Centro,Retail,16169,5237
2024-10-28,Electrodomesticos,Sur,Retail,46269,8735
2024-11-27,Electrodomesticos,Centro,Retail,160646,28896
2024-01-01,Electrodomesticos,Sur,Retail,202294,39061
2023-11-14,Vestuario,Norte,Empresa,35958,14095
2023-12-25,Tecnologia,Sur,Empresa,156666,35194
2024-02-23,Deportes,Sur,Empresa,74168,24203
2023-05-22,Deportes,Sur,Empresa,81662,26698
2024-04-08,Vestuario,Norte,Empresa,52444,16023
2023-09-20,Tecnologia,Sur,Retail,171356,41095
2023-10-24,Vestuario,Norte,Retail,12436,4133
2023-04-29,Hogar,Centro,Retail,56735,18101
2024-04-22,Electrodomesticos,Centro,Empresa,198867,34402
2023-04-21,Deportes,Centro,Empresa,101911,30492
2024-08-07,Vestuario,Centro,Retail,68484,23477
2024-04-26,Electrodomesticos,Centro,Retail,151866,25911
2024-10-26,Electrodomesticos,Centro,Empresa,243479,46949
2023-02-01,Vestuario,Sur,Empresa,45844,16502
2024-12-07,Vestuario,Centro,Empresa,55656,20238
2023-12-29,Electrodomesticos,Norte,Retail,339207,66211
2024-09-19,Vestuario,Norte,Empresa,59606,20369
2024-09-05,Vestuario,Centro,Retail,41354,14315
2024-05-12,Hogar,Centro,Retail,46835,13548
2023-09-24,Hogar,Norte,Retail,85978,22025
2024-06-16,Hogar,Norte,Empresa,99767,29630
2024-02-11,Tecnologia,Sur,Empresa,216279,51927
2023-01-19,Hogar,Norte,Empresa,32737,8843
2023-08-30,Deportes,Norte,Empresa,59078,17249
2023-08-31,Hogar,Norte,Empresa,123335,27660
2023-04-28,Tecnologia,Sur,Retail,174043,36832
2024-01-06,Electrodomesticos,Sur,Empresa,286826,46616
2023-06-07,Electrodomesticos,Norte,Retail,147951,29994
2024-03-19,Vestuario,Sur,Retail,20902,8711
2024-06-30,Electrodomesticos,Norte,Empresa,202228,36189
2023-10-05,Vestuario,Norte,Retail,66632,23648
2024-02-23,Tecnologia,Centro,Empresa,84005,17394
2024-03-12,Vestuario,Norte,Empresa,29460,10866
2024-01-09,Hogar,Norte,Empresa,120819,32768
2024-05-28,Hogar,Norte,Retail,92996,28310
2024-01-20,Deportes,Norte,Empresa,47365,16265
2023-11-20,Deportes,Centro,Retail,72232,21487
2024-02-18,Electrodomesticos,Centro,Empresa,90516,16796
2023-12-02,Electrodomesticos,Sur,Retail,188820,32053
2023-11-29,Hogar,Norte,Retail,130238,36800
2024-09-19,Electrodomesticos,Centro,Retail,194030,38250
2024-09-01,Deportes,Centro,Retail,10000,2702
2024-11-22,Tecnologia,Norte,Empresa,209412,39879
2024-06-14,Tecnologia,Centro,Empresa,179555,48418
2024-11-07,Tecnologia,Centro,Empresa,181703,41479
2023-08-14,Tecnologia,Sur,Retail,186470,41342
2024-02-11,Electrodomesticos,Norte,Empresa,84312,14863
2023-04-28,Electrodomesticos,Norte,Empresa,242264,44645
2023-03-27,Electrodomesticos,Centro,Retail,214667,40957
2023-07-29,Vestuario,Norte,Empresa,70410,24698
2024-08-27,Tecnologia,Centro,Retail,190496,37280
2024-09-26,Electrodomesticos,Centro,Retail,136011,29640
2023-01-15,Deportes,Centro,Retail,73871,22179
2023-11-10,Hogar,Sur,Empresa,52457,15406
2023-07-24,Vestuario,Centro,Empresa,43955,14009
2024-05-13,Vestuario,Sur,Retail,34048,12605
2024-07-09,Vestuario,Sur,Empresa,54217,16819
2024-09-18,Deportes,Norte,Retail,94248,27828
2024-06-26,Vestuario,Norte,Empresa,59012,18896
2023-02-16,Deportes,Centro,Retail,43028,13872
2023-07-03,Electrodomesticos,Sur,Empresa,200252,36136
2024-08-28,Vestuario,Norte,Empresa,34122,10754
2024-08-15,Tecnologia,Centro,Empresa,128343,24241
2023-08-14,Tecnologia,Centro,Empresa,247890,58819
2024-08-19,Hogar,Centro,Empresa,94841,28959
2023-08-07,Deportes,Norte,Empresa,36125,10714
2023-07-02,Tecnologia,Sur,Empresa,180597,45679
2023-05-26,Electrodomesticos,Norte,Empresa,221266,41098
2023-05-17,Electrodomesticos,Norte,Retail,136571,25673
2024-09-15,Hogar,Centro,Empresa,103556,28895
2024-02-09,Deportes,Norte,Empresa,14301,4787
2023-05-06,Vestuario,Norte,Empresa,57704,24710
2024-07-28,Tecnologia,Centro,Retail,114507,21027
2024-07-31,Deportes,Sur,Empresa,66065,20490
2024-02-15,Deportes,Sur,Retail,93634,29650
2023-11-09,Vestuario,Centro,Retail,41577,12144
2023-05-23,Electrodomesticos,Sur,Empresa,188321,35919
2024-07-11,Deportes,Norte,Retail,52647,14159
2023-02-04,Tecnologia,Sur,Retail,160403,38821
2024-06-29,Deportes,Norte,Retail,39931,13048
2023-06-15,Hogar,Centro,Retail,114648,38354
2023-12-04,Tecnologia,Sur,Empresa,279036,55865
2024-04-19,Tecnologia,Sur,Retail,121788,28537
2023-01-17,Vestuario,Sur,Empresa,54469,18788
2024-04-24,Deportes,Centro,Empresa,16560,4536
2024-12-31,Deportes,Sur,Empresa,99011,30359
2023-05-22,Deportes,Centro,Empresa,10000,2347
2023-08-12,Tecnologia,Sur,Empresa,168895,39552
2024-01-01,Hogar,Sur,Empresa,98388,24841
2023-07-07,Vestuario,Norte,Retail,26702,9242
2024-05-08,Electrodomesticos,Norte,Retail,132206,22371
2023-10-07,Tecnologia,Sur,Empresa,202470,49273
2024-03-16,Hogar,Centro,Empresa,52338,17344
2023-09-06,Tecnologia,Norte,Retail,171291,38367
2023-05-30,Electrodomesticos,Centro,Empresa,144384,22638
2024-09-14,Electrodomesticos,Centro,Retail,152381,32237
2023-02-20,Electrodomesticos,Centro,Empresa,159885,27171
2024-02-25,Deportes,Norte,Retail,65829,21156
2023-01-26,Tecnologia,Centro,Empresa,150919,36970
2024-07-25,Deportes,Sur,Retail,75132,23103
2023-11-28,Deportes,Sur,Empresa,54830,16195
2023-08-15,Hogar,Centro,Retail,94946,27937
2024-07-18,Tecnologia,Centro,Empresa,218109,51076
2023-06-28,Hogar,Norte,Empresa,99167,30264
2024-01-25,Tecnologia,Centro,Empresa,134553,27772
2023-09-18,Vestuario,Norte,Empresa,54324,18252
2023-08-23,Deportes,Centro,Empresa,76026,24455
2023-07-12,Tecnologia,Norte,Retail,244797,52133
2024-09-23,Vestuario,Centro,Retail,49894,18493
2024-09-21,Vestuario,Centro,Retail,57911,18254
2024-07-15,Deportes,Norte,Retail,102693,24739
2024-09-08,Deportes,Sur,Empresa,61681,17718
2023-05-30,Hogar,Centro,Empresa,78153,21173
2024-01-24,Hogar,Centro,Retail,96087,28958
2023-10-31,Hogar,Sur,Empresa,148158,31328
2023-12-29,Vestuario,Norte,Empresa,57430,18915
2024-07-16,Vestuario,Centro,Retail,41493,16716
2024-08-01,Hogar,Sur,Retail,87253,25467
2024-11-21,Electrodomesticos,Norte,Retail,205653,38089
2024-08-13,Tecnologia,Norte,Retail,249009,57166
2024-09-23,Vestuario,Sur,Retail,42700,16962
2024-04-06,Hogar,Sur,Empresa,107662,29594
2024-06-24,Electrodomesticos,Centro,Retail,138427,22282
2023-02-05,Vestuario,Centro,Retail,61275,24464
2024-08-01,Deportes,Sur,Retail,99226,29338
2023-04-14,Hogar,Norte,Retail,134715,33088
2024-04-17,Tecnologia,Sur,Empresa,148656,31275
2023-11-18,Deportes,Centro,Retail,35642,12274
2024-02-12,Tecnologia,Sur,Retail,185438,46938
2023-11-02,Tecnologia,Sur,Empresa,276468,72871
2024-05-04,Tecnologia,Sur,Retail,273014,63128
2023-05-02,Hogar,Sur,Retail,36789,9950
2023-07-13,Hogar,Sur,Retail,103870,32987
2023-01-08,Tecnologia,Sur,Empresa,148168,32246
2023-09-06,Vestuario,Sur,Retail,62446,19106
2023-10-26,Deportes,Centro,Retail,58866,18521
2023-05-01,Vestuario,Centro,Retail,62052,22109
2024-02-03,Vestuario,Norte,Retail,67960,21249
2023-04-03,Electrodomesticos,Centro,Retail,53066,10154
2023-03-28,Tecnologia,Norte,Retail,216209,39030
2023-10-07,Deportes,Centro,Retail,48861,13713
2024-10-19,Deportes,Norte,Empresa,41164,14029
2023-08-19,Deportes,Centro,Empresa,18285,5926
2024-02-06,Deportes,Sur,Retail,97629,28890
2024-05-12,Hogar,Norte,Retail,119388,29725
2023-03-16,Tecnologia,Sur,Empresa,223139,44317
2024-01-06,Electrodomesticos,Centro,Retail,247049,48494
2024-12-20,Vestuario,Sur,Empresa,42850,12887
2024-07-27,Tecnologia,Centro,Retail,242515,50674
2024-06-22,Electrodomesticos,Norte,Retail,177276,31181
2024-10-06,Hogar,Sur,Empresa,107704,28821
2023-05-26,Tecnologia,Sur,Retail,52146,11454
2024-09-05,Hogar,Norte,Retail,137431,40127
2023-10-04,Deportes,Centro,Retail,49195,13316
2023-04-18,Deportes,Sur,Retail,55383,17725
2024-04-10,Tecnologia,Sur,Retail,83943,21480
2024-06-26,Vestuario,Centro,Empresa,34856,11808
2024-04-08,Electrodomesticos,Sur,Retail,255630,44273
2024-12-24,Hogar,Norte,Retail,83884,20604
2024-01-21,Deportes,Norte,Retail,38645,13804
2023-05-12,Electrodomesticos,Centro,Empresa,190524,36474
2023-11-08,Vestuario,Sur,Empresa,44458,10795
2024-02-25,Hogar,Sur,Empresa,172417,40050
2024-11-15,Vestuario,Centro,Empresa,42467,13857
2024-05-27,Tecnologia,Sur,Empresa,223569,45162
2023-07-30,Hogar,Centro,Empresa,75140,20834
2024-01-29,Electrodomesticos,Sur,Empresa,210536,36749
2023-12-21,Tecnologia,Sur,Retail,149214,27072
2024-05-01,Deportes,Norte,Retail,25695,6597
2024-06-27,Electrodomesticos,Norte,Retail,135107,25830
2023-09-27,Hogar,Centro,Empresa,64916,20021
2023-04-26,Electrodomesticos,Sur,Retail,227975,40183
2023-06-22,Hogar,Sur,Empresa,132098,34925
2023-04-04,Vestuario,Centro,Retail,10000,3991
2024-03-30,Electrodomesticos,Centro,Retail,113934,23625
2023-03-08,Electrodomesticos,Sur,Empresa,109550,15282
2023-10-30,Vestuario,Sur,Retail,48186,13692
2023-03-28,Vestuario,Norte,Empresa,56736,17261
2023-06-25,Tecnologia,Norte,Retail,163283,41082
2024-01-29,Vestuario,Norte,Empresa,33996,12884
2024-12-23,Deportes,Sur,Retail,87161,24272
2023-08-24,Hogar,Sur,Retail,98288,30593
2023-01-14,Tecnologia,Norte,Retail,177054,43014
2023-10-30,Vestuario,Norte,Empresa,66184,25463
2023-10-15,Vestuario,Norte,Empresa,58828,23004
2024-04-12,Deportes,Centro,Retail,48650,14749
2023-05-25,Tecnologia,Centro,Retail,121798,25946
2024-10-06,Deportes,Centro,Retail,55344,17840
2023-09-10,Vestuario,Norte,Retail,39878,15261
2023-01-25,Tecnologia,Norte,Empresa,10000,2568
2023-01-01,Electrodomesticos,Sur,Retail,126275,18082
2023-11-07,Tecnologia,Centro,Retail,218698,52004
2024-01-03,Vestuario,Norte,Retail,54360,22758
2023-10-05,Tecnologia,Norte,Retail,170155,37087
2024-03-04,Electrodomesticos,Sur,Empresa,166242,26716
2024-09-22,Deportes,Sur,Empresa,42616,14365
2023-03-12,Vestuario,Norte,Retail,50789,16707
2023-08-08,Tecnologia,Norte,Retail,188975,45844
2024-10-30,Vestuario,Norte,Retail,36258,12569
2024-07-19,Electrodomesticos,Centro,Empresa,209579,41710
2024-05-01,Hogar,Sur,Empresa,13504,3364
2024-06-18,Tecnologia,Norte,Retail,251951,49749
2023-03-29,Deportes,Centro,Retail,64953,22768
2024-07-03,Deportes,Norte,Empresa,77611,23881
2024-12-10,Hogar,Norte,Empresa,103264,28909
2023-01-13,Vestuario,Sur,Retail,49477,19384
2023-07-11,Vestuario,Centro,Empresa,23796,8224
2023-07-12,Vestuario,Sur,Empresa,48415,17787
2023-05-13,Tecnologia,Sur,Retail,191416,40142
2023-06-13,Electrodomesticos,Norte,Empresa,246719,48267
2024-11-21,Deportes,Centro,Empresa,70138,21917
2024-12-17,Electrodomesticos,Norte,Retail,268869,49420
2024-11-27,Electrodomesticos,Centro,Empresa,185368,30226
2024-08-19,Tecnologia,Norte,Retail,227846,50205
2024-01-30,Tecnologia,Sur,Empresa,104792,28477
2023-07-10,Electrodomesticos,Norte,Retail,150803,29397
2024-07-29,Deportes,Sur,Empresa,45053,15868
2023-11-29,Vestuario,Norte,Empresa,55807,17133
2024-04-27,Hogar,Centro,Retail,71951,17008
2023-01-28,Electrodomesticos,Centro,Empresa,131214,28883
2023-07-12,Hogar,Sur,Retail,13961,3048
2024-01-17,Electrodomesticos,Centro,Empresa,108665,18824
2023-11-08,Electrodomesticos,Norte,Retail,162178,25428
2024-08-09,Vestuario,Norte,Empresa,55517,19316
2023-07-28,Vestuario,Norte,Empresa,22179,8105
2024-07-29,Vestuario,Norte,Empresa,48032,16661
2024-06-09,Deportes,Centro,Retail,28752,8689
2024-12-06,Hogar,Norte,Empresa,62246,15081
2024-01-02,Vestuario,Norte,Retail,42962,14466
2024-01-06,Hogar,Centro,Retail,126426,34814
2023-09-21,Electrodomesticos,Centro,Retail,328679,74921
2024-01-24,Hogar,Centro,Retail,64812,16104
2023-01-11,Deportes,Centro,Empresa,80196,23114
2024-01-20,Tecnologia,Centro,Retail,218707,40958
2024-05-14,Hogar,Norte,Retail,118075,35004
2024-01-04,Deportes,Sur,Retail,61073,19358
2023-11-20,Hogar,Sur,Retail,60559,16388
2024-04-24,Deportes,Centro,Retail,47636,15485
2024-12-20,Tecnologia,Sur,Retail,105426,19868
2023-09-26,Hogar,Norte,Retail,75177,24697
2023-10-19,Hogar,Centro,Empresa,75718,20512
2024-07-06,Vestuario,Sur,Empresa,29896,11377
2023-09-24,Vestuario,Norte,Empresa,35942,11392
2023-11-12,Hogar,Centro,Empresa,109718,29598
2023-01-01,Deportes,Centro,Empresa,44765,13739
2024-08-03,Electrodomesticos,Sur,Retail,190874,37140
2024-01-10,Tecnologia,Sur,Empresa,186146,44592
2024-02-18,Tecnologia,Centro,Empresa,139226,31851
2023-08-01,Tecnologia,Centro,Retail,101351,18580
2023-07-20,Tecnologia,Sur,Empresa,151404,34888
2024-01-08,Hogar,Centro,Retail,97310,25591
2023-04-17,Tecnologia,Centro,Empresa,61883,12685
2023-07-12,Electrodomesticos,Centro,Empresa,226936,44254
2024-08-25,Hogar,Centro,Retail,94150,26869
2023-10-09,Tecnologia,Centro,Empresa,139372,32298
2023-02-18,Deportes,Norte,Retail,73452,18730
2023-04-23,Hogar,Sur,Empresa,68541,22628
2023-07-19,Deportes,Centro,Retail,71117,23616
2024-11-23,Electrodomesticos,Norte,Retail,177978,28874
2024-03-31,Electrodomesticos,Centro,Empresa,195789,37387
2023-01-11,Electrodomesticos,Norte,Empresa,218168,42653
2023-06-04,Hogar,Centro,Retail,61468,18215
2023-03-14,Tecnologia,Sur,Retail,275978,51521
2024-06-18,Vestuario,Centro,Empresa,46799,16445
2024-11-01,Hogar,Centro,Retail,60381,16101
2023-03-12,Tecnologia,Centro,Retail,208883,54750
2023-02-18,Deportes,Norte,Empresa,62369,18876
2024-06-22,Tecnologia,Norte,Empresa,148293,25794
2023-08-22,Vestuario,Centro,Retail,42172,13479
2023-04-05,Electrodomesticos,Norte,Retail,216337,32479
2024-12-12,Tecnologia,Sur,Retail,111425,25899
2023-11-04,Vestuario,Sur,Empresa,41769,15000
2024-04-23,Hogar,Centro,Empresa,115804,30128
2023-03-20,Vestuario,Norte,Empresa,50746,17384
2023-07-29,Hogar,Centro,Retail,73749,20231
2023-04-05,Electrodomesticos,Sur,Empresa,228906,35608
2024-09-24,Vestuario,Norte,Retail,97876,39191
2023-08-25,Tecnologia,Sur,Empresa,142895,30937
2023-11-17,Electrodomesticos,Norte,Retail,140627,25826
2023-12-14,Vestuario,Centro,Retail,47113,18680
2023-03-26,Hogar,Sur,Retail,145857,45355
2023-02-02,Vestuario,Centro,Empresa,42268,15044
2023-02-03,Electrodomesticos,Centro,Empresa,121697,20557
2023-10-31,Tecnologia,Norte,Empresa,273368,63708
2024-11-26,Vestuario,Norte,Retail,30359,11790
2023-09-21,Tecnologia,Sur,Empresa,191264,47852
2023-02-28,Hogar,Sur,Retail,77129,20535
2024-12-15,Hogar,Centro,Empresa,108387,31694
2024-09-29,Hogar,Norte,Empresa,87033,20078
2023-05-29,Electrodomesticos,Sur,Empresa,208973,35822
2024-05-13,Electrodomesticos,Centro,Empresa,309576,49027
2024-09-19,Electrodomesticos,Sur,Empresa,187629,33247
2023-05-11,Vestuario,Norte,Empresa,55561,18520
2023-12-03,Vestuario,Norte,Retail,60773,21884
2024-11-17,Deportes,Sur,Empresa,36013,9889
2023-07-01,Hogar,Centro,Empresa,70209,20542
2024-11-03,Hogar,Centro,Retail,109014,32472
2024-08-24,Deportes,Sur,Empresa,47307,13667
2023-08-13,Electrodomesticos,Sur,Retail,146560,25585
2024-05-06,Tecnologia,Sur,Retail,194976,48339
2024-09-06,Hogar,Sur,Retail,107159,34663
2023-05-03,Deportes,Norte,Retail,70966,18399
2023-09-13,Vestuario,Sur,Empresa,56337,18760
2024-06-09,Hogar,Sur,Empresa,41809,12865
2023-01-03,Tecnologia,Sur,Empresa,178297,32114
2023-12-30,Deportes,Centro,Retail,36561,11433
2023-07-25,Vestuario,Sur,Retail,29995,11241
2024-08-09,Vestuario,Centro,Empresa,57320,19709
2023-07-26,Deportes,Norte,Retail,75896,22871
2023-01-16,Deportes,Sur,Empresa,70082,26298
2024-08-03,Electrodomesticos,Centro,Retail,132491,25158
2024-09-27,Electrodomesticos,Centro,Empresa,215461,44687
2023-07-18,Tecnologia,Centro,Empresa,197210,47248
2024-10-20,Tecnologia,Centro,Empresa,224478,48518
2024-11-03,Vestuario,Sur,Retail,49615,17609
2024-06-14,Electrodomesticos,Norte,Retail,150978,27424
2024-04-22,Hogar,Norte,Empresa,18757,6074
2023-11-22,Tecnologia,Centro,Empresa,174508,37131
2024-09-03,Deportes,Centro,Retail,77250,21889
2023-12-07,Vestuario,Sur,Retail,56846,18670
2023-09-12,Tecnologia,Norte,Retail,255733,62939
2023-05-04,Hogar,Norte,Retail,95864,26416
2024-04-07,Electrodomesticos,Centro,Retail,118360,19756
2023-04-23,Tecnologia,Sur,Retail,191144,33626
2024-05-25,Electrodomesticos,Sur,Empresa,196663,39317
2024-12-28,Electrodomesticos,Sur,Empresa,169355,31354
2023-05-07,Vestuario,Sur,Retail,41203,11825
2024-03-02,Tecnologia,Centro,Retail,251014,50623
2023-05-24,Hogar,Norte,Retail,53655,16180
2024-12-30,Tecnologia,Norte,Empresa,138396,28984
2023-08-04,Vestuario,Sur,Empresa,45085,15689
2024-07-29,Electrodomesticos,Sur,Retail,168108,32555
2024-12-09,Hogar,Norte,Empresa,115918,29855
2024-12-09,Vestuario,Norte,Retail,31337,9964
2024-01-24,Deportes,Norte,Retail,21629,6160
2024-06-18,Hogar,Centro,Retail,52350,14845
2023-06-30,Vestuario,Sur,Empresa,39073,15179
2023-09-24,Vestuario,Centro,Retail,41268,14547
2023-11-29,Tecnologia,Sur,Retail,158795,29455
2024-01-31,Vestuario,Norte,Empresa,31196,9835
2024-05-22,Hogar,Norte,Retail,87876,23973
2023-01-29,Deportes,Centro,Empresa,85188,23797
2024-04-07,Hogar,Sur,Retail,67466,19414
2023-08-30,Electrodomesticos,Centro,Retail,74341,15990
2023-03-29,Hogar,Norte,Empresa,146939,45170
2024-04-09,Tecnologia,Sur,Empresa,107622,24774
2024-08-04,Tecnologia,Norte,Empresa,183730,34213
2024-03-24,Deportes,Sur,Retail,80295,22481
2023-04-24,Vestuario,Sur,Empresa,32531,11150
2023-03-04,Hogar,Norte,Empresa,123562,35738
2024-03-28,Tecnologia,Norte,Empresa,246614,42785
2023-12-15,Tecnologia,Norte,Empresa,149076,32322
2024-03-22,Hogar,Centro,Retail,70569,18887
2023-10-14,Hogar,Centro,Retail,55572,17554
2024-07-09,Hogar,Norte,Empresa,118536,35395
2024-04-28,Vestuario,Centro,Retail,29270,10182
2023-07-10,Hogar,Sur,Retail,91981,22364
2023-06-18,Vestuario,Sur,Retail,41390,13326
2024-07-25,Vestuario,Sur,Retail,29329,9372
2023-12-25,Deportes,Norte,Empresa,52088,16479
2023-10-22,Hogar,Sur,Retail,139159,40286
2023-11-03,Deportes,Sur,Retail,134489,35114
2023-06-30,Deportes,Centro,Empresa,44177,13808
2023-03-25,Deportes,Centro,Empresa,96855,24101
2024-11-16,Deportes,Sur,Empresa,79092,21623
2024-10-16,Deportes,Sur,Retail,59211,16738
2023-02-23,Vestuario,Sur,Retail,37155,11651
2023-11-08,Vestuario,Centro,Retail,82066,28984
2023-02-03,Hogar,Centro,Retail,77361,14966
2024-01-28,Vestuario,Norte,Empresa,58295,21037
2023-07-30,Tecnologia,Norte,Retail,66024,13770
2023-01-27,Vestuario,Sur,Retail,42269,15713
2024-09-19,Tecnologia,Centro,Retail,38016,8160
2024-07-10,Deportes,Norte,Empresa,67020,16432
2024-07-19,Vestuario,Centro,Empresa,50821,17665
2023-09-24,Deportes,Centro,Retail,30078,8704
2024-09-03,Vestuario,Centro,Retail,38521,13189
2024-12-20,Tecnologia,Sur,Retail,141185,32951
2023-03-01,Tecnologia,Norte,Empresa,41169,8631
2023-10-04,Hogar,Norte,Empresa,116940,34308
2023-08-01,Tecnologia,Norte,Empresa,173806,36033
2023-06-21,Deportes,Norte,Empresa,58991,15404
2023-09-04,Hogar,Norte,Empresa,123955,35880
2024-06-05,Hogar,Norte,Empresa,69694,20158
2023-06-02,Hogar,Centro,Retail,31759,7875
2023-01-14,Deportes,Sur,Retail,90679,30893
2023-03-10,Vestuario,Centro,Empresa,32917,10812
2023-04-13,Tecnologia,Norte,Retail,131013,27643
2024-02-04,Deportes,Centro,Empresa,59778,18336
2023-07-20,Deportes,Centro,Retail,88434,25798
2023-07-19,Electrodomesticos,Norte,Retail,166331,26227
2024-12-10,Hogar,Norte,Empresa,32628,10609
2023-12-05,Tecnologia,Norte,Retail,226950,46665
2023-10-14,Tecnologia,Centro,Retail,167588,35986
2023-09-18,Electrodomesticos,Sur,Retail,273262,45545
2024-04-22,Deportes,Norte,Retail,78568,22563
2023-10-18,Deportes,Centro,Empresa,85611,30996
2023-02-24,Vestuario,Centro,Retail,54295,15628
2024-04-23,Tecnologia,Centro,Retail,135033,31038
2023-05-10,Tecnologia,Sur,Empresa,237961,50687
2023-10-28,Vestuario,Centro,Empresa,32061,9349
2023-09-14,Hogar,Sur,Retail,42330,14185
2024-07-21,Hogar,Norte,Empresa,78700,20633
2024-12-21,Hogar,Centro,Retail,75251,22950
2024-12-09,Vestuario,Sur,Empresa,29245,11541
2023-01-16,Deportes,Sur,Empresa,122308,38737
2023-10-02,Electrodomesticos,Norte,Retail,34836,5603
2023-05-15,Deportes,Norte,Empresa,68311,23045
2023-04-29,Electrodomesticos,Sur,Empresa,130375,24285
2023-03-09,Tecnologia,Centro,Retail,243132,47401
2023-12-15,Deportes,Norte,Retail,58497,17486
2023-12-16,Hogar,Sur,Retail,29330,6752
2023-07-15,Electrodomesticos,Centro,Retail,184849,39041
2024-06-08,Electrodomesticos,Norte,Empresa,212061,36270
2024-02-05,Tecnologia,Centro,Retail,206035,45481
2024-01-23,Hogar,Sur,Retail,114998,33702
2024-07-22,Deportes,Sur,Empresa,34747,8532
2024-02-14,Electrodomesticos,Centro,Empresa,197529,38958
2024-08-05,Deportes,Sur,Empresa,53280,15619
2023-10-01,Deportes,Centro,Empresa,76781,23898
2024-03-16,Hogar,Sur,Retail,67184,19558
2023-05-30,Hogar,Centro,Retail,88696,22428
