fecha,region,categoria,canal,dispositivo,segmento_cliente,sessions,conversions,conversion_rate,unidades_vendidas,precio_promedio,ventas_monto,nps
2025-01-27,Centro,Electrodomesticos,Organico,Tablet,Nuevo,588,6,0.0102,10,156069,936414,37
2024-02-15,Centro,Tecnologia,Organico,Tablet,Nuevo,703,19,0.027,24,187069,3554309,44
2024-07-16,Sur,Tecnologia,Email,Desktop,Recurrente,87,5,0.0575,5,225501,1127503,34
2024-12-15,Sur,Hogar,Pago,Tablet,Recurrente,1002,23,0.023,23,86129,1980969,57
2024-01-08,Norte,Tecnologia,Referido,Tablet,Recurrente,329,8,0.0243,14,234866,1878931,45
2024-04-17,Sur,Electrodomesticos,Email,Mobile,Recurrente,834,19,0.0228,32,193077,3668465,47
2024-06-01,Centro,Tecnologia,Pago,Mobile,Nuevo,696,9,0.0129,9,214846,1933611,44
2024-03-18,Sur,Electrodomesticos,Social,Desktop,Recurrente,539,13,0.0241,15,140907,1831785,47
2024-03-24,Centro,Hogar,Referido,Tablet,Nuevo,263,4,0.0152,5,87959,351836,63
2025-05-19,Sur,Vestuario,Email,Tablet,Recurrente,188,5,0.0266,9,41667,208333,46
2025-12-27,Norte,Deportes,Referido,Desktop,Recurrente,454,12,0.0264,15,65487,785844,30
2024-11-10,Sur,Electrodomesticos,Pago,Mobile,Nuevo,431,6,0.0139,6,181958,1091748,21
2024-10-30,Centro,Vestuario,Social,Mobile,Recurrente,748,17,0.0227,24,47258,803384,49
2025-05-04,Norte,Vestuario,Email,Mobile,Nuevo,364,5,0.0137,7,44059,220295,25
2024-04-07,Centro,Hogar,Email,Mobile,Recurrente,542,13,0.024,18,111427,1448547,38
2025-05-08,Sur,Hogar,Referido,Tablet,Nuevo,374,7,0.0187,12,97605,683236,34
2024-03-16,Sur,Deportes,Pago,Tablet,Recurrente,270,10,0.037,14,64954,649537,52
2024-10-26,Norte,Electrodomesticos,Referido,Tablet,Recurrente,271,3,0.0111,6,139552,418656,47
2025-05-19,Norte,Deportes,Referido,Tablet,Nuevo,334,6,0.018,6,57346,344074,34
2025-11-22,Centro,Deportes,Organico,Desktop,Nuevo,882,18,0.0204,28,68775,1237953,27
2025-10-31,Centro,Hogar,Social,Mobile,Recurrente,522,12,0.023,12,89687,1076240,36
2025-03-25,Norte,Hogar,Referido,Tablet,Recurrente,461,10,0.0217,10,87701,877006,51
2024-10-28,Sur,Hogar,Email,Mobile,Recurrente,747,15,0.0201,15,120324,1804860,32
2025-01-13,Centro,Electrodomesticos,Organico,Tablet,Recurrente,482,7,0.0145,7,158837,1111860,35
2025-05-16,Centro,Electrodomesticos,Referido,Desktop,Nuevo,832,9,0.0108,12,140730,1266572,12
2024-02-24,Centro,Tecnologia,Pago,Tablet,Nuevo,547,12,0.0219,14,171406,2056876,29
2025-05-24,Sur,Vestuario,Pago,Tablet,Nuevo,303,5,0.0165,5,44134,220668,34
2024-12-15,Norte,Electrodomesticos,Email,Desktop,Nuevo,548,6,0.0109,8,149364,896185,35
2024-04-16,Norte,Vestuario,Email,Mobile,Nuevo,397,6,0.0151,7,43223,259339,31
2025-04-19,Norte,Vestuario,Email,Mobile,Nuevo,491,13,0.0265,13,41093,534203,33
2024-03-11,Sur,Hogar,Social,Desktop,Recurrente,968,17,0.0176,22,76371,1298314,44
2025-09-15,Centro,Electrodomesticos,Email,Tablet,Recurrente,441,8,0.0181,10,140256,1122049,40
2024-08-04,Norte,Electrodomesticos,Referido,Mobile,Recurrente,516,12,0.0233,19,181429,2177150,68
2024-03-18,Norte,Vestuario,Referido,Desktop,Nuevo,552,16,0.029,33,41051,656808,41
2024-07-18,Sur,Hogar,Organico,Desktop,Nuevo,992,22,0.0222,22,75789,1667361,41
2024-05-13,Centro,Hogar,Email,Tablet,Nuevo,741,12,0.0162,13,98681,1184173,41
2025-07-14,Centro,Electrodomesticos,Pago,Desktop,Nuevo,693,9,0.013,9,155328,1397955,40
2024-11-29,Centro,Hogar,Email,Desktop,Nuevo,1107,16,0.0145,19,85141,1362258,46
2024-02-23,Norte,Deportes,Email,Tablet,Nuevo,258,4,0.0155,4,54381,217522,23
2025-08-15,Norte,Vestuario,Social,Desktop,Nuevo,88,3,0.0341,6,51481,154442,2
2025-06-29,Norte,Deportes,Referido,Desktop,Recurrente,458,13,0.0284,19,73561,956298,35
2025-10-31,Sur,Deportes,Pago,Mobile,Nuevo,959,18,0.0188,25,47424,853630,60
2025-06-26,Sur,Tecnologia,Social,Desktop,Nuevo,381,6,0.0157,10,176220,1057320,40
2024-03-01,Centro,Hogar,Organico,Tablet,Nuevo,1165,21,0.018,24,96977,2036526,43
2024-09-23,Sur,Deportes,Organico,Desktop,Recurrente,882,20,0.0227,20,69156,1383118,39
2025-12-30,Centro,Vestuario,Social,Tablet,Recurrente,626,17,0.0272,19,45219,768730,33
2024-03-03,Sur,Hogar,Pago,Tablet,Recurrente,983,24,0.0244,24,96842,2324218,42
2024-07-17,Sur,Vestuario,Organico,Desktop,Recurrente,1034,24,0.0232,25,38325,919811,48
2024-07-04,Centro,Deportes,Pago,Desktop,Nuevo,1167,18,0.0154,18,56848,1023267,13
2024-10-14,Sur,Deportes,Social,Tablet,Recurrente,551,17,0.0309,29,73153,1243606,31
2024-10-25,Norte,Deportes,Referido,Tablet,Recurrente,239,5,0.0209,7,54616,273078,24
2025-09-22,Sur,Deportes,Social,Mobile,Recurrente,816,25,0.0306,31,61160,1528987,38
2024-04-24,Centro,Hogar,Email,Mobile,Nuevo,720,10,0.0139,10,85807,858074,38
2025-11-08,Centro,Hogar,Pago,Mobile,Nuevo,836,11,0.0132,15,73233,805566,38
2025-04-19,Norte,Electrodomesticos,Email,Mobile,Nuevo,697,13,0.0187,14,128044,1664573,52
2025-11-22,Centro,Deportes,Referido,Tablet,Recurrente,427,10,0.0234,13,54989,549887,46
2024-04-03,Centro,Deportes,Email,Mobile,Nuevo,1234,26,0.0211,26,63619,1654091,20
2024-03-31,Centro,Tecnologia,Email,Desktop,Recurrente,400,22,0.055,34,142454,3133980,52
2025-06-09,Centro,Tecnologia,Pago,Mobile,Nuevo,1382,11,0.008,12,161718,1778900,38
2025-12-04,Sur,Hogar,Email,Desktop,Nuevo,655,13,0.0198,13,105933,1377125,39
2025-03-19,Norte,Hogar,Pago,Desktop,Recurrente,1205,35,0.029,35,98771,3456988,50
2025-09-22,Centro,Electrodomesticos,Email,Desktop,Nuevo,624,9,0.0144,13,143321,1289885,39
2025-03-11,Sur,Hogar,Referido,Desktop,Recurrente,487,3,0.0062,5,116464,349392,59
2024-07-26,Norte,Vestuario,Social,Tablet,Recurrente,344,10,0.0291,11,51887,518872,23
2025-08-13,Sur,Vestuario,Organico,Mobile,Nuevo,1773,36,0.0203,49,36283,1306198,21
2025-10-25,Norte,Electrodomesticos,Email,Mobile,Nuevo,629,5,0.0079,5,145979,729895,37
2024-06-08,Centro,Electrodomesticos,Pago,Desktop,Nuevo,866,17,0.0196,17,146664,2493282,50
2025-06-08,Centro,Hogar,Organico,Mobile,Nuevo,380,3,0.0079,3,94015,282046,36
2025-10-11,Norte,Tecnologia,Referido,Mobile,Recurrente,229,9,0.0393,14,221499,1993493,29
2025-01-02,Norte,Electrodomesticos,Social,Desktop,Recurrente,669,13,0.0194,17,168718,2193328,20
2025-12-21,Sur,Tecnologia,Social,Tablet,Nuevo,325,8,0.0246,8,148296,1186369,24
2025-01-30,Sur,Electrodomesticos,Email,Mobile,Recurrente,238,7,0.0294,7,146679,1026750,43
2024-07-10,Sur,Deportes,Referido,Mobile,Nuevo,454,10,0.022,12,54528,545280,31
2025-07-07,Norte,Hogar,Pago,Tablet,Nuevo,316,4,0.0127,4,82151,328603,44
2025-02-02,Norte,Hogar,Pago,Tablet,Nuevo,537,13,0.0242,15,95512,1241649,34
2025-07-28,Sur,Deportes,Referido,Mobile,Nuevo,355,7,0.0197,7,51175,358227,52
2025-02-23,Centro,Tecnologia,Pago,Desktop,Nuevo,1061,20,0.0189,20,175841,3516813,42
2024-08-09,Norte,Deportes,Organico,Tablet,Recurrente,959,30,0.0313,31,64330,1929892,39
2024-08-12,Norte,Deportes,Pago,Desktop,Recurrente,963,25,0.026,39,64816,1620401,39
2025-09-24,Norte,Deportes,Referido,Desktop,Recurrente,492,8,0.0163,14,67404,539233,43
2025-11-30,Norte,Deportes,Email,Tablet,Nuevo,183,4,0.0219,4,63185,252740,40
2024-09-24,Centro,Tecnologia,Organico,Mobile,Recurrente,1050,19,0.0181,20,209084,3972603,38
2025-06-27,Norte,Deportes,Referido,Tablet,Recurrente,320,9,0.0281,13,66816,601343,44
2025-02-08,Centro,Deportes,Referido,Tablet,Nuevo,457,6,0.0131,7,62507,375043,39
2024-02-02,Norte,Hogar,Social,Tablet,Nuevo,531,8,0.0151,9,89387,715097,37
2025-06-26,Norte,Tecnologia,Organico,Tablet,Nuevo,435,7,0.0161,10,176688,1236813,39
2024-04-04,Norte,Vestuario,Social,Tablet,Nuevo,348,9,0.0259,9,45427,408843,23
2025-07-20,Centro,Electrodomesticos,Organico,Tablet,Recurrente,555,18,0.0324,27,146149,2630676,28
2025-04-18,Norte,Deportes,Pago,Tablet,Nuevo,640,11,0.0172,11,60545,665994,36
2025-12-09,Centro,Tecnologia,Referido,Desktop,Recurrente,594,10,0.0168,10,190192,1901923,45
2025-01-16,Norte,Electrodomesticos,Organico,Tablet,Nuevo,680,12,0.0176,14,151243,1814915,25
2025-01-06,Sur,Deportes,Pago,Desktop,Nuevo,1055,17,0.0161,17,62492,1062368,35
2025-04-25,Norte,Hogar,Email,Tablet,Nuevo,491,3,0.0061,3,82535,247604,40
2025-04-04,Centro,Vestuario,Social,Desktop,Nuevo,1059,25,0.0236,33,46157,1153934,23
2025-03-05,Centro,Hogar,Social,Desktop,Recurrente,875,19,0.0217,32,92701,1761325,50
2025-01-05,Sur,Deportes,Organico,Mobile,Recurrente,1039,20,0.0192,20,76138,1522765,48
2024-10-21,Sur,Vestuario,Pago,Mobile,Nuevo,668,13,0.0195,22,49082,638064,35
2024-04-04,Norte,Vestuario,Pago,Mobile,Nuevo,862,22,0.0255,22,34263,753779,25
2024-02-12,Sur,Vestuario,Referido,Desktop,Nuevo,403,16,0.0397,16,43311,692976,48
2025-11-11,Centro,Hogar,Social,Tablet,Nuevo,491,11,0.0224,11,81282,894099,47
2025-09-03,Norte,Tecnologia,Referido,Mobile,Nuevo,635,14,0.022,14,188536,2639501,33
2025-07-15,Centro,Vestuario,Referido,Tablet,Nuevo,581,14,0.0241,15,44863,628083,14
2025-09-13,Sur,Hogar,Social,Mobile,Nuevo,963,11,0.0114,14,76948,846427,22
2025-12-21,Sur,Hogar,Organico,Tablet,Recurrente,853,15,0.0176,15,100658,1509870,60
2024-02-08,Centro,Deportes,Referido,Tablet,Nuevo,284,8,0.0282,11,55314,442508,66
2025-06-24,Centro,Tecnologia,Referido,Desktop,Recurrente,1028,29,0.0282,29,159882,4636585,41
2025-04-30,Norte,Electrodomesticos,Pago,Mobile,Recurrente,1405,29,0.0206,36,183445,5319890,41
2024-06-13,Norte,Vestuario,Email,Tablet,Nuevo,478,4,0.0084,4,48994,195974,37
2024-05-12,Norte,Tecnologia,Organico,Tablet,Nuevo,621,9,0.0145,9,163002,1467020,43
2024-06-14,Norte,Vestuario,Organico,Tablet,Nuevo,377,10,0.0265,10,51671,516710,46
2024-08-05,Centro,Vestuario,Organico,Tablet,Recurrente,603,27,0.0448,31,58363,1575799,30
2024-05-12,Centro,Deportes,Organico,Desktop,Nuevo,1664,35,0.021,47,71568,2504868,22
2024-06-24,Centro,Tecnologia,Pago,Tablet,Nuevo,488,11,0.0225,18,186124,2047361,39
2024-06-23,Norte,Vestuario,Organico,Mobile,Nuevo,949,12,0.0126,12,52455,629455,26
2024-12-08,Sur,Tecnologia,Email,Mobile,Recurrente,914,20,0.0219,33,193895,3877899,40
2025-08-09,Centro,Tecnologia,Email,Desktop,Recurrente,926,24,0.0259,31,205897,4941519,46
2025-10-09,Norte,Deportes,Referido,Tablet,Recurrente,339,11,0.0324,14,74468,819142,29
2024-05-23,Norte,Vestuario,Organico,Mobile,Recurrente,826,33,0.04,33,46179,1523898,41
2024-03-25,Centro,Tecnologia,Social,Tablet,Recurrente,536,13,0.0243,13,194060,2522780,44
2025-07-25,Sur,Tecnologia,Referido,Mobile,Recurrente,734,12,0.0163,18,189700,2276395,49
2025-08-26,Sur,Vestuario,Social,Mobile,Nuevo,657,7,0.0107,9,45329,317305,37
2024-08-25,Centro,Electrodomesticos,Email,Tablet,Nuevo,371,10,0.027,12,130632,1306323,32
2024-10-02,Centro,Electrodomesticos,Organico,Tablet,Nuevo,405,6,0.0148,7,124000,744002,32
2025-12-21,Sur,Deportes,Social,Tablet,Recurrente,644,13,0.0202,21,61857,804142,37
2025-06-04,Sur,Electrodomesticos,Social,Mobile,Nuevo,845,6,0.0071,6,140513,843076,29
2025-05-24,Norte,Vestuario,Email,Tablet,Nuevo,471,10,0.0212,10,52775,527748,35
2025-02-12,Norte,Tecnologia,Email,Mobile,Nuevo,862,14,0.0162,14,163608,2290509,37
2025-07-06,Sur,Hogar,Social,Desktop,Recurrente,457,6,0.0131,6,90694,544163,56
2025-08-10,Norte,Electrodomesticos,Social,Tablet,Recurrente,543,10,0.0184,13,187519,1875189,46
2025-06-14,Sur,Electrodomesticos,Pago,Desktop,Recurrente,1028,14,0.0136,17,178955,2505368,39
2024-06-11,Centro,Vestuario,Organico,Tablet,Nuevo,510,11,0.0216,11,44366,488021,21
2025-11-13,Sur,Tecnologia,Social,Desktop,Recurrente,767,18,0.0235,23,225609,4060967,36
2024-07-29,Centro,Deportes,Organico,Mobile,Recurrente,1327,29,0.0219,29,61397,1780509,44
2024-09-18,Centro,Hogar,Organico,Desktop,Recurrente,1291,35,0.0271,46,107948,3778167,35
2024-05-10,Centro,Electrodomesticos,Social,Desktop,Recurrente,337,2,0.0059,2,143169,286338,48
2025-11-11,Sur,Vestuario,Organico,Mobile,Nuevo,1185,15,0.0127,15,43350,650247,37
2024-01-05,Sur,Vestuario,Social,Mobile,Nuevo,1291,25,0.0194,25,41460,1036508,21
2024-09-12,Sur,Hogar,Email,Tablet,Nuevo,288,4,0.0139,9,95203,380812,28
2024-02-12,Norte,Electrodomesticos,Pago,Tablet,Recurrente,732,26,0.0355,26,154885,4027016,38
2024-08-21,Norte,Vestuario,Social,Tablet,Nuevo,690,18,0.0261,19,34729,625124,33
2024-05-17,Norte,Hogar,Social,Mobile,Nuevo,425,4,0.0094,4,96206,384823,50
2025-07-24,Norte,Tecnologia,Social,Tablet,Nuevo,442,17,0.0385,26,194617,3308485,60
2024-09-29,Sur,Hogar,Email,Tablet,Recurrente,384,9,0.0234,9,109139,982254,59
2025-07-09,Sur,Tecnologia,Referido,Tablet,Recurrente,336,7,0.0208,7,182777,1279437,54
2025-06-07,Sur,Vestuario,Email,Desktop,Recurrente,664,19,0.0286,20,57783,1097877,35
2024-11-19,Sur,Tecnologia,Pago,Tablet,Nuevo,629,14,0.0223,15,173099,2423385,39
2024-10-22,Sur,Vestuario,Email,Tablet,Nuevo,473,13,0.0275,13,45006,585078,26
2024-04-18,Centro,Vestuario,Referido,Tablet,Recurrente,386,9,0.0233,12,49217,442954,39
2024-11-29,Centro,Hogar,Referido,Tablet,Recurrente,558,15,0.0269,15,104499,1567492,39
2024-10-15,Centro,Vestuario,Pago,Tablet,Nuevo,738,12,0.0163,12,47527,570319,24
2025-07-06,Norte,Hogar,Pago,Tablet,Recurrente,670,17,0.0254,25,90158,1532690,46
2024-01-17,Sur,Vestuario,Email,Desktop,Recurrente,643,21,0.0327,27,47575,999067,31
2024-03-09,Norte,Hogar,Referido,Mobile,Recurrente,438,6,0.0137,6,108877,653260,55
2025-04-29,Sur,Hogar,Organico,Tablet,Recurrente,1023,25,0.0244,26,103116,2577904,46
2024-04-03,Norte,Tecnologia,Organico,Tablet,Nuevo,702,16,0.0228,16,172629,2762061,24
2025-09-03,Centro,Hogar,Referido,Desktop,Nuevo,630,10,0.0159,11,84627,846274,40
2025-02-14,Norte,Deportes,Organico,Mobile,Recurrente,654,16,0.0245,22,72999,1167987,48
2024-08-14,Norte,Tecnologia,Referido,Mobile,Recurrente,484,15,0.031,15,181868,2728022,43
2025-10-23,Norte,Vestuario,Social,Mobile,Recurrente,806,22,0.0273,23,49508,1089166,34
2025-05-03,Norte,Deportes,Referido,Mobile,Nuevo,304,4,0.0132,4,63951,255805,34
2024-12-10,Sur,Electrodomesticos,Pago,Tablet,Recurrente,362,2,0.0055,4,175241,350481,47
2025-07-18,Sur,Vestuario,Email,Mobile,Nuevo,507,5,0.0099,5,49730,248649,55
2025-04-13,Norte,Deportes,Referido,Tablet,Nuevo,396,8,0.0202,17,58377,467015,41
2024-08-02,Sur,Electrodomesticos,Referido,Tablet,Nuevo,167,3,0.018,7,142885,428655,17
2025-04-16,Sur,Deportes,Organico,Tablet,Nuevo,910,18,0.0198,18,62836,1131047,37
2024-02-14,Sur,Deportes,Organico,Tablet,Recurrente,623,14,0.0225,15,76261,1067656,34
2025-02-24,Centro,Vestuario,Email,Mobile,Recurrente,805,24,0.0298,28,45513,1092320,37
2024-10-28,Centro,Hogar,Email,Desktop,Recurrente,749,18,0.024,18,107418,1933522,43
2024-06-12,Sur,Vestuario,Social,Tablet,Nuevo,515,8,0.0155,10,50233,401862,14
2024-11-23,Sur,Hogar,Social,Tablet,Recurrente,585,14,0.0239,14,99940,1399160,40
2025-03-25,Centro,Vestuario,Social,Tablet,Recurrente,785,16,0.0204,19,53291,852651,25
2025-02-04,Sur,Vestuario,Pago,Desktop,Nuevo,1093,22,0.0201,33,42808,941767,12
2024-01-08,Norte,Hogar,Email,Desktop,Nuevo,480,11,0.0229,13,107707,1184773,51
2025-11-12,Centro,Deportes,Pago,Tablet,Recurrente,833,10,0.012,12,68571,685705,36
2024-08-18,Norte,Vestuario,Organico,Desktop,Recurrente,463,16,0.0346,29,51364,821831,31
2024-01-25,Norte,Vestuario,Email,Mobile,Recurrente,719,12,0.0167,17,45744,548930,53
2024-05-29,Norte,Tecnologia,Referido,Mobile,Nuevo,583,15,0.0257,15,174948,2624219,47
2024-03-24,Centro,Deportes,Pago,Tablet,Nuevo,1023,14,0.0137,16,44221,619093,50
2024-08-21,Sur,Hogar,Pago,Mobile,Nuevo,974,13,0.0133,20,93553,1216194,31
2024-03-16,Norte,Electrodomesticos,Organico,Mobile,Nuevo,1120,14,0.0125,14,112820,1579482,28
2024-06-27,Norte,Tecnologia,Email,Mobile,Nuevo,611,17,0.0278,20,173229,2944897,39
2024-06-12,Sur,Hogar,Organico,Desktop,Recurrente,724,16,0.0221,23,99870,1597926,48
2024-04-10,Norte,Electrodomesticos,Email,Desktop,Nuevo,712,9,0.0126,10,137544,1237900,29
2024-02-08,Norte,Electrodomesticos,Pago,Tablet,Nuevo,606,6,0.0099,6,167556,1005338,24
2025-01-20,Centro,Hogar,Organico,Mobile,Nuevo,384,5,0.013,6,99806,499030,21
2024-02-09,Sur,Deportes,Email,Mobile,Nuevo,739,16,0.0217,22,61702,987224,27
2024-07-21,Centro,Tecnologia,Social,Tablet,Recurrente,464,8,0.0172,9,167877,1343015,44
2025-12-12,Centro,Tecnologia,Pago,Tablet,Recurrente,1010,19,0.0188,22,149303,2836747,50
2025-06-15,Norte,Deportes,Referido,Desktop,Recurrente,459,10,0.0218,10,56648,566476,41
2024-02-03,Norte,Electrodomesticos,Social,Desktop,Nuevo,674,7,0.0104,10,142676,998728,26
2024-12-09,Centro,Tecnologia,Pago,Desktop,Nuevo,1470,35,0.0238,44,134603,4711107,26
2025-11-26,Centro,Hogar,Referido,Mobile,Nuevo,1462,37,0.0253,37,94278,3488284,43
2025-06-12,Norte,Tecnologia,Social,Desktop,Nuevo,960,18,0.0187,28,162205,2919697,35
2025-12-22,Sur,Deportes,Organico,Desktop,Nuevo,1581,30,0.019,35,50989,1529662,49
2024-02-01,Sur,Hogar,Social,Desktop,Nuevo,571,8,0.014,10,89801,718410,52
2025-07-19,Sur,Electrodomesticos,Referido,Mobile,Nuevo,463,4,0.0086,8,122808,491231,30
2025-08-17,Sur,Electrodomesticos,Pago,Mobile,Nuevo,792,8,0.0101,8,163299,1306388,35
2024-09-28,Sur,Electrodomesticos,Email,Desktop,Recurrente,338,5,0.0148,10,146480,732399,56
2025-10-17,Centro,Tecnologia,Email,Mobile,Nuevo,495,12,0.0242,13,164004,1968044,14
2025-10-02,Centro,Electrodomesticos,Organico,Desktop,Recurrente,1252,32,0.0256,47,160943,5150190,30
2025-11-15,Norte,Tecnologia,Referido,Tablet,Nuevo,302,5,0.0166,7,243000,1215000,40
2025-10-12,Sur,Vestuario,Referido,Mobile,Nuevo,529,11,0.0208,11,40605,446658,44
2024-06-30,Norte,Deportes,Pago,Tablet,Recurrente,414,13,0.0314,17,57696,750043,18
2025-07-25,Norte,Deportes,Social,Tablet,Nuevo,399,6,0.015,9,65226,391356,37
2024-03-21,Centro,Tecnologia,Organico,Mobile,Nuevo,1027,22,0.0214,36,182498,4014951,44
2024-07-10,Norte,Vestuario,Referido,Tablet,Recurrente,222,1,0.0045,1,54023,54023,32
2025-06-21,Norte,Tecnologia,Referido,Mobile,Nuevo,362,8,0.0221,9,160536,1284284,55
2025-11-23,Norte,Deportes,Organico,Mobile,Recurrente,565,10,0.0177,10,80888,808882,40
2025-01-16,Norte,Electrodomesticos,Pago,Mobile,Nuevo,636,8,0.0126,8,124341,994725,20
2025-08-26,Sur,Electrodomesticos,Organico,Desktop,Nuevo,751,17,0.0226,17,173205,2944490,22
2024-09-03,Sur,Electrodomesticos,Email,Desktop,Nuevo,781,18,0.023,20,129274,2326940,23
2025-09-10,Centro,Vestuario,Social,Desktop,Recurrente,1048,27,0.0258,33,51932,1402159,21
2024-02-27,Sur,Deportes,Organico,Desktop,Nuevo,682,17,0.0249,17,51068,868157,45
2024-04-18,Centro,Electrodomesticos,Referido,Desktop,Recurrente,622,16,0.0257,25,171425,2742805,41
2024-01-12,Centro,Tecnologia,Pago,Mobile,Nuevo,1233,23,0.0187,23,151217,3478002,42
2024-01-17,Sur,Hogar,Pago,Desktop,Recurrente,935,13,0.0139,15,86430,1123590,33
2024-05-01,Norte,Tecnologia,Organico,Desktop,Nuevo,904,25,0.0277,29,220490,5512249,26
2025-09-11,Centro,Tecnologia,Organico,Mobile,Recurrente,1279,30,0.0235,31,190173,5705193,33
2024-11-23,Norte,Tecnologia,Organico,Mobile,Recurrente,1075,20,0.0186,30,195929,3918570,34
2025-09-12,Sur,Deportes,Pago,Tablet,Recurrente,598,10,0.0167,10,58965,589654,41
2024-08-09,Centro,Hogar,Email,Tablet,Recurrente,517,12,0.0232,14,83772,1005263,35
2025-03-04,Centro,Electrodomesticos,Organico,Mobile,Nuevo,1382,15,0.0109,15,139236,2088542,16
2025-08-06,Centro,Hogar,Social,Desktop,Recurrente,492,11,0.0224,16,85576,941331,51
2025-07-30,Sur,Deportes,Social,Mobile,Nuevo,907,17,0.0187,22,54408,924936,42
2025-07-31,Centro,Hogar,Organico,Desktop,Recurrente,1663,35,0.021,47,103864,3635246,63
2024-09-25,Centro,Electrodomesticos,Pago,Tablet,Recurrente,1064,17,0.016,17,122301,2079123,9
2025-03-05,Sur,Hogar,Referido,Tablet,Recurrente,199,9,0.0452,9,89416,804746,31
2024-07-21,Centro,Vestuario,Social,Tablet,Recurrente,297,12,0.0404,13,44594,535133,28
2025-12-12,Norte,Electrodomesticos,Pago,Mobile,Recurrente,1130,16,0.0142,23,143815,2301042,16
2025-11-12,Norte,Tecnologia,Pago,Desktop,Nuevo,1222,22,0.018,28,202822,4462080,30
2025-03-21,Centro,Tecnologia,Referido,Desktop,Nuevo,783,18,0.023,18,144360,2598477,39
2025-08-28,Norte,Hogar,Email,Mobile,Nuevo,466,6,0.0129,6,93266,559594,40
2025-05-13,Centro,Vestuario,Organico,Tablet,Recurrente,924,22,0.0238,23,51891,1141605,35
2025-02-20,Sur,Deportes,Email,Mobile,Recurrente,731,18,0.0246,18,54587,982569,45
2025-12-09,Norte,Hogar,Email,Desktop,Recurrente,675,22,0.0326,30,118174,2599819,50
2025-05-26,Norte,Deportes,Pago,Mobile,Recurrente,1467,31,0.0211,32,62857,1948569,47
2024-04-28,Centro,Electrodomesticos,Social,Tablet,Recurrente,589,11,0.0187,15,171860,1890456,31
2024-03-14,Norte,Vestuario,Referido,Tablet,Nuevo,250,1,0.004,1,42771,42771,16
2025-09-21,Norte,Deportes,Pago,Desktop,Recurrente,509,14,0.0275,18,65564,917893,27
2025-01-10,Norte,Hogar,Email,Desktop,Recurrente,549,9,0.0164,12,123413,1110718,48
2025-09-05,Centro,Tecnologia,Pago,Mobile,Recurrente,1287,17,0.0132,17,219156,3725652,30
2025-11-26,Centro,Tecnologia,Pago,Tablet,Nuevo,854,16,0.0187,30,193012,3088198,33
2024-02-21,Centro,Deportes,Pago,Mobile,Nuevo,1266,20,0.0158,25,62558,1251155,28
2025-03-30,Norte,Deportes,Referido,Tablet,Nuevo,508,5,0.0098,9,69100,345499,45
2024-04-06,Centro,Hogar,Organico,Tablet,Recurrente,1032,22,0.0213,29,95408,2098983,50
2024-01-26,Norte,Deportes,Pago,Tablet,Recurrente,688,19,0.0276,28,54871,1042552,43
2024-07-14,Centro,Deportes,Referido,Tablet,Nuevo,507,13,0.0256,15,63173,821247,34
2025-06-26,Norte,Vestuario,Organico,Mobile,Recurrente,962,24,0.0249,42,53486,1283663,42
2024-04-18,Norte,Electrodomesticos,Pago,Desktop,Nuevo,908,16,0.0176,20,126991,2031860,51
2024-03-02,Sur,Vestuario,Pago,Tablet,Recurrente,611,13,0.0213,19,48380,628937,42
2024-12-12,Centro,Tecnologia,Email,Desktop,Nuevo,894,21,0.0235,24,174068,3655437,30
2025-07-04,Sur,Tecnologia,Referido,Tablet,Nuevo,228,4,0.0175,7,162722,650889,20
2024-03-02,Sur,Vestuario,Pago,Mobile,Nuevo,1003,18,0.0179,25,40299,725379,19
2025-08-02,Sur,Vestuario,Social,Desktop,Nuevo,632,15,0.0237,15,33672,505074,22
2024-01-10,Sur,Tecnologia,Email,Desktop,Recurrente,742,15,0.0202,17,205457,3081849,36
2024-12-14,Centro,Electrodomesticos,Referido,Desktop,Recurrente,606,11,0.0182,12,196445,2160891,63
2025-04-07,Sur,Deportes,Pago,Desktop,Recurrente,1057,25,0.0237,27,61105,1527626,51
2024-03-04,Centro,Vestuario,Pago,Mobile,Nuevo,365,7,0.0192,14,43452,304166,26
2024-06-27,Sur,Vestuario,Pago,Desktop,Recurrente,472,12,0.0254,15,49671,596047,28
2024-03-05,Sur,Vestuario,Pago,Desktop,Nuevo,925,15,0.0162,15,52640,789599,29
2025-03-20,Centro,Deportes,Referido,Mobile,Recurrente,436,13,0.0298,20,64063,832813,43
2024-04-14,Norte,Electrodomesticos,Organico,Desktop,Recurrente,833,11,0.0132,11,170312,1873437,34
2024-01-18,Norte,Hogar,Organico,Mobile,Recurrente,1004,22,0.0219,37,99462,2188161,34
2025-06-19,Norte,Hogar,Referido,Desktop,Nuevo,472,10,0.0212,10,84694,846944,34
2025-05-13,Norte,Deportes,Referido,Mobile,Recurrente,736,15,0.0204,25,67438,1011572,51
2025-11-02,Sur,Electrodomesticos,Email,Tablet,Nuevo,544,12,0.0221,16,152241,1826893,19
2025-10-18,Norte,Deportes,Organico,Mobile,Nuevo,931,14,0.015,14,73285,1025990,40
2024-11-23,Centro,Deportes,Social,Mobile,Nuevo,821,13,0.0158,13,53544,696069,27
2025-10-10,Norte,Vestuario,Referido,Tablet,Nuevo,418,9,0.0215,10,51048,459436,41
2024-12-16,Sur,Electrodomesticos,Email,Desktop,Recurrente,722,20,0.0277,28,142918,2858357,48
